description,attribute,metric,value
State Data,Statewide,Cases,528533
State Data,Statewide,Hospitalizations,29062
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2982250
State Data,Statewide,Test Encounters,8159603
State Data,Statewide,Deaths Among Cases,6423
State Data,Statewide,Deaths Due to COVID-19,6556
State Data,Statewide,Outbreaks,5223
State Data,Statewide,Rate Per 100000,9169.59
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,58288
Colorado Case Counts by County,Alamosa County,Cases,1565
Colorado Case Counts by County,Arapahoe County,Cases,59720
Colorado Case Counts by County,Archuleta County,Cases,954
Colorado Case Counts by County,Baca County,Cases,305
Colorado Case Counts by County,Bent County,Cases,1533
Colorado Case Counts by County,Boulder County,Cases,23332
Colorado Case Counts by County,Broomfield County,Cases,4803
Colorado Case Counts by County,Chaffee County,Cases,1664
Colorado Case Counts by County,Cheyenne County,Cases,128
Colorado Case Counts by County,Clear Creek County,Cases,447
Colorado Case Counts by County,Conejos County,Cases,592
Colorado Case Counts by County,Costilla County,Cases,216
Colorado Case Counts by County,Crowley County,Cases,2195
Colorado Case Counts by County,Custer County,Cases,198
Colorado Case Counts by County,Delta County,Cases,2722
Colorado Case Counts by County,Denver County,Cases,72024
Colorado Case Counts by County,Dolores County,Cases,93
Colorado Case Counts by County,Douglas County,Cases,28805
Colorado Case Counts by County,Eagle County,Cases,6282
Colorado Case Counts by County,El Paso County,Cases,67155
Colorado Case Counts by County,Elbert County,Cases,1742
Colorado Case Counts by County,Fremont County,Cases,6267
Colorado Case Counts by County,Garfield County,Cases,5833
Colorado Case Counts by County,Gilpin County,Cases,241
Colorado Case Counts by County,Grand County,Cases,1471
Colorado Case Counts by County,Gunnison County,Cases,1336
Colorado Case Counts by County,Hinsdale County,Cases,18
Colorado Case Counts by County,Huerfano County,Cases,413
Colorado Case Counts by County,International,Cases,68
Colorado Case Counts by County,Jackson County,Cases,58
Colorado Case Counts by County,Jefferson County,Cases,46794
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,618
Colorado Case Counts by County,La Plata County,Cases,3948
Colorado Case Counts by County,Lake County,Cases,787
Colorado Case Counts by County,Larimer County,Cases,26342
Colorado Case Counts by County,Las Animas County,Cases,1131
Colorado Case Counts by County,Lincoln County,Cases,1027
Colorado Case Counts by County,Logan County,Cases,3970
Colorado Case Counts by County,Mesa County,Cases,14899
Colorado Case Counts by County,Mineral County,Cases,89
Colorado Case Counts by County,Moffat County,Cases,781
Colorado Case Counts by County,Montezuma County,Cases,1925
Colorado Case Counts by County,Montrose County,Cases,3477
Colorado Case Counts by County,Morgan County,Cases,2665
Colorado Case Counts by County,Otero County,Cases,2015
Colorado Case Counts by County,Ouray County,Cases,284
Colorado Case Counts by County,Park County,Cases,762
Colorado Case Counts by County,Phillips County,Cases,381
Colorado Case Counts by County,Pitkin County,Cases,2586
Colorado Case Counts by County,Prowers County,Cases,1237
Colorado Case Counts by County,Pueblo County,Cases,18660
Colorado Case Counts by County,Rio Blanco County,Cases,570
Colorado Case Counts by County,Rio Grande County,Cases,809
Colorado Case Counts by County,Routt County,Cases,2210
Colorado Case Counts by County,Saguache County,Cases,391
Colorado Case Counts by County,San Juan County,Cases,47
Colorado Case Counts by County,San Miguel County,Cases,878
Colorado Case Counts by County,Sedgwick County,Cases,230
Colorado Case Counts by County,Summit County,Cases,3705
Colorado Case Counts by County,Teller County,Cases,1738
Colorado Case Counts by County,Washington County,Cases,456
Colorado Case Counts by County,Weld County,Cases,31648
Colorado Case Counts by County,Yuma County,Cases,910
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.53
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.25
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.96
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.18
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.09
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.82
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.25
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.05
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.85
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.03
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.16
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.78
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.2
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.77
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.31
