description,attribute,metric,value
State Data,Statewide,Cases,571958
State Data,Statewide,Hospitalizations,32631
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3259592
State Data,Statewide,Test Encounters,9401368
State Data,Statewide,Deaths Among Cases,6922
State Data,Statewide,Deaths Due to COVID-19,7181
State Data,Statewide,Outbreaks,5573
State Data,Statewide,Rate Per 100000,9922.98
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,62161
Colorado Case Counts by County,Alamosa County,Cases,1788
Colorado Case Counts by County,Arapahoe County,Cases,64130
Colorado Case Counts by County,Archuleta County,Cases,1129
Colorado Case Counts by County,Baca County,Cases,327
Colorado Case Counts by County,Bent County,Cases,1550
Colorado Case Counts by County,Boulder County,Cases,24564
Colorado Case Counts by County,Broomfield County,Cases,5130
Colorado Case Counts by County,Chaffee County,Cases,1821
Colorado Case Counts by County,Cheyenne County,Cases,132
Colorado Case Counts by County,Clear Creek County,Cases,501
Colorado Case Counts by County,Conejos County,Cases,760
Colorado Case Counts by County,Costilla County,Cases,254
Colorado Case Counts by County,Crowley County,Cases,2218
Colorado Case Counts by County,Custer County,Cases,237
Colorado Case Counts by County,Delta County,Cases,3116
Colorado Case Counts by County,Denver County,Cases,75687
Colorado Case Counts by County,Dolores County,Cases,131
Colorado Case Counts by County,Douglas County,Cases,31232
Colorado Case Counts by County,Eagle County,Cases,6497
Colorado Case Counts by County,El Paso County,Cases,75743
Colorado Case Counts by County,Elbert County,Cases,1934
Colorado Case Counts by County,Fremont County,Cases,6625
Colorado Case Counts by County,Garfield County,Cases,6440
Colorado Case Counts by County,Gilpin County,Cases,288
Colorado Case Counts by County,Grand County,Cases,1529
Colorado Case Counts by County,Gunnison County,Cases,1410
Colorado Case Counts by County,Hinsdale County,Cases,32
Colorado Case Counts by County,Huerfano County,Cases,452
Colorado Case Counts by County,International,Cases,82
Colorado Case Counts by County,Jackson County,Cases,67
Colorado Case Counts by County,Jefferson County,Cases,49958
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,661
Colorado Case Counts by County,La Plata County,Cases,4269
Colorado Case Counts by County,Lake County,Cases,846
Colorado Case Counts by County,Larimer County,Cases,28573
Colorado Case Counts by County,Las Animas County,Cases,1249
Colorado Case Counts by County,Lincoln County,Cases,1043
Colorado Case Counts by County,Logan County,Cases,4072
Colorado Case Counts by County,Mesa County,Cases,18145
Colorado Case Counts by County,Mineral County,Cases,98
Colorado Case Counts by County,Moffat County,Cases,1199
Colorado Case Counts by County,Montezuma County,Cases,2166
Colorado Case Counts by County,Montrose County,Cases,3983
Colorado Case Counts by County,Morgan County,Cases,2776
Colorado Case Counts by County,Otero County,Cases,2098
Colorado Case Counts by County,Ouray County,Cases,311
Colorado Case Counts by County,Park County,Cases,872
Colorado Case Counts by County,Phillips County,Cases,401
Colorado Case Counts by County,Pitkin County,Cases,2672
Colorado Case Counts by County,Prowers County,Cases,1290
Colorado Case Counts by County,Pueblo County,Cases,19870
Colorado Case Counts by County,Rio Blanco County,Cases,692
Colorado Case Counts by County,Rio Grande County,Cases,945
Colorado Case Counts by County,Routt County,Cases,2413
Colorado Case Counts by County,Saguache County,Cases,474
Colorado Case Counts by County,San Juan County,Cases,47
Colorado Case Counts by County,San Miguel County,Cases,948
Colorado Case Counts by County,Sedgwick County,Cases,235
Colorado Case Counts by County,Summit County,Cases,3910
Colorado Case Counts by County,Teller County,Cases,1974
Colorado Case Counts by County,Washington County,Cases,477
Colorado Case Counts by County,Weld County,Cases,34250
Colorado Case Counts by County,Yuma County,Cases,979
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.72
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.38
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.87
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.22
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.03
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.72
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.23
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.03
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.79
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.04
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.22
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.87
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.3
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,3.05
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.63
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,13.19
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.18
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,50.52
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.57
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.55
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,3.07
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,26.47
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.68
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.28
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,45.43
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.81
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,20.14
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.59
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,1.88
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,3.41
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,20.46
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,3.42
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.13
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,64.72
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.79
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,4.59
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Colorado Population,67.76
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Colorado Population,0.19
COVID-19 in Colorado by Race & Ethnicity,Note,Percent of cases and deaths by race and ethnicity compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Race & Ethnicity,Note,"Population Data: U.S. Census Bureau, 2018 American Community Survey 1-Year Estimates",NA
COVID-19 in Colorado by Sex,Female,Percent of Cases,49.84
COVID-19 in Colorado by Sex,Female to Male,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Male,Percent of Cases,49.01
COVID-19 in Colorado by Sex,Male to Female,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Unknown,Percent of Cases,1.13
COVID-19 in Colorado by Sex,Female,Percent of Deaths,45.71
COVID-19 in Colorado by Sex,Male,Percent of Deaths,54.23
COVID-19 in Colorado by Sex,Male to Female,Percent of Deaths,0.03
COVID-19 in Colorado by Sex,Unknown,Percent of Deaths,0.03
Case Status for Cases & Deaths,Confirmed,Number of Cases,530788
Case Status for Cases & Deaths,Confirmed,Percent of Cases,0.93
Case Status for Cases & Deaths,Confirmed,Number of Deaths,6129
Case Status for Cases & Deaths,Confirmed,Percent of Deaths,0.89
Case Status for Cases & Deaths,Probable,Number of Cases,41170
Case Status for Cases & Deaths,Probable,Percent of Cases,0.07
Case Status for Cases & Deaths,Probable,Number of Deaths,793
Case Status for Cases & Deaths,Probable,Percent of Deaths,0.11
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-03,Three-Day Moving Average Of Cases,0.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-04,Three-Day Moving Average Of Cases,0
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-05,Three-Day Moving Average Of Cases,2.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-06,Three-Day Moving Average Of Cases,2.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-07,Three-Day Moving Average Of Cases,3.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-08,Three-Day Moving Average Of Cases,1.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-09,Three-Day Moving Average Of Cases,3
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-10,Three-Day Moving Average Of Cases,4.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-11,Three-Day Moving Average Of Cases,10.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-12,Three-Day Moving Average Of Cases,12.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-13,Three-Day Moving Average Of Cases,19.33
