description,attribute,metric,value
State Data,Statewide,Cases,479590
State Data,Statewide,Hospitalizations,26285
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2797318
State Data,Statewide,Test Encounters,7304355
State Data,Statewide,Deaths Among Cases,6157
State Data,Statewide,Deaths Due to COVID-19,6303
State Data,Statewide,Outbreaks,4481
State Data,Statewide,Rate Per 100000,8320.47
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,52997
Colorado Case Counts by County,Alamosa County,Cases,1388
Colorado Case Counts by County,Arapahoe County,Cases,53861
Colorado Case Counts by County,Archuleta County,Cases,799
Colorado Case Counts by County,Baca County,Cases,278
Colorado Case Counts by County,Bent County,Cases,1487
Colorado Case Counts by County,Boulder County,Cases,21518
Colorado Case Counts by County,Broomfield County,Cases,4358
Colorado Case Counts by County,Chaffee County,Cases,1542
Colorado Case Counts by County,Cheyenne County,Cases,126
Colorado Case Counts by County,Clear Creek County,Cases,420
Colorado Case Counts by County,Conejos County,Cases,469
Colorado Case Counts by County,Costilla County,Cases,205
Colorado Case Counts by County,Crowley County,Cases,2153
Colorado Case Counts by County,Custer County,Cases,177
Colorado Case Counts by County,Delta County,Cases,2599
Colorado Case Counts by County,Denver County,Cases,66592
Colorado Case Counts by County,Dolores County,Cases,67
Colorado Case Counts by County,Douglas County,Cases,25205
Colorado Case Counts by County,Eagle County,Cases,5961
Colorado Case Counts by County,El Paso County,Cases,59168
Colorado Case Counts by County,Elbert County,Cases,1498
Colorado Case Counts by County,Fremont County,Cases,5722
Colorado Case Counts by County,Garfield County,Cases,5580
Colorado Case Counts by County,Gilpin County,Cases,203
Colorado Case Counts by County,Grand County,Cases,1386
Colorado Case Counts by County,Gunnison County,Cases,1275
Colorado Case Counts by County,Hinsdale County,Cases,18
Colorado Case Counts by County,Huerfano County,Cases,344
Colorado Case Counts by County,International,Cases,59
Colorado Case Counts by County,Jackson County,Cases,54
Colorado Case Counts by County,Jefferson County,Cases,41987
Colorado Case Counts by County,Kiowa County,Cases,93
Colorado Case Counts by County,Kit Carson County,Cases,596
Colorado Case Counts by County,La Plata County,Cases,3555
Colorado Case Counts by County,Lake County,Cases,717
Colorado Case Counts by County,Larimer County,Cases,23647
Colorado Case Counts by County,Las Animas County,Cases,1066
Colorado Case Counts by County,Lincoln County,Cases,1008
Colorado Case Counts by County,Logan County,Cases,3863
Colorado Case Counts by County,Mesa County,Cases,13851
Colorado Case Counts by County,Mineral County,Cases,86
Colorado Case Counts by County,Moffat County,Cases,718
Colorado Case Counts by County,Montezuma County,Cases,1841
Colorado Case Counts by County,Montrose County,Cases,3352
Colorado Case Counts by County,Morgan County,Cases,2560
Colorado Case Counts by County,Otero County,Cases,1904
Colorado Case Counts by County,Ouray County,Cases,277
Colorado Case Counts by County,Park County,Cases,637
Colorado Case Counts by County,Phillips County,Cases,353
Colorado Case Counts by County,Pitkin County,Cases,2538
Colorado Case Counts by County,Prowers County,Cases,1177
Colorado Case Counts by County,Pueblo County,Cases,16449
Colorado Case Counts by County,Rio Blanco County,Cases,541
Colorado Case Counts by County,Rio Grande County,Cases,767
Colorado Case Counts by County,Routt County,Cases,2139
Colorado Case Counts by County,Saguache County,Cases,342
Colorado Case Counts by County,San Juan County,Cases,46
Colorado Case Counts by County,San Miguel County,Cases,860
Colorado Case Counts by County,Sedgwick County,Cases,205
Colorado Case Counts by County,Summit County,Cases,3574
Colorado Case Counts by County,Teller County,Cases,1508
Colorado Case Counts by County,Washington County,Cases,438
Colorado Case Counts by County,Weld County,Cases,28538
Colorado Case Counts by County,Yuma County,Cases,848
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.28
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,11.62
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,22.01
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.15
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.13
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.01
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.5
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.24
COVID-19 in Colorado by Age Group,80+,Percent of Cases,3.03
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.03
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.18
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.76
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.99
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.57
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,5.93
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.59
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.07
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,52.88
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
