description,attribute,metric,value
State Data,Statewide,Cases,400851
State Data,Statewide,Hospitalizations,22176
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2427143
State Data,Statewide,Test Encounters,5551135
State Data,Statewide,Deaths Among Cases,5677
State Data,Statewide,Deaths Due to COVID-19,5431
State Data,Statewide,Outbreaks,3599
State Data,Statewide,Rate Per 100000,6954.42
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,46098
Colorado Case Counts by County,Alamosa County,Cases,1193
Colorado Case Counts by County,Arapahoe County,Cases,45545
Colorado Case Counts by County,Archuleta County,Cases,610
Colorado Case Counts by County,Baca County,Cases,269
Colorado Case Counts by County,Bent County,Cases,1328
Colorado Case Counts by County,Boulder County,Cases,17437
Colorado Case Counts by County,Broomfield County,Cases,3466
Colorado Case Counts by County,Chaffee County,Cases,1333
Colorado Case Counts by County,Cheyenne County,Cases,123
Colorado Case Counts by County,Clear Creek County,Cases,347
Colorado Case Counts by County,Conejos County,Cases,412
Colorado Case Counts by County,Costilla County,Cases,179
Colorado Case Counts by County,Crowley County,Cases,1818
Colorado Case Counts by County,Custer County,Cases,160
Colorado Case Counts by County,Delta County,Cases,2362
Colorado Case Counts by County,Denver County,Cases,56202
Colorado Case Counts by County,Dolores County,Cases,62
Colorado Case Counts by County,Douglas County,Cases,19314
Colorado Case Counts by County,Eagle County,Cases,4522
Colorado Case Counts by County,El Paso County,Cases,48227
Colorado Case Counts by County,Elbert County,Cases,1174
Colorado Case Counts by County,Fremont County,Cases,5195
Colorado Case Counts by County,Garfield County,Cases,4877
Colorado Case Counts by County,Gilpin County,Cases,151
Colorado Case Counts by County,Grand County,Cases,1038
Colorado Case Counts by County,Gunnison County,Cases,1075
Colorado Case Counts by County,Hinsdale County,Cases,16
Colorado Case Counts by County,Huerfano County,Cases,293
Colorado Case Counts by County,International,Cases,40
Colorado Case Counts by County,Jackson County,Cases,45
Colorado Case Counts by County,Jefferson County,Cases,34966
Colorado Case Counts by County,Kiowa County,Cases,89
Colorado Case Counts by County,Kit Carson County,Cases,508
Colorado Case Counts by County,La Plata County,Cases,2715
Colorado Case Counts by County,Lake County,Cases,579
Colorado Case Counts by County,Larimer County,Cases,18341
Colorado Case Counts by County,Las Animas County,Cases,925
Colorado Case Counts by County,Lincoln County,Cases,959
Colorado Case Counts by County,Logan County,Cases,3653
Colorado Case Counts by County,Mesa County,Cases,12401
Colorado Case Counts by County,Mineral County,Cases,61
Colorado Case Counts by County,Moffat County,Cases,629
Colorado Case Counts by County,Montezuma County,Cases,1650
Colorado Case Counts by County,Montrose County,Cases,3054
