description,attribute,metric,value
State Data,Statewide,Cases,552726
State Data,Statewide,Hospitalizations,31060
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3130419
State Data,Statewide,Test Encounters,8874793
State Data,Statewide,Deaths Among Cases,6713
State Data,Statewide,Deaths Due to COVID-19,6886
State Data,Statewide,Outbreaks,5474
State Data,Statewide,Rate Per 100000,9589.32
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,60520
Colorado Case Counts by County,Alamosa County,Cases,1710
Colorado Case Counts by County,Arapahoe County,Cases,62338
Colorado Case Counts by County,Archuleta County,Cases,1012
Colorado Case Counts by County,Baca County,Cases,321
Colorado Case Counts by County,Bent County,Cases,1544
Colorado Case Counts by County,Boulder County,Cases,23866
Colorado Case Counts by County,Broomfield County,Cases,4964
Colorado Case Counts by County,Chaffee County,Cases,1750
Colorado Case Counts by County,Cheyenne County,Cases,130
Colorado Case Counts by County,Clear Creek County,Cases,473
Colorado Case Counts by County,Conejos County,Cases,718
Colorado Case Counts by County,Costilla County,Cases,250
Colorado Case Counts by County,Crowley County,Cases,2210
Colorado Case Counts by County,Custer County,Cases,221
Colorado Case Counts by County,Delta County,Cases,2869
Colorado Case Counts by County,Denver County,Cases,73991
Colorado Case Counts by County,Dolores County,Cases,125
Colorado Case Counts by County,Douglas County,Cases,30162
Colorado Case Counts by County,Eagle County,Cases,6342
Colorado Case Counts by County,El Paso County,Cases,72486
Colorado Case Counts by County,Elbert County,Cases,1867
Colorado Case Counts by County,Fremont County,Cases,6511
Colorado Case Counts by County,Garfield County,Cases,6075
Colorado Case Counts by County,Gilpin County,Cases,279
Colorado Case Counts by County,Grand County,Cases,1502
Colorado Case Counts by County,Gunnison County,Cases,1375
Colorado Case Counts by County,Hinsdale County,Cases,19
Colorado Case Counts by County,Huerfano County,Cases,431
Colorado Case Counts by County,International,Cases,74
Colorado Case Counts by County,Jackson County,Cases,67
Colorado Case Counts by County,Jefferson County,Cases,48589
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,639
Colorado Case Counts by County,La Plata County,Cases,4084
Colorado Case Counts by County,Lake County,Cases,825
Colorado Case Counts by County,Larimer County,Cases,27434
Colorado Case Counts by County,Las Animas County,Cases,1163
Colorado Case Counts by County,Lincoln County,Cases,1033
Colorado Case Counts by County,Logan County,Cases,4040
Colorado Case Counts by County,Mesa County,Cases,16608
Colorado Case Counts by County,Mineral County,Cases,93
Colorado Case Counts by County,Moffat County,Cases,939
Colorado Case Counts by County,Montezuma County,Cases,2043
Colorado Case Counts by County,Montrose County,Cases,3680
Colorado Case Counts by County,Morgan County,Cases,2724
Colorado Case Counts by County,Otero County,Cases,2075
Colorado Case Counts by County,Ouray County,Cases,290
Colorado Case Counts by County,Park County,Cases,828
Colorado Case Counts by County,Phillips County,Cases,398
Colorado Case Counts by County,Pitkin County,Cases,2605
Colorado Case Counts by County,Prowers County,Cases,1273
Colorado Case Counts by County,Pueblo County,Cases,19425
Colorado Case Counts by County,Rio Blanco County,Cases,598
Colorado Case Counts by County,Rio Grande County,Cases,890
Colorado Case Counts by County,Routt County,Cases,2273
Colorado Case Counts by County,Saguache County,Cases,427
Colorado Case Counts by County,San Juan County,Cases,47
Colorado Case Counts by County,San Miguel County,Cases,917
Colorado Case Counts by County,Sedgwick County,Cases,236
Colorado Case Counts by County,Summit County,Cases,3745
Colorado Case Counts by County,Teller County,Cases,1900
Colorado Case Counts by County,Washington County,Cases,472
Colorado Case Counts by County,Weld County,Cases,33169
Colorado Case Counts by County,Yuma County,Cases,967
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.64
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.38
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.9
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.17
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.06
