description,attribute,metric,value
State Data,Statewide,Cases,630799
State Data,Statewide,Hospitalizations,36618
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3532738
State Data,Statewide,Test Encounters,10416366
State Data,Statewide,Deaths Among Cases,7242
State Data,Statewide,Deaths Due to COVID-19,7537
State Data,Statewide,Outbreaks,5875
State Data,Statewide,Rate Per 100000,10943.82
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,67701
Colorado Case Counts by County,Alamosa County,Cases,1968
Colorado Case Counts by County,Arapahoe County,Cases,70436
Colorado Case Counts by County,Archuleta County,Cases,1284
Colorado Case Counts by County,Baca County,Cases,360
Colorado Case Counts by County,Bent County,Cases,1573
Colorado Case Counts by County,Boulder County,Cases,27062
Colorado Case Counts by County,Broomfield County,Cases,5768
Colorado Case Counts by County,Chaffee County,Cases,1978
Colorado Case Counts by County,Cheyenne County,Cases,148
Colorado Case Counts by County,Clear Creek County,Cases,626
Colorado Case Counts by County,Conejos County,Cases,810
Colorado Case Counts by County,Costilla County,Cases,290
Colorado Case Counts by County,Crowley County,Cases,2239
Colorado Case Counts by County,Custer County,Cases,265
Colorado Case Counts by County,Delta County,Cases,3282
Colorado Case Counts by County,Denver County,Cases,82105
Colorado Case Counts by County,Dolores County,Cases,155
Colorado Case Counts by County,Douglas County,Cases,35008
Colorado Case Counts by County,Eagle County,Cases,7468
Colorado Case Counts by County,El Paso County,Cases,84847
Colorado Case Counts by County,Elbert County,Cases,2183
Colorado Case Counts by County,Fremont County,Cases,6964
Colorado Case Counts by County,Garfield County,Cases,6874
Colorado Case Counts by County,Gilpin County,Cases,338
Colorado Case Counts by County,Grand County,Cases,1740
Colorado Case Counts by County,Gunnison County,Cases,1612
Colorado Case Counts by County,Hinsdale County,Cases,49
Colorado Case Counts by County,Huerfano County,Cases,508
Colorado Case Counts by County,International,Cases,90
Colorado Case Counts by County,Jackson County,Cases,72
Colorado Case Counts by County,Jefferson County,Cases,54748
Colorado Case Counts by County,Kiowa County,Cases,111
Colorado Case Counts by County,Kit Carson County,Cases,781
Colorado Case Counts by County,La Plata County,Cases,4794
Colorado Case Counts by County,Lake County,Cases,929
Colorado Case Counts by County,Larimer County,Cases,32630
Colorado Case Counts by County,Las Animas County,Cases,1537
Colorado Case Counts by County,Lincoln County,Cases,1139
Colorado Case Counts by County,Logan County,Cases,4241
Colorado Case Counts by County,Mesa County,Cases,19915
Colorado Case Counts by County,Mineral County,Cases,102
Colorado Case Counts by County,Moffat County,Cases,1374
Colorado Case Counts by County,Montezuma County,Cases,2431
Colorado Case Counts by County,Montrose County,Cases,4369
Colorado Case Counts by County,Morgan County,Cases,2965
Colorado Case Counts by County,Otero County,Cases,2201
Colorado Case Counts by County,Ouray County,Cases,366
Colorado Case Counts by County,Park County,Cases,1068
Colorado Case Counts by County,Phillips County,Cases,434
Colorado Case Counts by County,Pitkin County,Cases,2868
Colorado Case Counts by County,Prowers County,Cases,1392
Colorado Case Counts by County,Pueblo County,Cases,21233
Colorado Case Counts by County,Rio Blanco County,Cases,765
Colorado Case Counts by County,Rio Grande County,Cases,1065
Colorado Case Counts by County,Routt County,Cases,2775
Colorado Case Counts by County,Saguache County,Cases,499
Colorado Case Counts by County,San Juan County,Cases,87
Colorado Case Counts by County,San Miguel County,Cases,1053
Colorado Case Counts by County,Sedgwick County,Cases,264
Colorado Case Counts by County,Summit County,Cases,4366
Colorado Case Counts by County,Teller County,Cases,2176
Colorado Case Counts by County,Washington County,Cases,491
Colorado Case Counts by County,Weld County,Cases,38802
Colorado Case Counts by County,Yuma County,Cases,1025
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,5.18
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.49
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.59
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.32
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,14.92
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.53
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.22
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.06
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.7
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.01
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.06
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.21
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.83
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.41
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,3.24
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.9
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,13.38
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.3
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,49.67
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
