description,attribute,metric,value
State Data,Statewide,Cases,431670
State Data,Statewide,Hospitalizations,23735
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2590863
State Data,Statewide,Test Encounters,6273669
State Data,Statewide,Deaths Among Cases,5970
State Data,Statewide,Deaths Due to COVID-19,5954
State Data,Statewide,Outbreaks,3949
State Data,Statewide,Rate Per 100000,7489.1
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,48730
Colorado Case Counts by County,Alamosa County,Cases,1294
Colorado Case Counts by County,Arapahoe County,Cases,48795
Colorado Case Counts by County,Archuleta County,Cases,662
Colorado Case Counts by County,Baca County,Cases,273
Colorado Case Counts by County,Bent County,Cases,1479
Colorado Case Counts by County,Boulder County,Cases,18975
Colorado Case Counts by County,Broomfield County,Cases,3789
Colorado Case Counts by County,Chaffee County,Cases,1463
Colorado Case Counts by County,Cheyenne County,Cases,125
Colorado Case Counts by County,Clear Creek County,Cases,364
Colorado Case Counts by County,Conejos County,Cases,444
Colorado Case Counts by County,Costilla County,Cases,190
Colorado Case Counts by County,Crowley County,Cases,2051
Colorado Case Counts by County,Custer County,Cases,164
Colorado Case Counts by County,Delta County,Cases,2476
Colorado Case Counts by County,Denver County,Cases,59959
Colorado Case Counts by County,Dolores County,Cases,69
Colorado Case Counts by County,Douglas County,Cases,21552
Colorado Case Counts by County,Eagle County,Cases,5148
Colorado Case Counts by County,El Paso County,Cases,52422
Colorado Case Counts by County,Elbert County,Cases,1289
Colorado Case Counts by County,Fremont County,Cases,5480
Colorado Case Counts by County,Garfield County,Cases,5120
Colorado Case Counts by County,Gilpin County,Cases,168
Colorado Case Counts by County,Grand County,Cases,1282
Colorado Case Counts by County,Gunnison County,Cases,1211
Colorado Case Counts by County,Hinsdale County,Cases,17
Colorado Case Counts by County,Huerfano County,Cases,312
Colorado Case Counts by County,International,Cases,49
Colorado Case Counts by County,Jackson County,Cases,51
Colorado Case Counts by County,Jefferson County,Cases,37452
Colorado Case Counts by County,Kiowa County,Cases,91
Colorado Case Counts by County,Kit Carson County,Cases,542
Colorado Case Counts by County,La Plata County,Cases,2987
Colorado Case Counts by County,Lake County,Cases,660
Colorado Case Counts by County,Larimer County,Cases,20300
Colorado Case Counts by County,Las Animas County,Cases,1002
Colorado Case Counts by County,Lincoln County,Cases,998
Colorado Case Counts by County,Logan County,Cases,3744
Colorado Case Counts by County,Mesa County,Cases,13392
Colorado Case Counts by County,Mineral County,Cases,61
Colorado Case Counts by County,Moffat County,Cases,678
Colorado Case Counts by County,Montezuma County,Cases,1731
Colorado Case Counts by County,Montrose County,Cases,3269
Colorado Case Counts by County,Morgan County,Cases,2435
Colorado Case Counts by County,Otero County,Cases,1863
Colorado Case Counts by County,Ouray County,Cases,258
Colorado Case Counts by County,Park County,Cases,554
Colorado Case Counts by County,Phillips County,Cases,337
Colorado Case Counts by County,Pitkin County,Cases,2034
