description,attribute,metric,value
State Data,Statewide,Cases,544157
State Data,Statewide,Hospitalizations,30361
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3074926
State Data,Statewide,Test Encounters,8615508
State Data,Statewide,Deaths Among Cases,6590
State Data,Statewide,Deaths Due to COVID-19,6746
State Data,Statewide,Outbreaks,5426
State Data,Statewide,Rate Per 100000,9440.65
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,59820
Colorado Case Counts by County,Alamosa County,Cases,1691
Colorado Case Counts by County,Arapahoe County,Cases,61562
Colorado Case Counts by County,Archuleta County,Cases,990
Colorado Case Counts by County,Baca County,Cases,317
Colorado Case Counts by County,Bent County,Cases,1542
Colorado Case Counts by County,Boulder County,Cases,23692
Colorado Case Counts by County,Broomfield County,Cases,4889
Colorado Case Counts by County,Chaffee County,Cases,1732
Colorado Case Counts by County,Cheyenne County,Cases,130
Colorado Case Counts by County,Clear Creek County,Cases,465
Colorado Case Counts by County,Conejos County,Cases,678
Colorado Case Counts by County,Costilla County,Cases,246
Colorado Case Counts by County,Crowley County,Cases,2206
Colorado Case Counts by County,Custer County,Cases,207
Colorado Case Counts by County,Delta County,Cases,2783
Colorado Case Counts by County,Denver County,Cases,73201
Colorado Case Counts by County,Dolores County,Cases,112
Colorado Case Counts by County,Douglas County,Cases,29595
Colorado Case Counts by County,Eagle County,Cases,6322
Colorado Case Counts by County,El Paso County,Cases,70650
Colorado Case Counts by County,Elbert County,Cases,1816
Colorado Case Counts by County,Fremont County,Cases,6452
Colorado Case Counts by County,Garfield County,Cases,5964
Colorado Case Counts by County,Gilpin County,Cases,270
Colorado Case Counts by County,Grand County,Cases,1485
Colorado Case Counts by County,Gunnison County,Cases,1351
Colorado Case Counts by County,Hinsdale County,Cases,20
Colorado Case Counts by County,Huerfano County,Cases,428
Colorado Case Counts by County,International,Cases,72
Colorado Case Counts by County,Jackson County,Cases,64
Colorado Case Counts by County,Jefferson County,Cases,48028
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,629
Colorado Case Counts by County,La Plata County,Cases,4035
Colorado Case Counts by County,Lake County,Cases,811
Colorado Case Counts by County,Larimer County,Cases,27034
Colorado Case Counts by County,Las Animas County,Cases,1148
Colorado Case Counts by County,Lincoln County,Cases,1031
Colorado Case Counts by County,Logan County,Cases,4018
Colorado Case Counts by County,Mesa County,Cases,15891
Colorado Case Counts by County,Mineral County,Cases,93
