description,attribute,metric,value
State Data,Statewide,Cases,445338
State Data,Statewide,Hospitalizations,24261
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2656831
State Data,Statewide,Test Encounters,6611085
State Data,Statewide,Deaths Among Cases,6049
State Data,Statewide,Deaths Due to COVID-19,6131
State Data,Statewide,Outbreaks,4131
State Data,Statewide,Rate Per 100000,7726.23
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,49978
Colorado Case Counts by County,Alamosa County,Cases,1336
Colorado Case Counts by County,Arapahoe County,Cases,50227
Colorado Case Counts by County,Archuleta County,Cases,710
Colorado Case Counts by County,Baca County,Cases,274
Colorado Case Counts by County,Bent County,Cases,1483
Colorado Case Counts by County,Boulder County,Cases,19641
Colorado Case Counts by County,Broomfield County,Cases,3986
Colorado Case Counts by County,Chaffee County,Cases,1481
Colorado Case Counts by County,Cheyenne County,Cases,125
Colorado Case Counts by County,Clear Creek County,Cases,378
Colorado Case Counts by County,Conejos County,Cases,460
Colorado Case Counts by County,Costilla County,Cases,195
Colorado Case Counts by County,Crowley County,Cases,2103
Colorado Case Counts by County,Custer County,Cases,165
Colorado Case Counts by County,Delta County,Cases,2500
Colorado Case Counts by County,Denver County,Cases,61899
Colorado Case Counts by County,Dolores County,Cases,67
Colorado Case Counts by County,Douglas County,Cases,22545
Colorado Case Counts by County,Eagle County,Cases,5431
Colorado Case Counts by County,El Paso County,Cases,54233
Colorado Case Counts by County,Elbert County,Cases,1340
Colorado Case Counts by County,Fremont County,Cases,5562
Colorado Case Counts by County,Garfield County,Cases,5240
Colorado Case Counts by County,Gilpin County,Cases,178
Colorado Case Counts by County,Grand County,Cases,1304
Colorado Case Counts by County,Gunnison County,Cases,1224
Colorado Case Counts by County,Hinsdale County,Cases,16
Colorado Case Counts by County,Huerfano County,Cases,324
Colorado Case Counts by County,International,Cases,53
Colorado Case Counts by County,Jackson County,Cases,52
Colorado Case Counts by County,Jefferson County,Cases,38837
Colorado Case Counts by County,Kiowa County,Cases,91
Colorado Case Counts by County,Kit Carson County,Cases,563
Colorado Case Counts by County,La Plata County,Cases,3187
Colorado Case Counts by County,Lake County,Cases,677
Colorado Case Counts by County,Larimer County,Cases,21096
Colorado Case Counts by County,Las Animas County,Cases,1021
Colorado Case Counts by County,Lincoln County,Cases,1001
Colorado Case Counts by County,Logan County,Cases,3778
Colorado Case Counts by County,Mesa County,Cases,13569
Colorado Case Counts by County,Mineral County,Cases,84
Colorado Case Counts by County,Moffat County,Cases,693
Colorado Case Counts by County,Montezuma County,Cases,1758
Colorado Case Counts by County,Montrose County,Cases,3293
Colorado Case Counts by County,Morgan County,Cases,2483
Colorado Case Counts by County,Otero County,Cases,1875
Colorado Case Counts by County,Ouray County,Cases,266
Colorado Case Counts by County,Park County,Cases,575
Colorado Case Counts by County,Phillips County,Cases,344
Colorado Case Counts by County,Pitkin County,Cases,2213
