description,attribute,metric,value
State Data,Statewide,Cases,577285
State Data,Statewide,Hospitalizations,32918
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3287765
State Data,Statewide,Test Encounters,9512097
State Data,Statewide,Deaths Among Cases,6956
State Data,Statewide,Deaths Due to COVID-19,7213
State Data,Statewide,Outbreaks,5594
State Data,Statewide,Rate Per 100000,10015.4
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,62633
Colorado Case Counts by County,Alamosa County,Cases,1801
Colorado Case Counts by County,Arapahoe County,Cases,64700
Colorado Case Counts by County,Archuleta County,Cases,1153
Colorado Case Counts by County,Baca County,Cases,331
Colorado Case Counts by County,Bent County,Cases,1550
Colorado Case Counts by County,Boulder County,Cases,24830
Colorado Case Counts by County,Broomfield County,Cases,5192
Colorado Case Counts by County,Chaffee County,Cases,1848
Colorado Case Counts by County,Cheyenne County,Cases,133
Colorado Case Counts by County,Clear Creek County,Cases,508
Colorado Case Counts by County,Conejos County,Cases,766
Colorado Case Counts by County,Costilla County,Cases,258
Colorado Case Counts by County,Crowley County,Cases,2218
Colorado Case Counts by County,Custer County,Cases,239
Colorado Case Counts by County,Delta County,Cases,3130
Colorado Case Counts by County,Denver County,Cases,76393
Colorado Case Counts by County,Dolores County,Cases,132
Colorado Case Counts by County,Douglas County,Cases,31537
Colorado Case Counts by County,Eagle County,Cases,6551
Colorado Case Counts by County,El Paso County,Cases,76581
Colorado Case Counts by County,Elbert County,Cases,1954
Colorado Case Counts by County,Fremont County,Cases,6661
Colorado Case Counts by County,Garfield County,Cases,6490
Colorado Case Counts by County,Gilpin County,Cases,292
Colorado Case Counts by County,Grand County,Cases,1540
Colorado Case Counts by County,Gunnison County,Cases,1433
Colorado Case Counts by County,Hinsdale County,Cases,34
Colorado Case Counts by County,Huerfano County,Cases,456
Colorado Case Counts by County,International,Cases,82
Colorado Case Counts by County,Jackson County,Cases,68
Colorado Case Counts by County,Jefferson County,Cases,50381
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,666
Colorado Case Counts by County,La Plata County,Cases,4319
Colorado Case Counts by County,Lake County,Cases,845
Colorado Case Counts by County,Larimer County,Cases,28920
Colorado Case Counts by County,Las Animas County,Cases,1271
Colorado Case Counts by County,Lincoln County,Cases,1048
Colorado Case Counts by County,Logan County,Cases,4075
Colorado Case Counts by County,Mesa County,Cases,18330
Colorado Case Counts by County,Mineral County,Cases,100
Colorado Case Counts by County,Moffat County,Cases,1221
Colorado Case Counts by County,Montezuma County,Cases,2176
Colorado Case Counts by County,Montrose County,Cases,4041
Colorado Case Counts by County,Morgan County,Cases,2783
Colorado Case Counts by County,Otero County,Cases,2105
Colorado Case Counts by County,Ouray County,Cases,316
Colorado Case Counts by County,Park County,Cases,886
Colorado Case Counts by County,Phillips County,Cases,404
Colorado Case Counts by County,Pitkin County,Cases,2694
Colorado Case Counts by County,Prowers County,Cases,1297
Colorado Case Counts by County,Pueblo County,Cases,19977
Colorado Case Counts by County,Rio Blanco County,Cases,699
Colorado Case Counts by County,Rio Grande County,Cases,956
Colorado Case Counts by County,Routt County,Cases,2439
Colorado Case Counts by County,Saguache County,Cases,477
Colorado Case Counts by County,San Juan County,Cases,47
Colorado Case Counts by County,San Miguel County,Cases,952
Colorado Case Counts by County,Sedgwick County,Cases,236
Colorado Case Counts by County,Summit County,Cases,3981
Colorado Case Counts by County,Teller County,Cases,1997
Colorado Case Counts by County,Washington County,Cases,477
Colorado Case Counts by County,Weld County,Cases,34598
Colorado Case Counts by County,Yuma County,Cases,982
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.76
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.37
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.86
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.24
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.02
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.71
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.22
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.03
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.78
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.04
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.24
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.86
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.28
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,3.03
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.67
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,13.25
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.15
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,50.46
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.57
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.55
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,3.07
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,26.39
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.69
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.28
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,45.53
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.81
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,20.12
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.59
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,1.87
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,3.41
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,20.43
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,3.44
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.13
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,64.76
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.79
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,4.59
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
