description,attribute,metric,value
State Data,Statewide,Cases,640380
State Data,Statewide,Hospitalizations,36931
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3581765
State Data,Statewide,Test Encounters,10597411
State Data,Statewide,Deaths Among Cases,7302
State Data,Statewide,Deaths Due to COVID-19,7599
State Data,Statewide,Outbreaks,5924
State Data,Statewide,Rate Per 100000,11110.04
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,68469
Colorado Case Counts by County,Alamosa County,Cases,1999
Colorado Case Counts by County,Arapahoe County,Cases,71341
Colorado Case Counts by County,Archuleta County,Cases,1299
Colorado Case Counts by County,Baca County,Cases,369
Colorado Case Counts by County,Bent County,Cases,1578
Colorado Case Counts by County,Boulder County,Cases,27430
Colorado Case Counts by County,Broomfield County,Cases,5855
Colorado Case Counts by County,Chaffee County,Cases,2007
Colorado Case Counts by County,Cheyenne County,Cases,148
Colorado Case Counts by County,Clear Creek County,Cases,645
Colorado Case Counts by County,Conejos County,Cases,815
Colorado Case Counts by County,Costilla County,Cases,294
Colorado Case Counts by County,Crowley County,Cases,2241
Colorado Case Counts by County,Custer County,Cases,273
Colorado Case Counts by County,Delta County,Cases,3330
Colorado Case Counts by County,Denver County,Cases,82961
Colorado Case Counts by County,Dolores County,Cases,156
Colorado Case Counts by County,Douglas County,Cases,35595
Colorado Case Counts by County,Eagle County,Cases,7621
Colorado Case Counts by County,El Paso County,Cases,86531
Colorado Case Counts by County,Elbert County,Cases,2241
Colorado Case Counts by County,Fremont County,Cases,7052
Colorado Case Counts by County,Garfield County,Cases,6973
Colorado Case Counts by County,Gilpin County,Cases,352
Colorado Case Counts by County,Grand County,Cases,1773
Colorado Case Counts by County,Gunnison County,Cases,1651
Colorado Case Counts by County,Hinsdale County,Cases,51
Colorado Case Counts by County,Huerfano County,Cases,525
Colorado Case Counts by County,International,Cases,91
Colorado Case Counts by County,Jackson County,Cases,74
Colorado Case Counts by County,Jefferson County,Cases,55529
Colorado Case Counts by County,Kiowa County,Cases,112
Colorado Case Counts by County,Kit Carson County,Cases,802
Colorado Case Counts by County,La Plata County,Cases,4863
Colorado Case Counts by County,Lake County,Cases,936
Colorado Case Counts by County,Larimer County,Cases,33250
Colorado Case Counts by County,Las Animas County,Cases,1558
Colorado Case Counts by County,Lincoln County,Cases,1156
Colorado Case Counts by County,Logan County,Cases,4290
Colorado Case Counts by County,Mesa County,Cases,20261
Colorado Case Counts by County,Mineral County,Cases,104
Colorado Case Counts by County,Moffat County,Cases,1448
Colorado Case Counts by County,Montezuma County,Cases,2454
Colorado Case Counts by County,Montrose County,Cases,4431
Colorado Case Counts by County,Morgan County,Cases,3020
Colorado Case Counts by County,Otero County,Cases,2243
Colorado Case Counts by County,Ouray County,Cases,366
Colorado Case Counts by County,Park County,Cases,1089
Colorado Case Counts by County,Phillips County,Cases,441
Colorado Case Counts by County,Pitkin County,Cases,2907
Colorado Case Counts by County,Prowers County,Cases,1408
Colorado Case Counts by County,Pueblo County,Cases,21568
Colorado Case Counts by County,Rio Blanco County,Cases,790
Colorado Case Counts by County,Rio Grande County,Cases,1092
Colorado Case Counts by County,Routt County,Cases,2889
Colorado Case Counts by County,Saguache County,Cases,519
Colorado Case Counts by County,San Juan County,Cases,86
Colorado Case Counts by County,San Miguel County,Cases,1068
Colorado Case Counts by County,Sedgwick County,Cases,266
Colorado Case Counts by County,Summit County,Cases,4409
Colorado Case Counts by County,Teller County,Cases,2216
Colorado Case Counts by County,Washington County,Cases,504
Colorado Case Counts by County,Weld County,Cases,39531
Colorado Case Counts by County,Yuma County,Cases,1034
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,5.25
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.55
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.49
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.33
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,14.93
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.5
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.21
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.05
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.69
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.01
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.05
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.21
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.82
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.38
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,3.23
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.94
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,13.46
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.29
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,49.6
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
