description,attribute,metric,value
State Data,Statewide,Cases,545002
State Data,Statewide,Hospitalizations,30454
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3079112
State Data,Statewide,Test Encounters,8642932
State Data,Statewide,Deaths Among Cases,6603
State Data,Statewide,Deaths Due to COVID-19,6753
State Data,Statewide,Outbreaks,5429
State Data,Statewide,Rate Per 100000,9455.31
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,59877
Colorado Case Counts by County,Alamosa County,Cases,1695
Colorado Case Counts by County,Arapahoe County,Cases,61644
Colorado Case Counts by County,Archuleta County,Cases,991
Colorado Case Counts by County,Baca County,Cases,317
Colorado Case Counts by County,Bent County,Cases,1544
Colorado Case Counts by County,Boulder County,Cases,23710
Colorado Case Counts by County,Broomfield County,Cases,4895
Colorado Case Counts by County,Chaffee County,Cases,1734
Colorado Case Counts by County,Cheyenne County,Cases,130
Colorado Case Counts by County,Clear Creek County,Cases,465
Colorado Case Counts by County,Conejos County,Cases,679
Colorado Case Counts by County,Costilla County,Cases,247
Colorado Case Counts by County,Crowley County,Cases,2208
Colorado Case Counts by County,Custer County,Cases,209
Colorado Case Counts by County,Delta County,Cases,2785
Colorado Case Counts by County,Denver County,Cases,73257
Colorado Case Counts by County,Dolores County,Cases,112
Colorado Case Counts by County,Douglas County,Cases,29645
Colorado Case Counts by County,Eagle County,Cases,6321
Colorado Case Counts by County,El Paso County,Cases,70859
Colorado Case Counts by County,Elbert County,Cases,1820
Colorado Case Counts by County,Fremont County,Cases,6457
Colorado Case Counts by County,Garfield County,Cases,5975
Colorado Case Counts by County,Gilpin County,Cases,271
Colorado Case Counts by County,Grand County,Cases,1487
Colorado Case Counts by County,Gunnison County,Cases,1353
Colorado Case Counts by County,Hinsdale County,Cases,20
Colorado Case Counts by County,Huerfano County,Cases,430
Colorado Case Counts by County,International,Cases,73
Colorado Case Counts by County,Jackson County,Cases,64
Colorado Case Counts by County,Jefferson County,Cases,48071
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,632
Colorado Case Counts by County,La Plata County,Cases,4044
Colorado Case Counts by County,Lake County,Cases,816
Colorado Case Counts by County,Larimer County,Cases,27065
Colorado Case Counts by County,Las Animas County,Cases,1150
Colorado Case Counts by County,Lincoln County,Cases,1031
Colorado Case Counts by County,Logan County,Cases,4018
Colorado Case Counts by County,Mesa County,Cases,15961
Colorado Case Counts by County,Mineral County,Cases,93
Colorado Case Counts by County,Moffat County,Cases,863
Colorado Case Counts by County,Montezuma County,Cases,2002
Colorado Case Counts by County,Montrose County,Cases,3601
Colorado Case Counts by County,Morgan County,Cases,2711
Colorado Case Counts by County,Otero County,Cases,2061
Colorado Case Counts by County,Ouray County,Cases,288
Colorado Case Counts by County,Park County,Cases,815
Colorado Case Counts by County,Phillips County,Cases,394
Colorado Case Counts by County,Pitkin County,Cases,2602
Colorado Case Counts by County,Prowers County,Cases,1266
Colorado Case Counts by County,Pueblo County,Cases,19156
Colorado Case Counts by County,Rio Blanco County,Cases,586
Colorado Case Counts by County,Rio Grande County,Cases,864
Colorado Case Counts by County,Routt County,Cases,2255
Colorado Case Counts by County,Saguache County,Cases,402
Colorado Case Counts by County,San Juan County,Cases,50
Colorado Case Counts by County,San Miguel County,Cases,898
Colorado Case Counts by County,Sedgwick County,Cases,235
Colorado Case Counts by County,Summit County,Cases,3736
Colorado Case Counts by County,Teller County,Cases,1839
Colorado Case Counts by County,Washington County,Cases,467
Colorado Case Counts by County,Weld County,Cases,32710
Colorado Case Counts by County,Yuma County,Cases,951
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.62
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.37
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.92
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.16
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.06
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.77
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.23
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.03
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.81
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.03
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.2
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.82
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.26
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.91
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.51
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.95
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.19
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,51.14
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.47
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,2.96
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,26.3
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.28
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,43.67
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.77
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,22.33
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.61
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,1.88
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,3.44
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,20.43
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,3.35
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.14
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,64.39
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.61
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,5.16
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Colorado Population,67.76
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Colorado Population,0.19
COVID-19 in Colorado by Race & Ethnicity,Note,Percent of cases and deaths by race and ethnicity compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Race & Ethnicity,Note,"Population Data: U.S. Census Bureau, 2018 American Community Survey 1-Year Estimates",NA
COVID-19 in Colorado by Sex,Female,Percent of Cases,49.74
COVID-19 in Colorado by Sex,Female to Male,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Male,Percent of Cases,49.04
COVID-19 in Colorado by Sex,Male to Female,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Unknown,Percent of Cases,1.2
COVID-19 in Colorado by Sex,Female,Percent of Deaths,45.57
COVID-19 in Colorado by Sex,Male,Percent of Deaths,54.35
COVID-19 in Colorado by Sex,Male to Female,Percent of Deaths,0.03
COVID-19 in Colorado by Sex,Unknown,Percent of Deaths,0.05
Case Status for Cases & Deaths,Confirmed,Number of Cases,508154
Case Status for Cases & Deaths,Confirmed,Percent of Cases,0.93
Case Status for Cases & Deaths,Confirmed,Number of Deaths,5826
Case Status for Cases & Deaths,Confirmed,Percent of Deaths,0.88
Case Status for Cases & Deaths,Probable,Number of Cases,36848
Case Status for Cases & Deaths,Probable,Percent of Cases,0.07
Case Status for Cases & Deaths,Probable,Number of Deaths,777
Case Status for Cases & Deaths,Probable,Percent of Deaths,0.12
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-03,Three-Day Moving Average Of Cases,0.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-04,Three-Day Moving Average Of Cases,0
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-05,Three-Day Moving Average Of Cases,2.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-06,Three-Day Moving Average Of Cases,2.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-07,Three-Day Moving Average Of Cases,3.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-08,Three-Day Moving Average Of Cases,1.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-09,Three-Day Moving Average Of Cases,3
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-10,Three-Day Moving Average Of Cases,4.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-11,Three-Day Moving Average Of Cases,10.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-12,Three-Day Moving Average Of Cases,12.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-13,Three-Day Moving Average Of Cases,19.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-14,Three-Day Moving Average Of Cases,22.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-15,Three-Day Moving Average Of Cases,30.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-16,Three-Day Moving Average Of Cases,32.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-17,Three-Day Moving Average Of Cases,33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-18,Three-Day Moving Average Of Cases,44.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-19,Three-Day Moving Average Of Cases,60.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-20,Three-Day Moving Average Of Cases,91.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-21,Three-Day Moving Average Of Cases,107.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-22,Three-Day Moving Average Of Cases,121.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-23,Three-Day Moving Average Of Cases,146
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-24,Three-Day Moving Average Of Cases,165
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-25,Three-Day Moving Average Of Cases,227.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-26,Three-Day Moving Average Of Cases,260.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-27,Three-Day Moving Average Of Cases,312
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-28,Three-Day Moving Average Of Cases,289.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-29,Three-Day Moving Average Of Cases,301.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-30,Three-Day Moving Average Of Cases,301.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-31,Three-Day Moving Average Of Cases,348.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-01,Three-Day Moving Average Of Cases,370.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-02,Three-Day Moving Average Of Cases,410.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-03,Three-Day Moving Average Of Cases,412.33
