description,attribute,metric,value
State Data,Statewide,Cases,603266
State Data,Statewide,Hospitalizations,35096
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3404545
State Data,Statewide,Test Encounters,9954653
State Data,Statewide,Deaths Among Cases,7078
State Data,Statewide,Deaths Due to COVID-19,7347
State Data,Statewide,Outbreaks,5701
State Data,Statewide,Rate Per 100000,10466.14
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,65152
Colorado Case Counts by County,Alamosa County,Cases,1870
Colorado Case Counts by County,Arapahoe County,Cases,67533
Colorado Case Counts by County,Archuleta County,Cases,1230
Colorado Case Counts by County,Baca County,Cases,352
Colorado Case Counts by County,Bent County,Cases,1554
Colorado Case Counts by County,Boulder County,Cases,25924
Colorado Case Counts by County,Broomfield County,Cases,5509
Colorado Case Counts by County,Chaffee County,Cases,1913
Colorado Case Counts by County,Cheyenne County,Cases,145
Colorado Case Counts by County,Clear Creek County,Cases,546
Colorado Case Counts by County,Conejos County,Cases,780
Colorado Case Counts by County,Costilla County,Cases,266
Colorado Case Counts by County,Crowley County,Cases,2224
Colorado Case Counts by County,Custer County,Cases,251
Colorado Case Counts by County,Delta County,Cases,3217
Colorado Case Counts by County,Denver County,Cases,79469
Colorado Case Counts by County,Dolores County,Cases,141
Colorado Case Counts by County,Douglas County,Cases,33214
Colorado Case Counts by County,Eagle County,Cases,6991
Colorado Case Counts by County,El Paso County,Cases,80513
Colorado Case Counts by County,Elbert County,Cases,2031
Colorado Case Counts by County,Fremont County,Cases,6792
Colorado Case Counts by County,Garfield County,Cases,6666
Colorado Case Counts by County,Gilpin County,Cases,315
Colorado Case Counts by County,Grand County,Cases,1617
Colorado Case Counts by County,Gunnison County,Cases,1506
Colorado Case Counts by County,Hinsdale County,Cases,40
Colorado Case Counts by County,Huerfano County,Cases,480
Colorado Case Counts by County,International,Cases,87
Colorado Case Counts by County,Jackson County,Cases,69
Colorado Case Counts by County,Jefferson County,Cases,52599
Colorado Case Counts by County,Kiowa County,Cases,103
Colorado Case Counts by County,Kit Carson County,Cases,711
Colorado Case Counts by County,La Plata County,Cases,4623
Colorado Case Counts by County,Lake County,Cases,889
Colorado Case Counts by County,Larimer County,Cases,30714
Colorado Case Counts by County,Las Animas County,Cases,1399
Colorado Case Counts by County,Lincoln County,Cases,1078
Colorado Case Counts by County,Logan County,Cases,4141
Colorado Case Counts by County,Mesa County,Cases,18963
Colorado Case Counts by County,Mineral County,Cases,100
Colorado Case Counts by County,Moffat County,Cases,1261
Colorado Case Counts by County,Montezuma County,Cases,2302
Colorado Case Counts by County,Montrose County,Cases,4215
Colorado Case Counts by County,Morgan County,Cases,2849
Colorado Case Counts by County,Otero County,Cases,2128
Colorado Case Counts by County,Ouray County,Cases,342
Colorado Case Counts by County,Park County,Cases,967
Colorado Case Counts by County,Phillips County,Cases,414
Colorado Case Counts by County,Pitkin County,Cases,2773
Colorado Case Counts by County,Prowers County,Cases,1338
Colorado Case Counts by County,Pueblo County,Cases,20555
Colorado Case Counts by County,Rio Blanco County,Cases,726
Colorado Case Counts by County,Rio Grande County,Cases,1003
Colorado Case Counts by County,Routt County,Cases,2598
Colorado Case Counts by County,Saguache County,Cases,489
Colorado Case Counts by County,San Juan County,Cases,85
Colorado Case Counts by County,San Miguel County,Cases,991
Colorado Case Counts by County,Sedgwick County,Cases,256
Colorado Case Counts by County,Summit County,Cases,4229
Colorado Case Counts by County,Teller County,Cases,2057
Colorado Case Counts by County,Washington County,Cases,483
Colorado Case Counts by County,Weld County,Cases,36490
Colorado Case Counts by County,Yuma County,Cases,998
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.93
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.33
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.81
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.31
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,14.97
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.63
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.23
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.05
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.74
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.01
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.06
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.18
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.85
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.3
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,3.14
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.81
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,13.28
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.31
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,50.07
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
