description,attribute,metric,value
State Data,Statewide,Cases,555971
State Data,Statewide,Hospitalizations,31491
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3155712
State Data,Statewide,Test Encounters,8981422
State Data,Statewide,Deaths Among Cases,6766
State Data,Statewide,Deaths Due to COVID-19,6971
State Data,Statewide,Outbreaks,5492
State Data,Statewide,Rate Per 100000,9645.62
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,60768
Colorado Case Counts by County,Alamosa County,Cases,1721
Colorado Case Counts by County,Arapahoe County,Cases,62625
Colorado Case Counts by County,Archuleta County,Cases,1024
Colorado Case Counts by County,Baca County,Cases,322
Colorado Case Counts by County,Bent County,Cases,1547
Colorado Case Counts by County,Boulder County,Cases,23940
Colorado Case Counts by County,Broomfield County,Cases,4987
Colorado Case Counts by County,Chaffee County,Cases,1764
Colorado Case Counts by County,Cheyenne County,Cases,130
Colorado Case Counts by County,Clear Creek County,Cases,476
Colorado Case Counts by County,Conejos County,Cases,736
Colorado Case Counts by County,Costilla County,Cases,250
Colorado Case Counts by County,Crowley County,Cases,2212
Colorado Case Counts by County,Custer County,Cases,225
Colorado Case Counts by County,Delta County,Cases,2921
Colorado Case Counts by County,Denver County,Cases,74219
Colorado Case Counts by County,Dolores County,Cases,128
Colorado Case Counts by County,Douglas County,Cases,30418
Colorado Case Counts by County,Eagle County,Cases,6345
Colorado Case Counts by County,El Paso County,Cases,73042
Colorado Case Counts by County,Elbert County,Cases,1883
Colorado Case Counts by County,Fremont County,Cases,6534
Colorado Case Counts by County,Garfield County,Cases,6142
Colorado Case Counts by County,Gilpin County,Cases,282
Colorado Case Counts by County,Grand County,Cases,1504
Colorado Case Counts by County,Gunnison County,Cases,1385
Colorado Case Counts by County,Hinsdale County,Cases,19
Colorado Case Counts by County,Huerfano County,Cases,433
Colorado Case Counts by County,International,Cases,75
Colorado Case Counts by County,Jackson County,Cases,67
Colorado Case Counts by County,Jefferson County,Cases,48779
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,644
Colorado Case Counts by County,La Plata County,Cases,4123
Colorado Case Counts by County,Lake County,Cases,834
Colorado Case Counts by County,Larimer County,Cases,27618
Colorado Case Counts by County,Las Animas County,Cases,1167
Colorado Case Counts by County,Lincoln County,Cases,1033
Colorado Case Counts by County,Logan County,Cases,4053
Colorado Case Counts by County,Mesa County,Cases,16951
Colorado Case Counts by County,Mineral County,Cases,93
Colorado Case Counts by County,Moffat County,Cases,990
Colorado Case Counts by County,Montezuma County,Cases,2082
Colorado Case Counts by County,Montrose County,Cases,3713
Colorado Case Counts by County,Morgan County,Cases,2739
Colorado Case Counts by County,Otero County,Cases,2084
Colorado Case Counts by County,Ouray County,Cases,291
Colorado Case Counts by County,Park County,Cases,829
Colorado Case Counts by County,Phillips County,Cases,398
Colorado Case Counts by County,Pitkin County,Cases,2609
Colorado Case Counts by County,Prowers County,Cases,1277
Colorado Case Counts by County,Pueblo County,Cases,19559
Colorado Case Counts by County,Rio Blanco County,Cases,611
Colorado Case Counts by County,Rio Grande County,Cases,898
Colorado Case Counts by County,Routt County,Cases,2279
Colorado Case Counts by County,Saguache County,Cases,441
Colorado Case Counts by County,San Juan County,Cases,47
Colorado Case Counts by County,San Miguel County,Cases,920
Colorado Case Counts by County,Sedgwick County,Cases,236
Colorado Case Counts by County,Summit County,Cases,3757
Colorado Case Counts by County,Teller County,Cases,1918
Colorado Case Counts by County,Washington County,Cases,474
Colorado Case Counts by County,Weld County,Cases,33336
Colorado Case Counts by County,Yuma County,Cases,969
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.65
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.38
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.89
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.18
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.04
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.76
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.23
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.03
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.8
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.03
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.21
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.89
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.27
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.99
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.59
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,13.09
