description,attribute,metric,value
State Data,Statewide,Cases,470254
State Data,Statewide,Hospitalizations,25917
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2759996
State Data,Statewide,Test Encounters,7126315
State Data,Statewide,Deaths Among Cases,6132
State Data,Statewide,Deaths Due to COVID-19,6266
State Data,Statewide,Outbreaks,4350
State Data,Statewide,Rate Per 100000,8158.5
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,52098
Colorado Case Counts by County,Alamosa County,Cases,1355
Colorado Case Counts by County,Arapahoe County,Cases,52789
Colorado Case Counts by County,Archuleta County,Cases,770
Colorado Case Counts by County,Baca County,Cases,278
Colorado Case Counts by County,Bent County,Cases,1485
Colorado Case Counts by County,Boulder County,Cases,21071
Colorado Case Counts by County,Broomfield County,Cases,4275
Colorado Case Counts by County,Chaffee County,Cases,1516
Colorado Case Counts by County,Cheyenne County,Cases,126
Colorado Case Counts by County,Clear Creek County,Cases,410
Colorado Case Counts by County,Conejos County,Cases,464
Colorado Case Counts by County,Costilla County,Cases,204
Colorado Case Counts by County,Crowley County,Cases,2145
Colorado Case Counts by County,Custer County,Cases,176
Colorado Case Counts by County,Delta County,Cases,2570
Colorado Case Counts by County,Denver County,Cases,65395
Colorado Case Counts by County,Dolores County,Cases,67
Colorado Case Counts by County,Douglas County,Cases,24467
Colorado Case Counts by County,Eagle County,Cases,5842
Colorado Case Counts by County,El Paso County,Cases,57917
Colorado Case Counts by County,Elbert County,Cases,1455
Colorado Case Counts by County,Fremont County,Cases,5679
Colorado Case Counts by County,Garfield County,Cases,5497
Colorado Case Counts by County,Gilpin County,Cases,196
Colorado Case Counts by County,Grand County,Cases,1351
Colorado Case Counts by County,Gunnison County,Cases,1262
Colorado Case Counts by County,Hinsdale County,Cases,17
Colorado Case Counts by County,Huerfano County,Cases,338
Colorado Case Counts by County,International,Cases,59
Colorado Case Counts by County,Jackson County,Cases,53
Colorado Case Counts by County,Jefferson County,Cases,41129
Colorado Case Counts by County,Kiowa County,Cases,92
Colorado Case Counts by County,Kit Carson County,Cases,589
Colorado Case Counts by County,La Plata County,Cases,3430
Colorado Case Counts by County,Lake County,Cases,705
Colorado Case Counts by County,Larimer County,Cases,22892
Colorado Case Counts by County,Las Animas County,Cases,1048
Colorado Case Counts by County,Lincoln County,Cases,1008
Colorado Case Counts by County,Logan County,Cases,3851
Colorado Case Counts by County,Mesa County,Cases,13772
Colorado Case Counts by County,Mineral County,Cases,86
Colorado Case Counts by County,Moffat County,Cases,709
Colorado Case Counts by County,Montezuma County,Cases,1813
Colorado Case Counts by County,Montrose County,Cases,3335
Colorado Case Counts by County,Morgan County,Cases,2545
Colorado Case Counts by County,Otero County,Cases,1891
Colorado Case Counts by County,Ouray County,Cases,276
Colorado Case Counts by County,Park County,Cases,616
Colorado Case Counts by County,Phillips County,Cases,352
Colorado Case Counts by County,Pitkin County,Cases,2493
Colorado Case Counts by County,Prowers County,Cases,1171
Colorado Case Counts by County,Pueblo County,Cases,16093
Colorado Case Counts by County,Rio Blanco County,Cases,535
Colorado Case Counts by County,Rio Grande County,Cases,760
Colorado Case Counts by County,Routt County,Cases,2101
