description,attribute,metric,value
State Data,Statewide,Cases,962777
State Data,Statewide,Hospitalizations,51047
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,4370995
State Data,Statewide,Test Encounters,14373397
State Data,Statewide,Deaths Among Cases,10335
State Data,Statewide,Deaths Due to COVID-19,10582
State Data,Statewide,Outbreaks,7251
State Data,Statewide,Rate Per 100000,16703.35
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,97191
Colorado Case Counts by County,Alamosa County,Cases,3147
Colorado Case Counts by County,Arapahoe County,Cases,107121
Colorado Case Counts by County,Archuleta County,Cases,2102
Colorado Case Counts by County,Baca County,Cases,593
Colorado Case Counts by County,Bent County,Cases,1961
Colorado Case Counts by County,Boulder County,Cases,41282
Colorado Case Counts by County,Broomfield County,Cases,9129
Colorado Case Counts by County,Chaffee County,Cases,3003
Colorado Case Counts by County,Cheyenne County,Cases,252
Colorado Case Counts by County,Clear Creek County,Cases,1046
Colorado Case Counts by County,Conejos County,Cases,1209
Colorado Case Counts by County,Costilla County,Cases,450
Colorado Case Counts by County,Crowley County,Cases,2521
Colorado Case Counts by County,Custer County,Cases,503
Colorado Case Counts by County,Delta County,Cases,4813
Colorado Case Counts by County,Denver County,Cases,122831
Colorado Case Counts by County,Dolores County,Cases,291
Colorado Case Counts by County,Douglas County,Cases,53882
Colorado Case Counts by County,Eagle County,Cases,12377
Colorado Case Counts by County,El Paso County,Cases,129236
Colorado Case Counts by County,Elbert County,Cases,3439
Colorado Case Counts by County,Fremont County,Cases,10755
Colorado Case Counts by County,Garfield County,Cases,10280
Colorado Case Counts by County,Gilpin County,Cases,637
Colorado Case Counts by County,Grand County,Cases,2649
Colorado Case Counts by County,Gunnison County,Cases,2245
Colorado Case Counts by County,Hinsdale County,Cases,71
Colorado Case Counts by County,Huerfano County,Cases,950
Colorado Case Counts by County,International,Cases,117
Colorado Case Counts by County,Jackson County,Cases,130
Colorado Case Counts by County,Jefferson County,Cases,86006
Colorado Case Counts by County,Kiowa County,Cases,281
Colorado Case Counts by County,Kit Carson County,Cases,1294
Colorado Case Counts by County,La Plata County,Cases,8008
Colorado Case Counts by County,Lake County,Cases,1314
Colorado Case Counts by County,Larimer County,Cases,51899
Colorado Case Counts by County,Las Animas County,Cases,2417
Colorado Case Counts by County,Lincoln County,Cases,1456
Colorado Case Counts by County,Logan County,Cases,5422
Colorado Case Counts by County,Mesa County,Cases,30929
Colorado Case Counts by County,Mineral County,Cases,155
Colorado Case Counts by County,Moffat County,Cases,2316
Colorado Case Counts by County,Montezuma County,Cases,4267
Colorado Case Counts by County,Montrose County,Cases,7133
Colorado Case Counts by County,Morgan County,Cases,4318
Colorado Case Counts by County,Otero County,Cases,3396
Colorado Case Counts by County,Ouray County,Cases,648
Colorado Case Counts by County,Park County,Cases,2045
Colorado Case Counts by County,Phillips County,Cases,625
Colorado Case Counts by County,Pitkin County,Cases,4567
Colorado Case Counts by County,Prowers County,Cases,2051
Colorado Case Counts by County,Pueblo County,Cases,32354
Colorado Case Counts by County,Rio Blanco County,Cases,1303
Colorado Case Counts by County,Rio Grande County,Cases,2010
Colorado Case Counts by County,Routt County,Cases,4589
Colorado Case Counts by County,Saguache County,Cases,857
Colorado Case Counts by County,San Juan County,Cases,128
Colorado Case Counts by County,San Miguel County,Cases,1693
Colorado Case Counts by County,Sedgwick County,Cases,369
Colorado Case Counts by County,Summit County,Cases,7520
Colorado Case Counts by County,Teller County,Cases,3623
Colorado Case Counts by County,Washington County,Cases,782
