description,attribute,metric,value
State Data,Statewide,Cases,525474
State Data,Statewide,Hospitalizations,28827
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2966400
State Data,Statewide,Test Encounters,8088922
State Data,Statewide,Deaths Among Cases,6371
State Data,Statewide,Deaths Due to COVID-19,6537
State Data,Statewide,Outbreaks,5160
State Data,Statewide,Rate Per 100000,9116.52
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,57906
Colorado Case Counts by County,Alamosa County,Cases,1530
Colorado Case Counts by County,Arapahoe County,Cases,59358
Colorado Case Counts by County,Archuleta County,Cases,946
Colorado Case Counts by County,Baca County,Cases,299
Colorado Case Counts by County,Bent County,Cases,1531
Colorado Case Counts by County,Boulder County,Cases,23275
Colorado Case Counts by County,Broomfield County,Cases,4783
Colorado Case Counts by County,Chaffee County,Cases,1659
Colorado Case Counts by County,Cheyenne County,Cases,128
Colorado Case Counts by County,Clear Creek County,Cases,446
Colorado Case Counts by County,Conejos County,Cases,568
Colorado Case Counts by County,Costilla County,Cases,215
Colorado Case Counts by County,Crowley County,Cases,2189
Colorado Case Counts by County,Custer County,Cases,198
Colorado Case Counts by County,Delta County,Cases,2703
Colorado Case Counts by County,Denver County,Cases,71793
Colorado Case Counts by County,Dolores County,Cases,85
Colorado Case Counts by County,Douglas County,Cases,28646
Colorado Case Counts by County,Eagle County,Cases,6279
Colorado Case Counts by County,El Paso County,Cases,66538
Colorado Case Counts by County,Elbert County,Cases,1735
Colorado Case Counts by County,Fremont County,Cases,6239
Colorado Case Counts by County,Garfield County,Cases,5825
Colorado Case Counts by County,Gilpin County,Cases,237
Colorado Case Counts by County,Grand County,Cases,1470
Colorado Case Counts by County,Gunnison County,Cases,1333
Colorado Case Counts by County,Hinsdale County,Cases,18
Colorado Case Counts by County,Huerfano County,Cases,413
Colorado Case Counts by County,International,Cases,67
Colorado Case Counts by County,Jackson County,Cases,58
Colorado Case Counts by County,Jefferson County,Cases,46500
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,616
Colorado Case Counts by County,La Plata County,Cases,3927
Colorado Case Counts by County,Lake County,Cases,787
Colorado Case Counts by County,Larimer County,Cases,26171
Colorado Case Counts by County,Las Animas County,Cases,1129
Colorado Case Counts by County,Lincoln County,Cases,1026
Colorado Case Counts by County,Logan County,Cases,3958
Colorado Case Counts by County,Mesa County,Cases,14807
Colorado Case Counts by County,Mineral County,Cases,89
Colorado Case Counts by County,Moffat County,Cases,780
Colorado Case Counts by County,Montezuma County,Cases,1914
Colorado Case Counts by County,Montrose County,Cases,3467
Colorado Case Counts by County,Morgan County,Cases,2643
Colorado Case Counts by County,Otero County,Cases,2005
Colorado Case Counts by County,Ouray County,Cases,284
Colorado Case Counts by County,Park County,Cases,756
Colorado Case Counts by County,Phillips County,Cases,379
Colorado Case Counts by County,Pitkin County,Cases,2585
Colorado Case Counts by County,Prowers County,Cases,1234
Colorado Case Counts by County,Pueblo County,Cases,18566
Colorado Case Counts by County,Rio Blanco County,Cases,570
Colorado Case Counts by County,Rio Grande County,Cases,801
Colorado Case Counts by County,Routt County,Cases,2204
Colorado Case Counts by County,Saguache County,Cases,386
Colorado Case Counts by County,San Juan County,Cases,45
Colorado Case Counts by County,San Miguel County,Cases,877
Colorado Case Counts by County,Sedgwick County,Cases,226
Colorado Case Counts by County,Summit County,Cases,3702
Colorado Case Counts by County,Teller County,Cases,1718
Colorado Case Counts by County,Washington County,Cases,454
Colorado Case Counts by County,Weld County,Cases,31395
Colorado Case Counts by County,Yuma County,Cases,908
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.51
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.22
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.97
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.18
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.09
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.84
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.26
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.06
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.86
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.03
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.16
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.78
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.18
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.72
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.26
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.79
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.03
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,52.05
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
