description,attribute,metric,value
State Data,Statewide,Cases,485318
State Data,Statewide,Hospitalizations,26661
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2817722
State Data,Statewide,Test Encounters,7390035
State Data,Statewide,Deaths Among Cases,6177
State Data,Statewide,Deaths Due to COVID-19,6319
State Data,Statewide,Outbreaks,4596
State Data,Statewide,Rate Per 100000,8419.85
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,53483
Colorado Case Counts by County,Alamosa County,Cases,1397
Colorado Case Counts by County,Arapahoe County,Cases,54530
Colorado Case Counts by County,Archuleta County,Cases,820
Colorado Case Counts by County,Baca County,Cases,278
Colorado Case Counts by County,Bent County,Cases,1487
Colorado Case Counts by County,Boulder County,Cases,21772
Colorado Case Counts by County,Broomfield County,Cases,4401
Colorado Case Counts by County,Chaffee County,Cases,1555
Colorado Case Counts by County,Cheyenne County,Cases,127
Colorado Case Counts by County,Clear Creek County,Cases,428
Colorado Case Counts by County,Conejos County,Cases,474
Colorado Case Counts by County,Costilla County,Cases,205
Colorado Case Counts by County,Crowley County,Cases,2154
Colorado Case Counts by County,Custer County,Cases,177
Colorado Case Counts by County,Delta County,Cases,2620
Colorado Case Counts by County,Denver County,Cases,67641
Colorado Case Counts by County,Dolores County,Cases,72
Colorado Case Counts by County,Douglas County,Cases,25799
Colorado Case Counts by County,Eagle County,Cases,6018
Colorado Case Counts by County,El Paso County,Cases,59979
Colorado Case Counts by County,Elbert County,Cases,1523
Colorado Case Counts by County,Fremont County,Cases,5752
Colorado Case Counts by County,Garfield County,Cases,5629
Colorado Case Counts by County,Gilpin County,Cases,209
Colorado Case Counts by County,Grand County,Cases,1397
Colorado Case Counts by County,Gunnison County,Cases,1288
Colorado Case Counts by County,Hinsdale County,Cases,17
Colorado Case Counts by County,Huerfano County,Cases,348
Colorado Case Counts by County,International,Cases,62
Colorado Case Counts by County,Jackson County,Cases,56
Colorado Case Counts by County,Jefferson County,Cases,42496
Colorado Case Counts by County,Kiowa County,Cases,93
Colorado Case Counts by County,Kit Carson County,Cases,597
Colorado Case Counts by County,La Plata County,Cases,3601
Colorado Case Counts by County,Lake County,Cases,727
Colorado Case Counts by County,Larimer County,Cases,23929
Colorado Case Counts by County,Las Animas County,Cases,1079
Colorado Case Counts by County,Lincoln County,Cases,1010
Colorado Case Counts by County,Logan County,Cases,3872
Colorado Case Counts by County,Mesa County,Cases,13910
Colorado Case Counts by County,Mineral County,Cases,86
Colorado Case Counts by County,Moffat County,Cases,722
Colorado Case Counts by County,Montezuma County,Cases,1847
Colorado Case Counts by County,Montrose County,Cases,3361
Colorado Case Counts by County,Morgan County,Cases,2566
Colorado Case Counts by County,Otero County,Cases,1908
Colorado Case Counts by County,Ouray County,Cases,277
Colorado Case Counts by County,Park County,Cases,656
Colorado Case Counts by County,Phillips County,Cases,354
Colorado Case Counts by County,Pitkin County,Cases,2551
Colorado Case Counts by County,Prowers County,Cases,1181
Colorado Case Counts by County,Pueblo County,Cases,16640
Colorado Case Counts by County,Rio Blanco County,Cases,543
Colorado Case Counts by County,Rio Grande County,Cases,773
Colorado Case Counts by County,Routt County,Cases,2147
Colorado Case Counts by County,Saguache County,Cases,348
Colorado Case Counts by County,San Juan County,Cases,46
Colorado Case Counts by County,San Miguel County,Cases,862
Colorado Case Counts by County,Sedgwick County,Cases,207
Colorado Case Counts by County,Summit County,Cases,3601
Colorado Case Counts by County,Teller County,Cases,1521
Colorado Case Counts by County,Washington County,Cases,440
Colorado Case Counts by County,Weld County,Cases,28819
Colorado Case Counts by County,Yuma County,Cases,850
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.3
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,11.69
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,22.03
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.16
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.12
