description,attribute,metric,value
State Data,Statewide,Cases,412983
State Data,Statewide,Hospitalizations,22778
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2494870
State Data,Statewide,Test Encounters,5829955
State Data,Statewide,Deaths Among Cases,5814
State Data,Statewide,Deaths Due to COVID-19,5581
State Data,Statewide,Outbreaks,3735
State Data,Statewide,Rate Per 100000,7164.9
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,47045
Colorado Case Counts by County,Alamosa County,Cases,1229
Colorado Case Counts by County,Arapahoe County,Cases,46808
Colorado Case Counts by County,Archuleta County,Cases,625
Colorado Case Counts by County,Baca County,Cases,269
Colorado Case Counts by County,Bent County,Cases,1420
Colorado Case Counts by County,Boulder County,Cases,18068
Colorado Case Counts by County,Broomfield County,Cases,3587
Colorado Case Counts by County,Chaffee County,Cases,1375
Colorado Case Counts by County,Cheyenne County,Cases,124
Colorado Case Counts by County,Clear Creek County,Cases,354
Colorado Case Counts by County,Conejos County,Cases,423
Colorado Case Counts by County,Costilla County,Cases,173
Colorado Case Counts by County,Crowley County,Cases,1927
Colorado Case Counts by County,Custer County,Cases,163
Colorado Case Counts by County,Delta County,Cases,2413
Colorado Case Counts by County,Denver County,Cases,57707
Colorado Case Counts by County,Dolores County,Cases,65
Colorado Case Counts by County,Douglas County,Cases,20191
Colorado Case Counts by County,Eagle County,Cases,4721
Colorado Case Counts by County,El Paso County,Cases,49853
Colorado Case Counts by County,Elbert County,Cases,1227
Colorado Case Counts by County,Fremont County,Cases,5284
Colorado Case Counts by County,Garfield County,Cases,4963
Colorado Case Counts by County,Gilpin County,Cases,162
Colorado Case Counts by County,Grand County,Cases,1159
Colorado Case Counts by County,Gunnison County,Cases,1159
Colorado Case Counts by County,Hinsdale County,Cases,16
Colorado Case Counts by County,Huerfano County,Cases,299
Colorado Case Counts by County,International,Cases,48
Colorado Case Counts by County,Jackson County,Cases,48
Colorado Case Counts by County,Jefferson County,Cases,35913
Colorado Case Counts by County,Kiowa County,Cases,90
Colorado Case Counts by County,Kit Carson County,Cases,521
Colorado Case Counts by County,La Plata County,Cases,2839
Colorado Case Counts by County,Lake County,Cases,621
Colorado Case Counts by County,Larimer County,Cases,18961
Colorado Case Counts by County,Las Animas County,Cases,961
Colorado Case Counts by County,Lincoln County,Cases,971
Colorado Case Counts by County,Logan County,Cases,3688
Colorado Case Counts by County,Mesa County,Cases,12870
Colorado Case Counts by County,Mineral County,Cases,61
Colorado Case Counts by County,Moffat County,Cases,650
Colorado Case Counts by County,Montezuma County,Cases,1685
Colorado Case Counts by County,Montrose County,Cases,3138
Colorado Case Counts by County,Morgan County,Cases,2404
