description,attribute,metric,value
State Data,Statewide,Cases,894501
State Data,Statewide,Hospitalizations,50175
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,4285341
State Data,Statewide,Test Encounters,14006272
State Data,Statewide,Deaths Among Cases,10075
State Data,Statewide,Deaths Due to COVID-19,10383
State Data,Statewide,Outbreaks,7133
State Data,Statewide,Rate Per 100000,15518.82
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,90534
Colorado Case Counts by County,Alamosa County,Cases,3062
Colorado Case Counts by County,Arapahoe County,Cases,97072
Colorado Case Counts by County,Archuleta County,Cases,2029
Colorado Case Counts by County,Baca County,Cases,589
Colorado Case Counts by County,Bent County,Cases,1947
Colorado Case Counts by County,Boulder County,Cases,37932
Colorado Case Counts by County,Broomfield County,Cases,8336
Colorado Case Counts by County,Chaffee County,Cases,2810
Colorado Case Counts by County,Cheyenne County,Cases,245
Colorado Case Counts by County,Clear Creek County,Cases,964
Colorado Case Counts by County,Conejos County,Cases,1182
Colorado Case Counts by County,Costilla County,Cases,438
Colorado Case Counts by County,Crowley County,Cases,2493
Colorado Case Counts by County,Custer County,Cases,490
Colorado Case Counts by County,Delta County,Cases,4761
Colorado Case Counts by County,Denver County,Cases,111302
Colorado Case Counts by County,Dolores County,Cases,282
Colorado Case Counts by County,Douglas County,Cases,49356
Colorado Case Counts by County,Eagle County,Cases,10717
Colorado Case Counts by County,El Paso County,Cases,122084
Colorado Case Counts by County,Elbert County,Cases,3224
Colorado Case Counts by County,Fremont County,Cases,10518
Colorado Case Counts by County,Garfield County,Cases,9478
Colorado Case Counts by County,Gilpin County,Cases,579
Colorado Case Counts by County,Grand County,Cases,2438
Colorado Case Counts by County,Gunnison County,Cases,2104
Colorado Case Counts by County,Hinsdale County,Cases,69
Colorado Case Counts by County,Huerfano County,Cases,911
Colorado Case Counts by County,International,Cases,115
Colorado Case Counts by County,Jackson County,Cases,126
Colorado Case Counts by County,Jefferson County,Cases,78875
Colorado Case Counts by County,Kiowa County,Cases,278
Colorado Case Counts by County,Kit Carson County,Cases,1261
Colorado Case Counts by County,La Plata County,Cases,7460
Colorado Case Counts by County,Lake County,Cases,1250
Colorado Case Counts by County,Larimer County,Cases,48561
Colorado Case Counts by County,Las Animas County,Cases,2336
Colorado Case Counts by County,Lincoln County,Cases,1430
Colorado Case Counts by County,Logan County,Cases,5272
Colorado Case Counts by County,Mesa County,Cases,29976
Colorado Case Counts by County,Mineral County,Cases,151
Colorado Case Counts by County,Moffat County,Cases,2256
Colorado Case Counts by County,Montezuma County,Cases,4192
Colorado Case Counts by County,Montrose County,Cases,6977
Colorado Case Counts by County,Morgan County,Cases,4193
Colorado Case Counts by County,Otero County,Cases,3327
Colorado Case Counts by County,Ouray County,Cases,553
Colorado Case Counts by County,Park County,Cases,1886
Colorado Case Counts by County,Phillips County,Cases,608
Colorado Case Counts by County,Pitkin County,Cases,3746
Colorado Case Counts by County,Prowers County,Cases,2035
Colorado Case Counts by County,Pueblo County,Cases,31108
Colorado Case Counts by County,Rio Blanco County,Cases,1276
Colorado Case Counts by County,Rio Grande County,Cases,1949
Colorado Case Counts by County,Routt County,Cases,4037
Colorado Case Counts by County,Saguache County,Cases,836
Colorado Case Counts by County,San Juan County,Cases,113
Colorado Case Counts by County,San Miguel County,Cases,1468
Colorado Case Counts by County,Sedgwick County,Cases,364
Colorado Case Counts by County,Summit County,Cases,6355
Colorado Case Counts by County,Teller County,Cases,3507
Colorado Case Counts by County,Washington County,Cases,767
Colorado Case Counts by County,Weld County,Cases,56449
Colorado Case Counts by County,Yuma County,Cases,1462
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,6.6
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.65
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,20.27
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.51
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,14.73
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.19
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.32
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.13
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.59
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.01
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.06
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.19
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.97
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.86
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,4.08
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,8.41
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,15.61
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.35
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,44.48
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
