description,attribute,metric,value
State Data,Statewide,Cases,483818
State Data,Statewide,Hospitalizations,26574
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2812221
State Data,Statewide,Test Encounters,7363872
State Data,Statewide,Deaths Among Cases,6172
State Data,Statewide,Deaths Due to COVID-19,6319
State Data,Statewide,Outbreaks,4572
State Data,Statewide,Rate Per 100000,8393.84
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,53338
Colorado Case Counts by County,Alamosa County,Cases,1392
Colorado Case Counts by County,Arapahoe County,Cases,54357
Colorado Case Counts by County,Archuleta County,Cases,814
Colorado Case Counts by County,Baca County,Cases,278
Colorado Case Counts by County,Bent County,Cases,1487
Colorado Case Counts by County,Boulder County,Cases,21723
Colorado Case Counts by County,Broomfield County,Cases,4390
Colorado Case Counts by County,Chaffee County,Cases,1550
Colorado Case Counts by County,Cheyenne County,Cases,127
Colorado Case Counts by County,Clear Creek County,Cases,420
Colorado Case Counts by County,Conejos County,Cases,472
Colorado Case Counts by County,Costilla County,Cases,205
Colorado Case Counts by County,Crowley County,Cases,2154
Colorado Case Counts by County,Custer County,Cases,177
Colorado Case Counts by County,Delta County,Cases,2613
Colorado Case Counts by County,Denver County,Cases,67387
Colorado Case Counts by County,Dolores County,Cases,67
Colorado Case Counts by County,Douglas County,Cases,25672
Colorado Case Counts by County,Eagle County,Cases,6009
Colorado Case Counts by County,El Paso County,Cases,59784
Colorado Case Counts by County,Elbert County,Cases,1513
Colorado Case Counts by County,Fremont County,Cases,5745
Colorado Case Counts by County,Garfield County,Cases,5615
Colorado Case Counts by County,Gilpin County,Cases,207
Colorado Case Counts by County,Grand County,Cases,1390
Colorado Case Counts by County,Gunnison County,Cases,1285
Colorado Case Counts by County,Hinsdale County,Cases,18
Colorado Case Counts by County,Huerfano County,Cases,346
Colorado Case Counts by County,International,Cases,60
Colorado Case Counts by County,Jackson County,Cases,56
Colorado Case Counts by County,Jefferson County,Cases,42314
Colorado Case Counts by County,Kiowa County,Cases,93
Colorado Case Counts by County,Kit Carson County,Cases,597
Colorado Case Counts by County,La Plata County,Cases,3584
Colorado Case Counts by County,Lake County,Cases,722
Colorado Case Counts by County,Larimer County,Cases,23863
Colorado Case Counts by County,Las Animas County,Cases,1075
Colorado Case Counts by County,Lincoln County,Cases,1009
Colorado Case Counts by County,Logan County,Cases,3869
Colorado Case Counts by County,Mesa County,Cases,13894
Colorado Case Counts by County,Mineral County,Cases,86
Colorado Case Counts by County,Moffat County,Cases,721
Colorado Case Counts by County,Montezuma County,Cases,1845
Colorado Case Counts by County,Montrose County,Cases,3359
Colorado Case Counts by County,Morgan County,Cases,2559
Colorado Case Counts by County,Otero County,Cases,1907
Colorado Case Counts by County,Ouray County,Cases,277
Colorado Case Counts by County,Park County,Cases,649
Colorado Case Counts by County,Phillips County,Cases,354
Colorado Case Counts by County,Pitkin County,Cases,2548
Colorado Case Counts by County,Prowers County,Cases,1178
Colorado Case Counts by County,Pueblo County,Cases,16607
Colorado Case Counts by County,Rio Blanco County,Cases,543
Colorado Case Counts by County,Rio Grande County,Cases,772
Colorado Case Counts by County,Routt County,Cases,2141
Colorado Case Counts by County,Saguache County,Cases,346
Colorado Case Counts by County,San Juan County,Cases,46
Colorado Case Counts by County,San Miguel County,Cases,859
Colorado Case Counts by County,Sedgwick County,Cases,207
Colorado Case Counts by County,Summit County,Cases,3599
Colorado Case Counts by County,Teller County,Cases,1515
Colorado Case Counts by County,Washington County,Cases,440
Colorado Case Counts by County,Weld County,Cases,28742
Colorado Case Counts by County,Yuma County,Cases,847
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.3
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,11.68
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,22.03
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.16
