description,attribute,metric,value
State Data,Statewide,Cases,979437
State Data,Statewide,Hospitalizations,51232
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,4400629
State Data,Statewide,Test Encounters,14504362
State Data,Statewide,Deaths Among Cases,10402
State Data,Statewide,Deaths Due to COVID-19,10758
State Data,Statewide,Outbreaks,7326
State Data,Statewide,Rate Per 100000,16992.39
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,98891
Colorado Case Counts by County,Alamosa County,Cases,3185
Colorado Case Counts by County,Arapahoe County,Cases,109283
Colorado Case Counts by County,Archuleta County,Cases,2129
Colorado Case Counts by County,Baca County,Cases,598
Colorado Case Counts by County,Bent County,Cases,1965
Colorado Case Counts by County,Boulder County,Cases,41982
Colorado Case Counts by County,Broomfield County,Cases,9306
Colorado Case Counts by County,Chaffee County,Cases,3062
Colorado Case Counts by County,Cheyenne County,Cases,255
Colorado Case Counts by County,Clear Creek County,Cases,1064
Colorado Case Counts by County,Conejos County,Cases,1220
Colorado Case Counts by County,Costilla County,Cases,456
Colorado Case Counts by County,Crowley County,Cases,2524
Colorado Case Counts by County,Custer County,Cases,506
Colorado Case Counts by County,Delta County,Cases,4822
Colorado Case Counts by County,Denver County,Cases,125497
Colorado Case Counts by County,Dolores County,Cases,293
Colorado Case Counts by County,Douglas County,Cases,55103
Colorado Case Counts by County,Eagle County,Cases,12523
Colorado Case Counts by County,El Paso County,Cases,131617
Colorado Case Counts by County,Elbert County,Cases,3519
Colorado Case Counts by County,Fremont County,Cases,10815
Colorado Case Counts by County,Garfield County,Cases,10390
Colorado Case Counts by County,Gilpin County,Cases,664
Colorado Case Counts by County,Grand County,Cases,2676
Colorado Case Counts by County,Gunnison County,Cases,2287
Colorado Case Counts by County,Hinsdale County,Cases,73
Colorado Case Counts by County,Huerfano County,Cases,963
Colorado Case Counts by County,International,Cases,116
Colorado Case Counts by County,Jackson County,Cases,130
Colorado Case Counts by County,Jefferson County,Cases,87817
Colorado Case Counts by County,Kiowa County,Cases,283
Colorado Case Counts by County,Kit Carson County,Cases,1311
Colorado Case Counts by County,La Plata County,Cases,8145
Colorado Case Counts by County,Lake County,Cases,1341
Colorado Case Counts by County,Larimer County,Cases,52613
Colorado Case Counts by County,Las Animas County,Cases,2501
Colorado Case Counts by County,Lincoln County,Cases,1476
Colorado Case Counts by County,Logan County,Cases,5467
Colorado Case Counts by County,Mesa County,Cases,31107
Colorado Case Counts by County,Mineral County,Cases,157
Colorado Case Counts by County,Moffat County,Cases,2337
Colorado Case Counts by County,Montezuma County,Cases,4303
Colorado Case Counts by County,Montrose County,Cases,7204
Colorado Case Counts by County,Morgan County,Cases,4345
Colorado Case Counts by County,Otero County,Cases,3420
Colorado Case Counts by County,Ouray County,Cases,669
Colorado Case Counts by County,Park County,Cases,2132
Colorado Case Counts by County,Phillips County,Cases,634
Colorado Case Counts by County,Pitkin County,Cases,4661
Colorado Case Counts by County,Prowers County,Cases,2061
Colorado Case Counts by County,Pueblo County,Cases,32646
Colorado Case Counts by County,Rio Blanco County,Cases,1310
Colorado Case Counts by County,Rio Grande County,Cases,2034
Colorado Case Counts by County,Routt County,Cases,4755
Colorado Case Counts by County,Saguache County,Cases,867
Colorado Case Counts by County,San Juan County,Cases,141
Colorado Case Counts by County,San Miguel County,Cases,1714
Colorado Case Counts by County,Sedgwick County,Cases,370
Colorado Case Counts by County,Summit County,Cases,7690
Colorado Case Counts by County,Teller County,Cases,3650
Colorado Case Counts by County,Washington County,Cases,784
Colorado Case Counts by County,Weld County,Cases,60064
Colorado Case Counts by County,Yuma County,Cases,1514
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,6.63
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.52
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,20.62
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.72
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,14.73
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.09
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.17
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.04
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.47
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.01
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.06
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.18
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.96
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.89
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,4.08
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,8.61
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,15.89
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.47
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,43.86
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
