description,attribute,metric,value
State Data,Statewide,Cases,740461
State Data,Statewide,Hospitalizations,42325
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3899231
State Data,Statewide,Test Encounters,12053315
State Data,Statewide,Deaths Among Cases,8186
State Data,Statewide,Deaths Due to COVID-19,8458
State Data,Statewide,Outbreaks,6463
State Data,Statewide,Rate Per 100000,12846.36
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,76332
Colorado Case Counts by County,Alamosa County,Cases,2479
Colorado Case Counts by County,Arapahoe County,Cases,80160
Colorado Case Counts by County,Archuleta County,Cases,1525
Colorado Case Counts by County,Baca County,Cases,454
Colorado Case Counts by County,Bent County,Cases,1737
Colorado Case Counts by County,Boulder County,Cases,31066
Colorado Case Counts by County,Broomfield County,Cases,6753
Colorado Case Counts by County,Chaffee County,Cases,2311
Colorado Case Counts by County,Cheyenne County,Cases,184
Colorado Case Counts by County,Clear Creek County,Cases,779
Colorado Case Counts by County,Conejos County,Cases,1016
Colorado Case Counts by County,Costilla County,Cases,389
Colorado Case Counts by County,Crowley County,Cases,2392
Colorado Case Counts by County,Custer County,Cases,381
Colorado Case Counts by County,Delta County,Cases,4063
Colorado Case Counts by County,Denver County,Cases,92210
Colorado Case Counts by County,Dolores County,Cases,237
Colorado Case Counts by County,Douglas County,Cases,40801
Colorado Case Counts by County,Eagle County,Cases,8433
Colorado Case Counts by County,El Paso County,Cases,102508
Colorado Case Counts by County,Elbert County,Cases,2759
Colorado Case Counts by County,Fremont County,Cases,8657
Colorado Case Counts by County,Garfield County,Cases,7992
Colorado Case Counts by County,Gilpin County,Cases,454
Colorado Case Counts by County,Grand County,Cases,2162
Colorado Case Counts by County,Gunnison County,Cases,1840
Colorado Case Counts by County,Hinsdale County,Cases,59
Colorado Case Counts by County,Huerfano County,Cases,665
Colorado Case Counts by County,International,Cases,98
Colorado Case Counts by County,Jackson County,Cases,114
Colorado Case Counts by County,Jefferson County,Cases,63978
Colorado Case Counts by County,Kiowa County,Cases,229
