description,attribute,metric,value
State Data,Statewide,Cases,397998
State Data,Statewide,Hospitalizations,21996
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2410027
State Data,Statewide,Test Encounters,5482105
State Data,Statewide,Deaths Among Cases,5650
State Data,Statewide,Deaths Due to COVID-19,5376
State Data,Statewide,Outbreaks,3546
State Data,Statewide,Rate Per 100000,6904.92
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,45871
Colorado Case Counts by County,Alamosa County,Cases,1178
Colorado Case Counts by County,Arapahoe County,Cases,45243
Colorado Case Counts by County,Archuleta County,Cases,607
Colorado Case Counts by County,Baca County,Cases,265
Colorado Case Counts by County,Bent County,Cases,1291
Colorado Case Counts by County,Boulder County,Cases,17298
Colorado Case Counts by County,Broomfield County,Cases,3435
Colorado Case Counts by County,Chaffee County,Cases,1323
Colorado Case Counts by County,Cheyenne County,Cases,121
Colorado Case Counts by County,Clear Creek County,Cases,345
Colorado Case Counts by County,Conejos County,Cases,407
Colorado Case Counts by County,Costilla County,Cases,178
Colorado Case Counts by County,Crowley County,Cases,1816
Colorado Case Counts by County,Custer County,Cases,160
Colorado Case Counts by County,Delta County,Cases,2343
Colorado Case Counts by County,Denver County,Cases,55910
Colorado Case Counts by County,Dolores County,Cases,62
Colorado Case Counts by County,Douglas County,Cases,19096
Colorado Case Counts by County,Eagle County,Cases,4427
Colorado Case Counts by County,El Paso County,Cases,47933
Colorado Case Counts by County,Elbert County,Cases,1161
Colorado Case Counts by County,Fremont County,Cases,5183
Colorado Case Counts by County,Garfield County,Cases,4840
Colorado Case Counts by County,Gilpin County,Cases,150
Colorado Case Counts by County,Grand County,Cases,979
Colorado Case Counts by County,Gunnison County,Cases,1061
Colorado Case Counts by County,Hinsdale County,Cases,16
Colorado Case Counts by County,Huerfano County,Cases,293
Colorado Case Counts by County,International,Cases,39
Colorado Case Counts by County,Jackson County,Cases,45
Colorado Case Counts by County,Jefferson County,Cases,34737
Colorado Case Counts by County,Kiowa County,Cases,89
Colorado Case Counts by County,Kit Carson County,Cases,507
Colorado Case Counts by County,La Plata County,Cases,2706
Colorado Case Counts by County,Lake County,Cases,541
Colorado Case Counts by County,Larimer County,Cases,18160
Colorado Case Counts by County,Las Animas County,Cases,918
Colorado Case Counts by County,Lincoln County,Cases,956
Colorado Case Counts by County,Logan County,Cases,3633
Colorado Case Counts by County,Mesa County,Cases,12254
Colorado Case Counts by County,Mineral County,Cases,61
Colorado Case Counts by County,Moffat County,Cases,625
Colorado Case Counts by County,Montezuma County,Cases,1637
Colorado Case Counts by County,Montrose County,Cases,3030
Colorado Case Counts by County,Morgan County,Cases,2367
Colorado Case Counts by County,Otero County,Cases,1789
Colorado Case Counts by County,Ouray County,Cases,211
Colorado Case Counts by County,Park County,Cases,491
Colorado Case Counts by County,Phillips County,Cases,325
Colorado Case Counts by County,Pitkin County,Cases,1845
Colorado Case Counts by County,Prowers County,Cases,1132
Colorado Case Counts by County,Pueblo County,Cases,14353
Colorado Case Counts by County,Rio Blanco County,Cases,401
Colorado Case Counts by County,Rio Grande County,Cases,626
Colorado Case Counts by County,Routt County,Cases,1646
Colorado Case Counts by County,Saguache County,Cases,293
Colorado Case Counts by County,San Juan County,Cases,42
Colorado Case Counts by County,San Miguel County,Cases,684
Colorado Case Counts by County,Sedgwick County,Cases,189
Colorado Case Counts by County,Summit County,Cases,2684
Colorado Case Counts by County,Teller County,Cases,1185
Colorado Case Counts by County,Washington County,Cases,363
Colorado Case Counts by County,Weld County,Cases,23779
Colorado Case Counts by County,Yuma County,Cases,663
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.04
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,10.93
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.76
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.09
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.23
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.16
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.77
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.62
COVID-19 in Colorado by Age Group,80+,Percent of Cases,3.37
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.04
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.02
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.12
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.65
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.88
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.48
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,5.56
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.25
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.18
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,53.84
COVID-19 in Colorado by Age Group,Unknown,Percent of Deaths,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
