description,attribute,metric,value
State Data,Statewide,Cases,757147
State Data,Statewide,Hospitalizations,43313
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3940611
State Data,Statewide,Test Encounters,12250533
State Data,Statewide,Deaths Among Cases,8359
State Data,Statewide,Deaths Due to COVID-19,8628
State Data,Statewide,Outbreaks,6544
State Data,Statewide,Rate Per 100000,13135.85
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,77711
Colorado Case Counts by County,Alamosa County,Cases,2567
Colorado Case Counts by County,Arapahoe County,Cases,81682
Colorado Case Counts by County,Archuleta County,Cases,1565
Colorado Case Counts by County,Baca County,Cases,491
Colorado Case Counts by County,Bent County,Cases,1767
Colorado Case Counts by County,Boulder County,Cases,31715
Colorado Case Counts by County,Broomfield County,Cases,6890
Colorado Case Counts by County,Chaffee County,Cases,2380
Colorado Case Counts by County,Cheyenne County,Cases,188
Colorado Case Counts by County,Clear Creek County,Cases,799
Colorado Case Counts by County,Conejos County,Cases,1044
Colorado Case Counts by County,Costilla County,Cases,392
Colorado Case Counts by County,Crowley County,Cases,2406
Colorado Case Counts by County,Custer County,Cases,409
Colorado Case Counts by County,Delta County,Cases,4178
Colorado Case Counts by County,Denver County,Cases,93866
Colorado Case Counts by County,Dolores County,Cases,239
Colorado Case Counts by County,Douglas County,Cases,41618
Colorado Case Counts by County,Eagle County,Cases,8590
Colorado Case Counts by County,El Paso County,Cases,104902
Colorado Case Counts by County,Elbert County,Cases,2810
Colorado Case Counts by County,Fremont County,Cases,8943
Colorado Case Counts by County,Garfield County,Cases,8165
Colorado Case Counts by County,Gilpin County,Cases,473
Colorado Case Counts by County,Grand County,Cases,2181
Colorado Case Counts by County,Gunnison County,Cases,1858
Colorado Case Counts by County,Hinsdale County,Cases,60
