description,attribute,metric,value
State Data,Statewide,Cases,481494
State Data,Statewide,Hospitalizations,26378
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2804046
State Data,Statewide,Test Encounters,7330900
State Data,Statewide,Deaths Among Cases,6168
State Data,Statewide,Deaths Due to COVID-19,6316
State Data,Statewide,Outbreaks,4511
State Data,Statewide,Rate Per 100000,8353.5
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,53153
Colorado Case Counts by County,Alamosa County,Cases,1392
Colorado Case Counts by County,Arapahoe County,Cases,54078
Colorado Case Counts by County,Archuleta County,Cases,799
Colorado Case Counts by County,Baca County,Cases,278
Colorado Case Counts by County,Bent County,Cases,1487
Colorado Case Counts by County,Boulder County,Cases,21643
Colorado Case Counts by County,Broomfield County,Cases,4376
Colorado Case Counts by County,Chaffee County,Cases,1547
Colorado Case Counts by County,Cheyenne County,Cases,127
Colorado Case Counts by County,Clear Creek County,Cases,420
Colorado Case Counts by County,Conejos County,Cases,471
Colorado Case Counts by County,Costilla County,Cases,205
Colorado Case Counts by County,Crowley County,Cases,2153
Colorado Case Counts by County,Custer County,Cases,177
Colorado Case Counts by County,Delta County,Cases,2608
Colorado Case Counts by County,Denver County,Cases,66826
Colorado Case Counts by County,Dolores County,Cases,67
Colorado Case Counts by County,Douglas County,Cases,25355
Colorado Case Counts by County,Eagle County,Cases,5988
Colorado Case Counts by County,El Paso County,Cases,59499
Colorado Case Counts by County,Elbert County,Cases,1502
Colorado Case Counts by County,Fremont County,Cases,5737
Colorado Case Counts by County,Garfield County,Cases,5605
Colorado Case Counts by County,Gilpin County,Cases,206
Colorado Case Counts by County,Grand County,Cases,1390
Colorado Case Counts by County,Gunnison County,Cases,1276
Colorado Case Counts by County,Hinsdale County,Cases,17
Colorado Case Counts by County,Huerfano County,Cases,345
Colorado Case Counts by County,International,Cases,60
Colorado Case Counts by County,Jackson County,Cases,57
Colorado Case Counts by County,Jefferson County,Cases,42136
Colorado Case Counts by County,Kiowa County,Cases,93
Colorado Case Counts by County,Kit Carson County,Cases,597
Colorado Case Counts by County,La Plata County,Cases,3568
Colorado Case Counts by County,Lake County,Cases,723
Colorado Case Counts by County,Larimer County,Cases,23757
