description,attribute,metric,value
State Data,Statewide,Cases,539261
State Data,Statewide,Hospitalizations,29894
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3034984
State Data,Statewide,Test Encounters,8436229
State Data,Statewide,Deaths Among Cases,6520
State Data,Statewide,Deaths Due to COVID-19,6657
State Data,Statewide,Outbreaks,5368
State Data,Statewide,Rate Per 100000,9355.71
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,59466
Colorado Case Counts by County,Alamosa County,Cases,1650
Colorado Case Counts by County,Arapahoe County,Cases,61065
Colorado Case Counts by County,Archuleta County,Cases,979
Colorado Case Counts by County,Baca County,Cases,314
Colorado Case Counts by County,Bent County,Cases,1540
Colorado Case Counts by County,Boulder County,Cases,23568
Colorado Case Counts by County,Broomfield County,Cases,4861
Colorado Case Counts by County,Chaffee County,Cases,1708
Colorado Case Counts by County,Cheyenne County,Cases,130
Colorado Case Counts by County,Clear Creek County,Cases,459
Colorado Case Counts by County,Conejos County,Cases,654
Colorado Case Counts by County,Costilla County,Cases,237
Colorado Case Counts by County,Crowley County,Cases,2203
Colorado Case Counts by County,Custer County,Cases,202
Colorado Case Counts by County,Delta County,Cases,2765
Colorado Case Counts by County,Denver County,Cases,72799
Colorado Case Counts by County,Dolores County,Cases,109
Colorado Case Counts by County,Douglas County,Cases,29349
Colorado Case Counts by County,Eagle County,Cases,6311
Colorado Case Counts by County,El Paso County,Cases,69507
Colorado Case Counts by County,Elbert County,Cases,1790
Colorado Case Counts by County,Fremont County,Cases,6389
Colorado Case Counts by County,Garfield County,Cases,5902
Colorado Case Counts by County,Gilpin County,Cases,261
Colorado Case Counts by County,Grand County,Cases,1480
Colorado Case Counts by County,Gunnison County,Cases,1350
Colorado Case Counts by County,Hinsdale County,Cases,18
Colorado Case Counts by County,Huerfano County,Cases,424
Colorado Case Counts by County,International,Cases,68
Colorado Case Counts by County,Jackson County,Cases,63
Colorado Case Counts by County,Jefferson County,Cases,47717
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,627
Colorado Case Counts by County,La Plata County,Cases,4006
Colorado Case Counts by County,Lake County,Cases,800
Colorado Case Counts by County,Larimer County,Cases,26812
Colorado Case Counts by County,Las Animas County,Cases,1142
Colorado Case Counts by County,Lincoln County,Cases,1031
Colorado Case Counts by County,Logan County,Cases,3998
Colorado Case Counts by County,Mesa County,Cases,15492
Colorado Case Counts by County,Mineral County,Cases,93
Colorado Case Counts by County,Moffat County,Cases,808
Colorado Case Counts by County,Montezuma County,Cases,1968
Colorado Case Counts by County,Montrose County,Cases,3556
Colorado Case Counts by County,Morgan County,Cases,2701
Colorado Case Counts by County,Otero County,Cases,2045
Colorado Case Counts by County,Ouray County,Cases,285
Colorado Case Counts by County,Park County,Cases,791
Colorado Case Counts by County,Phillips County,Cases,388
Colorado Case Counts by County,Pitkin County,Cases,2594
Colorado Case Counts by County,Prowers County,Cases,1259
Colorado Case Counts by County,Pueblo County,Cases,18963
Colorado Case Counts by County,Rio Blanco County,Cases,581
Colorado Case Counts by County,Rio Grande County,Cases,838
Colorado Case Counts by County,Routt County,Cases,2243
Colorado Case Counts by County,Saguache County,Cases,399
Colorado Case Counts by County,San Juan County,Cases,47
Colorado Case Counts by County,San Miguel County,Cases,885
Colorado Case Counts by County,Sedgwick County,Cases,234
Colorado Case Counts by County,Summit County,Cases,3725
Colorado Case Counts by County,Teller County,Cases,1804
Colorado Case Counts by County,Washington County,Cases,463
Colorado Case Counts by County,Weld County,Cases,32322
Colorado Case Counts by County,Yuma County,Cases,928
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.6
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.34
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.93
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.17
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.07
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.79
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.24
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.03
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.82
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.03
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.18
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.81
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.2
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.87
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.44
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.79
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.17
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,51.5
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.47
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,2.95
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,26.34
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.64
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.28
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,43.53
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.77
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,22.46
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.58
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,1.9
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,3.45
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,20.43
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,3.25
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.14
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,64.4
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.61
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,5.23
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Colorado Population,67.76
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Colorado Population,0.19
COVID-19 in Colorado by Race & Ethnicity,Note,Percent of cases and deaths by race and ethnicity compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Race & Ethnicity,Note,"Population Data: U.S. Census Bureau, 2018 American Community Survey 1-Year Estimates",NA
COVID-19 in Colorado by Sex,Female,Percent of Cases,49.71
COVID-19 in Colorado by Sex,Female to Male,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Male,Percent of Cases,49.05
COVID-19 in Colorado by Sex,Male to Female,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Unknown,Percent of Cases,1.21
COVID-19 in Colorado by Sex,Female,Percent of Deaths,45.46
COVID-19 in Colorado by Sex,Male,Percent of Deaths,54.16
COVID-19 in Colorado by Sex,Male to Female,Percent of Deaths,0.03
COVID-19 in Colorado by Sex,Unknown,Percent of Deaths,0.35
Case Status for Cases & Deaths,Confirmed,Number of Cases,503271
Case Status for Cases & Deaths,Confirmed,Percent of Cases,0.93
Case Status for Cases & Deaths,Confirmed,Number of Deaths,5748
Case Status for Cases & Deaths,Confirmed,Percent of Deaths,0.88
Case Status for Cases & Deaths,Probable,Number of Cases,35990
Case Status for Cases & Deaths,Probable,Percent of Cases,0.07
Case Status for Cases & Deaths,Probable,Number of Deaths,772
Case Status for Cases & Deaths,Probable,Percent of Deaths,0.12
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-03,Three-Day Moving Average Of Cases,0.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-04,Three-Day Moving Average Of Cases,0
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-05,Three-Day Moving Average Of Cases,2.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-06,Three-Day Moving Average Of Cases,2.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-07,Three-Day Moving Average Of Cases,3.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-08,Three-Day Moving Average Of Cases,1.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-09,Three-Day Moving Average Of Cases,3
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-10,Three-Day Moving Average Of Cases,4.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-11,Three-Day Moving Average Of Cases,10.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-12,Three-Day Moving Average Of Cases,12.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-13,Three-Day Moving Average Of Cases,19.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-14,Three-Day Moving Average Of Cases,22.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-15,Three-Day Moving Average Of Cases,30.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-16,Three-Day Moving Average Of Cases,32.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-17,Three-Day Moving Average Of Cases,33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-18,Three-Day Moving Average Of Cases,44.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-19,Three-Day Moving Average Of Cases,60.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-20,Three-Day Moving Average Of Cases,91.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-21,Three-Day Moving Average Of Cases,107.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-22,Three-Day Moving Average Of Cases,121.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-23,Three-Day Moving Average Of Cases,146
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-24,Three-Day Moving Average Of Cases,165
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-25,Three-Day Moving Average Of Cases,227.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-26,Three-Day Moving Average Of Cases,260.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-27,Three-Day Moving Average Of Cases,312
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-28,Three-Day Moving Average Of Cases,289.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-29,Three-Day Moving Average Of Cases,301.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-30,Three-Day Moving Average Of Cases,301.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-31,Three-Day Moving Average Of Cases,348.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-01,Three-Day Moving Average Of Cases,370.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-02,Three-Day Moving Average Of Cases,411
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-03,Three-Day Moving Average Of Cases,412.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-04,Three-Day Moving Average Of Cases,408
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-05,Three-Day Moving Average Of Cases,332.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-06,Three-Day Moving Average Of Cases,292
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-07,Three-Day Moving Average Of Cases,251
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-08,Three-Day Moving Average Of Cases,360.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-09,Three-Day Moving Average Of Cases,393.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-10,Three-Day Moving Average Of Cases,451.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-11,Three-Day Moving Average Of Cases,411.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-12,Three-Day Moving Average Of Cases,416.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-13,Three-Day Moving Average Of Cases,369
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-14,Three-Day Moving Average Of Cases,330
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-15,Three-Day Moving Average Of Cases,342.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-16,Three-Day Moving Average Of Cases,362
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-17,Three-Day Moving Average Of Cases,397.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-18,Three-Day Moving Average Of Cases,348
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-19,Three-Day Moving Average Of Cases,336
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-20,Three-Day Moving Average Of Cases,295
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-21,Three-Day Moving Average Of Cases,360.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-22,Three-Day Moving Average Of Cases,389.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-23,Three-Day Moving Average Of Cases,613
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-24,Three-Day Moving Average Of Cases,693.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-25,Three-Day Moving Average Of Cases,723
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-26,Three-Day Moving Average Of Cases,544
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-27,Three-Day Moving Average Of Cases,472.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-28,Three-Day Moving Average Of Cases,453.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-29,Three-Day Moving Average Of Cases,590.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-30,Three-Day Moving Average Of Cases,579
Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-01,Three-Day Moving Average Of Cases,588.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-02,Three-Day Moving Average Of Cases,444
Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-03,Three-Day Moving Average Of Cases,372.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-04,Three-Day Moving Average Of Cases,340
Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-05,Three-Day Moving Average Of Cases,335.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-06,Three-Day Moving Average Of Cases,402
Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-07,Three-Day Moving Average Of Cases,432.67
