description,attribute,metric,value
State Data,Statewide,Cases,444712
State Data,Statewide,Hospitalizations,24250
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2654490
State Data,Statewide,Test Encounters,6597592
State Data,Statewide,Deaths Among Cases,6048
State Data,Statewide,Deaths Due to COVID-19,6126
State Data,Statewide,Outbreaks,4100
State Data,Statewide,Rate Per 100000,7715.37
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,49895
Colorado Case Counts by County,Alamosa County,Cases,1329
Colorado Case Counts by County,Arapahoe County,Cases,50170
Colorado Case Counts by County,Archuleta County,Cases,704
Colorado Case Counts by County,Baca County,Cases,274
Colorado Case Counts by County,Bent County,Cases,1483
Colorado Case Counts by County,Boulder County,Cases,19616
Colorado Case Counts by County,Broomfield County,Cases,3981
Colorado Case Counts by County,Chaffee County,Cases,1478
Colorado Case Counts by County,Cheyenne County,Cases,125
Colorado Case Counts by County,Clear Creek County,Cases,378
Colorado Case Counts by County,Conejos County,Cases,459
Colorado Case Counts by County,Costilla County,Cases,195
Colorado Case Counts by County,Crowley County,Cases,2102
Colorado Case Counts by County,Custer County,Cases,165
Colorado Case Counts by County,Delta County,Cases,2498
Colorado Case Counts by County,Denver County,Cases,61880
Colorado Case Counts by County,Dolores County,Cases,67
Colorado Case Counts by County,Douglas County,Cases,22523
Colorado Case Counts by County,Eagle County,Cases,5415
Colorado Case Counts by County,El Paso County,Cases,54101
Colorado Case Counts by County,Elbert County,Cases,1337
Colorado Case Counts by County,Fremont County,Cases,5560
Colorado Case Counts by County,Garfield County,Cases,5229
Colorado Case Counts by County,Gilpin County,Cases,175
Colorado Case Counts by County,Grand County,Cases,1302
Colorado Case Counts by County,Gunnison County,Cases,1225
Colorado Case Counts by County,Hinsdale County,Cases,16
Colorado Case Counts by County,Huerfano County,Cases,322
Colorado Case Counts by County,International,Cases,53
Colorado Case Counts by County,Jackson County,Cases,52
Colorado Case Counts by County,Jefferson County,Cases,38778
Colorado Case Counts by County,Kiowa County,Cases,91
Colorado Case Counts by County,Kit Carson County,Cases,560
Colorado Case Counts by County,La Plata County,Cases,3169
Colorado Case Counts by County,Lake County,Cases,675
Colorado Case Counts by County,Larimer County,Cases,21080
Colorado Case Counts by County,Las Animas County,Cases,1019
Colorado Case Counts by County,Lincoln County,Cases,1001
Colorado Case Counts by County,Logan County,Cases,3778
Colorado Case Counts by County,Mesa County,Cases,13561
Colorado Case Counts by County,Mineral County,Cases,84
Colorado Case Counts by County,Moffat County,Cases,691
Colorado Case Counts by County,Montezuma County,Cases,1758
Colorado Case Counts by County,Montrose County,Cases,3292
Colorado Case Counts by County,Morgan County,Cases,2483
Colorado Case Counts by County,Otero County,Cases,1876
Colorado Case Counts by County,Ouray County,Cases,265
Colorado Case Counts by County,Park County,Cases,574
Colorado Case Counts by County,Phillips County,Cases,344
Colorado Case Counts by County,Pitkin County,Cases,2202
Colorado Case Counts by County,Prowers County,Cases,1162
Colorado Case Counts by County,Pueblo County,Cases,15364
Colorado Case Counts by County,Rio Blanco County,Cases,496
Colorado Case Counts by County,Rio Grande County,Cases,737
Colorado Case Counts by County,Routt County,Cases,1991
Colorado Case Counts by County,Saguache County,Cases,327
Colorado Case Counts by County,San Juan County,Cases,43
Colorado Case Counts by County,San Miguel County,Cases,838
Colorado Case Counts by County,Sedgwick County,Cases,197
Colorado Case Counts by County,Summit County,Cases,3149
Colorado Case Counts by County,Teller County,Cases,1338
Colorado Case Counts by County,Washington County,Cases,421
Colorado Case Counts by County,Weld County,Cases,26474
Colorado Case Counts by County,Yuma County,Cases,785
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.18
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,11.32
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.83
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.08
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.14
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.08
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.69
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.44
COVID-19 in Colorado by Age Group,80+,Percent of Cases,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.03
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.02
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.13
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.74
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.93
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.5
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,5.72
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.45
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.11
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,53.41
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
