description,attribute,metric,value
State Data,Statewide,Cases,618072
State Data,Statewide,Hospitalizations,36047
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3474788
State Data,Statewide,Test Encounters,10206863
State Data,Statewide,Deaths Among Cases,7151
State Data,Statewide,Deaths Due to COVID-19,7446
State Data,Statewide,Outbreaks,5808
State Data,Statewide,Rate Per 100000,10723.01
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,66580
Colorado Case Counts by County,Alamosa County,Cases,1924
Colorado Case Counts by County,Arapahoe County,Cases,69043
Colorado Case Counts by County,Archuleta County,Cases,1263
Colorado Case Counts by County,Baca County,Cases,360
Colorado Case Counts by County,Bent County,Cases,1562
Colorado Case Counts by County,Boulder County,Cases,26481
Colorado Case Counts by County,Broomfield County,Cases,5646
Colorado Case Counts by County,Chaffee County,Cases,1956
Colorado Case Counts by County,Cheyenne County,Cases,146
Colorado Case Counts by County,Clear Creek County,Cases,589
Colorado Case Counts by County,Conejos County,Cases,794
Colorado Case Counts by County,Costilla County,Cases,270
Colorado Case Counts by County,Crowley County,Cases,2228
Colorado Case Counts by County,Custer County,Cases,258
Colorado Case Counts by County,Delta County,Cases,3240
Colorado Case Counts by County,Denver County,Cases,81008
Colorado Case Counts by County,Dolores County,Cases,150
Colorado Case Counts by County,Douglas County,Cases,34189
Colorado Case Counts by County,Eagle County,Cases,7260
Colorado Case Counts by County,El Paso County,Cases,82854
Colorado Case Counts by County,Elbert County,Cases,2115
Colorado Case Counts by County,Fremont County,Cases,6865
Colorado Case Counts by County,Garfield County,Cases,6755
Colorado Case Counts by County,Gilpin County,Cases,330
Colorado Case Counts by County,Grand County,Cases,1682
Colorado Case Counts by County,Gunnison County,Cases,1570
Colorado Case Counts by County,Hinsdale County,Cases,47
Colorado Case Counts by County,Huerfano County,Cases,487
Colorado Case Counts by County,International,Cases,90
Colorado Case Counts by County,Jackson County,Cases,69
Colorado Case Counts by County,Jefferson County,Cases,53744
Colorado Case Counts by County,Kiowa County,Cases,109
Colorado Case Counts by County,Kit Carson County,Cases,748
Colorado Case Counts by County,La Plata County,Cases,4737
Colorado Case Counts by County,Lake County,Cases,917
Colorado Case Counts by County,Larimer County,Cases,31731
Colorado Case Counts by County,Las Animas County,Cases,1495
Colorado Case Counts by County,Lincoln County,Cases,1094
Colorado Case Counts by County,Logan County,Cases,4184
Colorado Case Counts by County,Mesa County,Cases,19467
Colorado Case Counts by County,Mineral County,Cases,100
Colorado Case Counts by County,Moffat County,Cases,1289
Colorado Case Counts by County,Montezuma County,Cases,2391
Colorado Case Counts by County,Montrose County,Cases,4281
Colorado Case Counts by County,Morgan County,Cases,2904
Colorado Case Counts by County,Otero County,Cases,2160
Colorado Case Counts by County,Ouray County,Cases,355
Colorado Case Counts by County,Park County,Cases,1020
Colorado Case Counts by County,Phillips County,Cases,425
Colorado Case Counts by County,Pitkin County,Cases,2828
Colorado Case Counts by County,Prowers County,Cases,1373
Colorado Case Counts by County,Pueblo County,Cases,20907
Colorado Case Counts by County,Rio Blanco County,Cases,748
Colorado Case Counts by County,Rio Grande County,Cases,1046
Colorado Case Counts by County,Routt County,Cases,2691
Colorado Case Counts by County,Saguache County,Cases,494
Colorado Case Counts by County,San Juan County,Cases,86
Colorado Case Counts by County,San Miguel County,Cases,1039
Colorado Case Counts by County,Sedgwick County,Cases,262
Colorado Case Counts by County,Summit County,Cases,4314
Colorado Case Counts by County,Teller County,Cases,2118
Colorado Case Counts by County,Washington County,Cases,487
Colorado Case Counts by County,Weld County,Cases,37702
Colorado Case Counts by County,Yuma County,Cases,1015
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,5.07
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.41
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.7
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.31
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,14.94
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.58
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.22
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.06
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.72
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.01
