description,attribute,metric,value
State Data,Statewide,Cases,516240
State Data,Statewide,Hospitalizations,28265
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2928567
State Data,Statewide,Test Encounters,7901466
State Data,Statewide,Deaths Among Cases,6321
State Data,Statewide,Deaths Due to COVID-19,6478
State Data,Statewide,Outbreaks,5015
State Data,Statewide,Rate Per 100000,8956.32
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,56745
Colorado Case Counts by County,Alamosa County,Cases,1469
Colorado Case Counts by County,Arapahoe County,Cases,58193
Colorado Case Counts by County,Archuleta County,Cases,918
Colorado Case Counts by County,Baca County,Cases,290
Colorado Case Counts by County,Bent County,Cases,1526
Colorado Case Counts by County,Boulder County,Cases,23029
Colorado Case Counts by County,Broomfield County,Cases,4714
Colorado Case Counts by County,Chaffee County,Cases,1639
Colorado Case Counts by County,Cheyenne County,Cases,127
Colorado Case Counts by County,Clear Creek County,Cases,439
Colorado Case Counts by County,Conejos County,Cases,522
Colorado Case Counts by County,Costilla County,Cases,211
Colorado Case Counts by County,Crowley County,Cases,2182
Colorado Case Counts by County,Custer County,Cases,191
Colorado Case Counts by County,Delta County,Cases,2676
Colorado Case Counts by County,Denver County,Cases,70885
Colorado Case Counts by County,Dolores County,Cases,80
Colorado Case Counts by County,Douglas County,Cases,28109
Colorado Case Counts by County,Eagle County,Cases,6240
Colorado Case Counts by County,El Paso County,Cases,64849
Colorado Case Counts by County,Elbert County,Cases,1691
Colorado Case Counts by County,Fremont County,Cases,6127
Colorado Case Counts by County,Garfield County,Cases,5787
Colorado Case Counts by County,Gilpin County,Cases,233
Colorado Case Counts by County,Grand County,Cases,1467
Colorado Case Counts by County,Gunnison County,Cases,1326
Colorado Case Counts by County,Hinsdale County,Cases,17
Colorado Case Counts by County,Huerfano County,Cases,398
Colorado Case Counts by County,International,Cases,67
Colorado Case Counts by County,Jackson County,Cases,57
Colorado Case Counts by County,Jefferson County,Cases,45620
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,609
Colorado Case Counts by County,La Plata County,Cases,3861
Colorado Case Counts by County,Lake County,Cases,778
Colorado Case Counts by County,Larimer County,Cases,25741
Colorado Case Counts by County,Las Animas County,Cases,1121
Colorado Case Counts by County,Lincoln County,Cases,1023
Colorado Case Counts by County,Logan County,Cases,3944
Colorado Case Counts by County,Mesa County,Cases,14514
Colorado Case Counts by County,Mineral County,Cases,87
Colorado Case Counts by County,Moffat County,Cases,758
Colorado Case Counts by County,Montezuma County,Cases,1891
Colorado Case Counts by County,Montrose County,Cases,3440
Colorado Case Counts by County,Morgan County,Cases,2631
Colorado Case Counts by County,Otero County,Cases,1978
Colorado Case Counts by County,Ouray County,Cases,283
Colorado Case Counts by County,Park County,Cases,742
Colorado Case Counts by County,Phillips County,Cases,375
Colorado Case Counts by County,Pitkin County,Cases,2578
Colorado Case Counts by County,Prowers County,Cases,1213
Colorado Case Counts by County,Pueblo County,Cases,18151
Colorado Case Counts by County,Rio Blanco County,Cases,567
Colorado Case Counts by County,Rio Grande County,Cases,795
Colorado Case Counts by County,Routt County,Cases,2188
Colorado Case Counts by County,Saguache County,Cases,376
Colorado Case Counts by County,San Juan County,Cases,50
Colorado Case Counts by County,San Miguel County,Cases,875
Colorado Case Counts by County,Sedgwick County,Cases,214
Colorado Case Counts by County,Summit County,Cases,3690
Colorado Case Counts by County,Teller County,Cases,1674
Colorado Case Counts by County,Washington County,Cases,450
Colorado Case Counts by County,Weld County,Cases,30839
Colorado Case Counts by County,Yuma County,Cases,885
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.46
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.11
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,22
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.17
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.1
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.87
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.3
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.09
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.88
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.03
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.16
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.79
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.15
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.69
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.15
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.74
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.08
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,52.21
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.49
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,2.89
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,26.42
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.61
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.28
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,43.28
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.76
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,22.7
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.59
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,1.9
