description,attribute,metric,value
State Data,Statewide,Cases,569289
State Data,Statewide,Hospitalizations,32542
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3246391
State Data,Statewide,Test Encounters,9356288
State Data,Statewide,Deaths Among Cases,6910
State Data,Statewide,Deaths Due to COVID-19,7158
State Data,Statewide,Outbreaks,5567
State Data,Statewide,Rate Per 100000,9876.67
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,61924
Colorado Case Counts by County,Alamosa County,Cases,1782
Colorado Case Counts by County,Arapahoe County,Cases,63859
Colorado Case Counts by County,Archuleta County,Cases,1119
Colorado Case Counts by County,Baca County,Cases,325
Colorado Case Counts by County,Bent County,Cases,1550
Colorado Case Counts by County,Boulder County,Cases,24425
Colorado Case Counts by County,Broomfield County,Cases,5096
Colorado Case Counts by County,Chaffee County,Cases,1812
Colorado Case Counts by County,Cheyenne County,Cases,132
Colorado Case Counts by County,Clear Creek County,Cases,492
Colorado Case Counts by County,Conejos County,Cases,757
Colorado Case Counts by County,Costilla County,Cases,254
Colorado Case Counts by County,Crowley County,Cases,2217
Colorado Case Counts by County,Custer County,Cases,236
Colorado Case Counts by County,Delta County,Cases,3095
Colorado Case Counts by County,Denver County,Cases,75412
Colorado Case Counts by County,Dolores County,Cases,130
Colorado Case Counts by County,Douglas County,Cases,31085
Colorado Case Counts by County,Eagle County,Cases,6474
Colorado Case Counts by County,El Paso County,Cases,75300
Colorado Case Counts by County,Elbert County,Cases,1919
Colorado Case Counts by County,Fremont County,Cases,6614
Colorado Case Counts by County,Garfield County,Cases,6406
Colorado Case Counts by County,Gilpin County,Cases,287
Colorado Case Counts by County,Grand County,Cases,1529
Colorado Case Counts by County,Gunnison County,Cases,1408
Colorado Case Counts by County,Hinsdale County,Cases,31
Colorado Case Counts by County,Huerfano County,Cases,451
Colorado Case Counts by County,International,Cases,81
Colorado Case Counts by County,Jackson County,Cases,67
Colorado Case Counts by County,Jefferson County,Cases,49676
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,657
Colorado Case Counts by County,La Plata County,Cases,4257
Colorado Case Counts by County,Lake County,Cases,845
Colorado Case Counts by County,Larimer County,Cases,28410
Colorado Case Counts by County,Las Animas County,Cases,1236
Colorado Case Counts by County,Lincoln County,Cases,1042
Colorado Case Counts by County,Logan County,Cases,4071
Colorado Case Counts by County,Mesa County,Cases,18053
Colorado Case Counts by County,Mineral County,Cases,96
Colorado Case Counts by County,Moffat County,Cases,1181
Colorado Case Counts by County,Montezuma County,Cases,2152
Colorado Case Counts by County,Montrose County,Cases,3953
Colorado Case Counts by County,Morgan County,Cases,2772
Colorado Case Counts by County,Otero County,Cases,2095
Colorado Case Counts by County,Ouray County,Cases,310
Colorado Case Counts by County,Park County,Cases,865
Colorado Case Counts by County,Phillips County,Cases,401
Colorado Case Counts by County,Pitkin County,Cases,2650
Colorado Case Counts by County,Prowers County,Cases,1285
Colorado Case Counts by County,Pueblo County,Cases,19810
Colorado Case Counts by County,Rio Blanco County,Cases,681
Colorado Case Counts by County,Rio Grande County,Cases,941
Colorado Case Counts by County,Routt County,Cases,2399
Colorado Case Counts by County,Saguache County,Cases,470
Colorado Case Counts by County,San Juan County,Cases,47
Colorado Case Counts by County,San Miguel County,Cases,944
Colorado Case Counts by County,Sedgwick County,Cases,235
Colorado Case Counts by County,Summit County,Cases,3866
Colorado Case Counts by County,Teller County,Cases,1961
Colorado Case Counts by County,Washington County,Cases,477
Colorado Case Counts by County,Weld County,Cases,34111
Colorado Case Counts by County,Yuma County,Cases,976
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.71
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.38
