description,attribute,metric,value
State Data,Statewide,Cases,588230
State Data,Statewide,Hospitalizations,33633
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3339106
State Data,Statewide,Test Encounters,9703581
State Data,Statewide,Deaths Among Cases,7023
State Data,Statewide,Deaths Due to COVID-19,7277
State Data,Statewide,Outbreaks,5645
State Data,Statewide,Rate Per 100000,10205.28
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,63626
Colorado Case Counts by County,Alamosa County,Cases,1844
Colorado Case Counts by County,Arapahoe County,Cases,65845
Colorado Case Counts by County,Archuleta County,Cases,1192
Colorado Case Counts by County,Baca County,Cases,341
Colorado Case Counts by County,Bent County,Cases,1553
Colorado Case Counts by County,Boulder County,Cases,25311
Colorado Case Counts by County,Broomfield County,Cases,5340
Colorado Case Counts by County,Chaffee County,Cases,1870
Colorado Case Counts by County,Cheyenne County,Cases,141
Colorado Case Counts by County,Clear Creek County,Cases,524
Colorado Case Counts by County,Conejos County,Cases,770
Colorado Case Counts by County,Costilla County,Cases,262
Colorado Case Counts by County,Crowley County,Cases,2221
Colorado Case Counts by County,Custer County,Cases,242
Colorado Case Counts by County,Delta County,Cases,3172
Colorado Case Counts by County,Denver County,Cases,77722
Colorado Case Counts by County,Dolores County,Cases,136
Colorado Case Counts by County,Douglas County,Cases,32215
Colorado Case Counts by County,Eagle County,Cases,6723
Colorado Case Counts by County,El Paso County,Cases,78504
Colorado Case Counts by County,Elbert County,Cases,1987
Colorado Case Counts by County,Fremont County,Cases,6722
Colorado Case Counts by County,Garfield County,Cases,6574
Colorado Case Counts by County,Gilpin County,Cases,299
Colorado Case Counts by County,Grand County,Cases,1558
Colorado Case Counts by County,Gunnison County,Cases,1451
Colorado Case Counts by County,Hinsdale County,Cases,37
Colorado Case Counts by County,Huerfano County,Cases,467
Colorado Case Counts by County,International,Cases,86
Colorado Case Counts by County,Jackson County,Cases,69
Colorado Case Counts by County,Jefferson County,Cases,51267
Colorado Case Counts by County,Kiowa County,Cases,97
Colorado Case Counts by County,Kit Carson County,Cases,686
Colorado Case Counts by County,La Plata County,Cases,4451
Colorado Case Counts by County,Lake County,Cases,862
Colorado Case Counts by County,Larimer County,Cases,29611
Colorado Case Counts by County,Las Animas County,Cases,1333
Colorado Case Counts by County,Lincoln County,Cases,1053
Colorado Case Counts by County,Logan County,Cases,4099
Colorado Case Counts by County,Mesa County,Cases,18557
Colorado Case Counts by County,Mineral County,Cases,99
Colorado Case Counts by County,Moffat County,Cases,1242
Colorado Case Counts by County,Montezuma County,Cases,2215
Colorado Case Counts by County,Montrose County,Cases,4131
Colorado Case Counts by County,Morgan County,Cases,2799
Colorado Case Counts by County,Otero County,Cases,2114
Colorado Case Counts by County,Ouray County,Cases,327
Colorado Case Counts by County,Park County,Cases,931
Colorado Case Counts by County,Phillips County,Cases,409
Colorado Case Counts by County,Pitkin County,Cases,2733
Colorado Case Counts by County,Prowers County,Cases,1317
Colorado Case Counts by County,Pueblo County,Cases,20223
Colorado Case Counts by County,Rio Blanco County,Cases,711
Colorado Case Counts by County,Rio Grande County,Cases,979
Colorado Case Counts by County,Routt County,Cases,2493
Colorado Case Counts by County,Saguache County,Cases,481
Colorado Case Counts by County,San Juan County,Cases,69
Colorado Case Counts by County,San Miguel County,Cases,970
Colorado Case Counts by County,Sedgwick County,Cases,240
Colorado Case Counts by County,Summit County,Cases,4114
Colorado Case Counts by County,Teller County,Cases,2021
Colorado Case Counts by County,Washington County,Cases,479
Colorado Case Counts by County,Weld County,Cases,35325
Colorado Case Counts by County,Yuma County,Cases,988
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.81
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.34
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.86
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.28
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.67
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.22
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.04
