description,attribute,metric,value
State Data,Statewide,Cases,849269
State Data,Statewide,Hospitalizations,48186
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,4167552
State Data,Statewide,Test Encounters,13393769
State Data,Statewide,Deaths Among Cases,9495
State Data,Statewide,Deaths Due to COVID-19,9814
State Data,Statewide,Outbreaks,7006
State Data,Statewide,Rate Per 100000,14734.08
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,86334
Colorado Case Counts by County,Alamosa County,Cases,2984
Colorado Case Counts by County,Arapahoe County,Cases,91262
Colorado Case Counts by County,Archuleta County,Cases,1967
Colorado Case Counts by County,Baca County,Cases,573
Colorado Case Counts by County,Bent County,Cases,1914
Colorado Case Counts by County,Boulder County,Cases,35386
Colorado Case Counts by County,Broomfield County,Cases,7785
Colorado Case Counts by County,Chaffee County,Cases,2747
Colorado Case Counts by County,Cheyenne County,Cases,240
Colorado Case Counts by County,Clear Creek County,Cases,911
Colorado Case Counts by County,Conejos County,Cases,1155
Colorado Case Counts by County,Costilla County,Cases,435
Colorado Case Counts by County,Crowley County,Cases,2482
Colorado Case Counts by County,Custer County,Cases,474
Colorado Case Counts by County,Delta County,Cases,4655
Colorado Case Counts by County,Denver County,Cases,104065
Colorado Case Counts by County,Dolores County,Cases,268
Colorado Case Counts by County,Douglas County,Cases,46747
Colorado Case Counts by County,Eagle County,Cases,9367
Colorado Case Counts by County,El Paso County,Cases,117219
Colorado Case Counts by County,Elbert County,Cases,3084
Colorado Case Counts by County,Fremont County,Cases,10269
Colorado Case Counts by County,Garfield County,Cases,8996
Colorado Case Counts by County,Gilpin County,Cases,544
Colorado Case Counts by County,Grand County,Cases,2343
Colorado Case Counts by County,Gunnison County,Cases,2039
Colorado Case Counts by County,Hinsdale County,Cases,65
Colorado Case Counts by County,Huerfano County,Cases,857
Colorado Case Counts by County,International,Cases,107
Colorado Case Counts by County,Jackson County,Cases,125
Colorado Case Counts by County,Jefferson County,Cases,74697
Colorado Case Counts by County,Kiowa County,Cases,275
Colorado Case Counts by County,Kit Carson County,Cases,1190
Colorado Case Counts by County,La Plata County,Cases,7114
Colorado Case Counts by County,Lake County,Cases,1194
Colorado Case Counts by County,Larimer County,Cases,46211
Colorado Case Counts by County,Las Animas County,Cases,2280
Colorado Case Counts by County,Lincoln County,Cases,1405
Colorado Case Counts by County,Logan County,Cases,5151
Colorado Case Counts by County,Mesa County,Cases,28660
Colorado Case Counts by County,Mineral County,Cases,149
Colorado Case Counts by County,Moffat County,Cases,2200
Colorado Case Counts by County,Montezuma County,Cases,4019
Colorado Case Counts by County,Montrose County,Cases,6807
Colorado Case Counts by County,Morgan County,Cases,4078
Colorado Case Counts by County,Otero County,Cases,3264
Colorado Case Counts by County,Ouray County,Cases,525
Colorado Case Counts by County,Park County,Cases,1765
Colorado Case Counts by County,Phillips County,Cases,592
Colorado Case Counts by County,Pitkin County,Cases,3325
Colorado Case Counts by County,Prowers County,Cases,1982
Colorado Case Counts by County,Pueblo County,Cases,30160
Colorado Case Counts by County,Rio Blanco County,Cases,1236
Colorado Case Counts by County,Rio Grande County,Cases,1892
Colorado Case Counts by County,Routt County,Cases,3883
Colorado Case Counts by County,Saguache County,Cases,820
Colorado Case Counts by County,San Juan County,Cases,106
Colorado Case Counts by County,San Miguel County,Cases,1288
Colorado Case Counts by County,Sedgwick County,Cases,358
Colorado Case Counts by County,Summit County,Cases,5489
Colorado Case Counts by County,Teller County,Cases,3400
Colorado Case Counts by County,Washington County,Cases,756
Colorado Case Counts by County,Weld County,Cases,54194
Colorado Case Counts by County,Yuma County,Cases,1405
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
