description,attribute,metric,value
State Data,Statewide,Cases,598940
State Data,Statewide,Hospitalizations,34953
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3385277
State Data,Statewide,Test Encounters,9882761
State Data,Statewide,Deaths Among Cases,7067
State Data,Statewide,Deaths Due to COVID-19,7338
State Data,Statewide,Outbreaks,5689
State Data,Statewide,Rate Per 100000,10391.09
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,64649
Colorado Case Counts by County,Alamosa County,Cases,1864
Colorado Case Counts by County,Arapahoe County,Cases,67044
Colorado Case Counts by County,Archuleta County,Cases,1225
Colorado Case Counts by County,Baca County,Cases,349
Colorado Case Counts by County,Bent County,Cases,1554
Colorado Case Counts by County,Boulder County,Cases,25714
Colorado Case Counts by County,Broomfield County,Cases,5455
Colorado Case Counts by County,Chaffee County,Cases,1894
Colorado Case Counts by County,Cheyenne County,Cases,144
Colorado Case Counts by County,Clear Creek County,Cases,542
Colorado Case Counts by County,Conejos County,Cases,780
Colorado Case Counts by County,Costilla County,Cases,266
Colorado Case Counts by County,Crowley County,Cases,2224
Colorado Case Counts by County,Custer County,Cases,245
Colorado Case Counts by County,Delta County,Cases,3199
Colorado Case Counts by County,Denver County,Cases,78976
Colorado Case Counts by County,Dolores County,Cases,140
Colorado Case Counts by County,Douglas County,Cases,32899
Colorado Case Counts by County,Eagle County,Cases,6971
Colorado Case Counts by County,El Paso County,Cases,79952
Colorado Case Counts by County,Elbert County,Cases,2018
Colorado Case Counts by County,Fremont County,Cases,6776
Colorado Case Counts by County,Garfield County,Cases,6644
Colorado Case Counts by County,Gilpin County,Cases,310
Colorado Case Counts by County,Grand County,Cases,1595
Colorado Case Counts by County,Gunnison County,Cases,1484
Colorado Case Counts by County,Hinsdale County,Cases,40
Colorado Case Counts by County,Huerfano County,Cases,478
Colorado Case Counts by County,International,Cases,87
Colorado Case Counts by County,Jackson County,Cases,69
Colorado Case Counts by County,Jefferson County,Cases,52230
Colorado Case Counts by County,Kiowa County,Cases,103
Colorado Case Counts by County,Kit Carson County,Cases,706
Colorado Case Counts by County,La Plata County,Cases,4593
Colorado Case Counts by County,Lake County,Cases,884
Colorado Case Counts by County,Larimer County,Cases,30411
Colorado Case Counts by County,Las Animas County,Cases,1391
Colorado Case Counts by County,Lincoln County,Cases,1073
Colorado Case Counts by County,Logan County,Cases,4134
Colorado Case Counts by County,Mesa County,Cases,18837
Colorado Case Counts by County,Mineral County,Cases,100
Colorado Case Counts by County,Moffat County,Cases,1257
Colorado Case Counts by County,Montezuma County,Cases,2275
Colorado Case Counts by County,Montrose County,Cases,4198
Colorado Case Counts by County,Morgan County,Cases,2833
Colorado Case Counts by County,Otero County,Cases,2124
Colorado Case Counts by County,Ouray County,Cases,338
Colorado Case Counts by County,Park County,Cases,960
Colorado Case Counts by County,Phillips County,Cases,413
Colorado Case Counts by County,Pitkin County,Cases,2757
Colorado Case Counts by County,Prowers County,Cases,1335
Colorado Case Counts by County,Pueblo County,Cases,20442
Colorado Case Counts by County,Rio Blanco County,Cases,726
Colorado Case Counts by County,Rio Grande County,Cases,997
Colorado Case Counts by County,Routt County,Cases,2577
Colorado Case Counts by County,Saguache County,Cases,489
Colorado Case Counts by County,San Juan County,Cases,82
Colorado Case Counts by County,San Miguel County,Cases,988
Colorado Case Counts by County,Sedgwick County,Cases,253
Colorado Case Counts by County,Summit County,Cases,4194
Colorado Case Counts by County,Teller County,Cases,2042
Colorado Case Counts by County,Washington County,Cases,482
Colorado Case Counts by County,Weld County,Cases,36133
Colorado Case Counts by County,Yuma County,Cases,996
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
