description,attribute,metric,value
State Data,Statewide,Cases,861940
State Data,Statewide,Hospitalizations,49085
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,4204162
State Data,Statewide,Test Encounters,13598767
State Data,Statewide,Deaths Among Cases,9779
State Data,Statewide,Deaths Due to COVID-19,10048
State Data,Statewide,Outbreaks,7063
State Data,Statewide,Rate Per 100000,14953.91
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,87695
Colorado Case Counts by County,Alamosa County,Cases,3021
Colorado Case Counts by County,Arapahoe County,Cases,92686
Colorado Case Counts by County,Archuleta County,Cases,1990
Colorado Case Counts by County,Baca County,Cases,581
Colorado Case Counts by County,Bent County,Cases,1940
Colorado Case Counts by County,Boulder County,Cases,35943
Colorado Case Counts by County,Broomfield County,Cases,7932
Colorado Case Counts by County,Chaffee County,Cases,2766
Colorado Case Counts by County,Cheyenne County,Cases,243
Colorado Case Counts by County,Clear Creek County,Cases,923
Colorado Case Counts by County,Conejos County,Cases,1171
Colorado Case Counts by County,Costilla County,Cases,436
Colorado Case Counts by County,Crowley County,Cases,2488
Colorado Case Counts by County,Custer County,Cases,482
Colorado Case Counts by County,Delta County,Cases,4708
Colorado Case Counts by County,Denver County,Cases,105492
Colorado Case Counts by County,Dolores County,Cases,272
Colorado Case Counts by County,Douglas County,Cases,47405
Colorado Case Counts by County,Eagle County,Cases,9486
Colorado Case Counts by County,El Paso County,Cases,118806
Colorado Case Counts by County,Elbert County,Cases,3125
Colorado Case Counts by County,Fremont County,Cases,10393
Colorado Case Counts by County,Garfield County,Cases,9159
Colorado Case Counts by County,Gilpin County,Cases,553
Colorado Case Counts by County,Grand County,Cases,2364
Colorado Case Counts by County,Gunnison County,Cases,2067
Colorado Case Counts by County,Hinsdale County,Cases,67
Colorado Case Counts by County,Huerfano County,Cases,885
Colorado Case Counts by County,International,Cases,109
Colorado Case Counts by County,Jackson County,Cases,126
Colorado Case Counts by County,Jefferson County,Cases,75955
Colorado Case Counts by County,Kiowa County,Cases,278
Colorado Case Counts by County,Kit Carson County,Cases,1219
Colorado Case Counts by County,La Plata County,Cases,7245
Colorado Case Counts by County,Lake County,Cases,1218
Colorado Case Counts by County,Larimer County,Cases,46964
Colorado Case Counts by County,Las Animas County,Cases,2310
Colorado Case Counts by County,Lincoln County,Cases,1415
Colorado Case Counts by County,Logan County,Cases,5218
Colorado Case Counts by County,Mesa County,Cases,29243
Colorado Case Counts by County,Mineral County,Cases,150
Colorado Case Counts by County,Moffat County,Cases,2231
Colorado Case Counts by County,Montezuma County,Cases,4121
Colorado Case Counts by County,Montrose County,Cases,6899
Colorado Case Counts by County,Morgan County,Cases,4134
Colorado Case Counts by County,Otero County,Cases,3299
Colorado Case Counts by County,Ouray County,Cases,539
Colorado Case Counts by County,Park County,Cases,1805
Colorado Case Counts by County,Phillips County,Cases,598
Colorado Case Counts by County,Pitkin County,Cases,3354
Colorado Case Counts by County,Prowers County,Cases,2017
Colorado Case Counts by County,Pueblo County,Cases,30545
Colorado Case Counts by County,Rio Blanco County,Cases,1252
Colorado Case Counts by County,Rio Grande County,Cases,1916
Colorado Case Counts by County,Routt County,Cases,3913
Colorado Case Counts by County,Saguache County,Cases,827
Colorado Case Counts by County,San Juan County,Cases,111
Colorado Case Counts by County,San Miguel County,Cases,1308
Colorado Case Counts by County,Sedgwick County,Cases,361
Colorado Case Counts by County,Summit County,Cases,5531
Colorado Case Counts by County,Teller County,Cases,3451
Colorado Case Counts by County,Washington County,Cases,758
Colorado Case Counts by County,Weld County,Cases,55007
Colorado Case Counts by County,Yuma County,Cases,1434
