description,attribute,metric,value
State Data,Statewide,Cases,729958
State Data,Statewide,Hospitalizations,41854
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3876375
State Data,Statewide,Test Encounters,11938164
State Data,Statewide,Deaths Among Cases,8108
State Data,Statewide,Deaths Due to COVID-19,8395
State Data,Statewide,Outbreaks,6405
State Data,Statewide,Rate Per 100000,12664.14
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,75476
Colorado Case Counts by County,Alamosa County,Cases,2440
Colorado Case Counts by County,Arapahoe County,Cases,79352
Colorado Case Counts by County,Archuleta County,Cases,1489
Colorado Case Counts by County,Baca County,Cases,442
Colorado Case Counts by County,Bent County,Cases,1725
Colorado Case Counts by County,Boulder County,Cases,30638
Colorado Case Counts by County,Broomfield County,Cases,6658
Colorado Case Counts by County,Chaffee County,Cases,2275
Colorado Case Counts by County,Cheyenne County,Cases,184
Colorado Case Counts by County,Clear Creek County,Cases,774
Colorado Case Counts by County,Conejos County,Cases,998
Colorado Case Counts by County,Costilla County,Cases,384
Colorado Case Counts by County,Crowley County,Cases,2382
Colorado Case Counts by County,Custer County,Cases,372
Colorado Case Counts by County,Delta County,Cases,3979
Colorado Case Counts by County,Denver County,Cases,91248
Colorado Case Counts by County,Dolores County,Cases,237
Colorado Case Counts by County,Douglas County,Cases,40267
Colorado Case Counts by County,Eagle County,Cases,8356
Colorado Case Counts by County,El Paso County,Cases,100825
Colorado Case Counts by County,Elbert County,Cases,2720
Colorado Case Counts by County,Fremont County,Cases,8489
Colorado Case Counts by County,Garfield County,Cases,7913
Colorado Case Counts by County,Gilpin County,Cases,438
Colorado Case Counts by County,Grand County,Cases,2156
Colorado Case Counts by County,Gunnison County,Cases,1827
Colorado Case Counts by County,Hinsdale County,Cases,58
Colorado Case Counts by County,Huerfano County,Cases,647
Colorado Case Counts by County,International,Cases,100
Colorado Case Counts by County,Jackson County,Cases,114
Colorado Case Counts by County,Jefferson County,Cases,63047
Colorado Case Counts by County,Kiowa County,Cases,215
Colorado Case Counts by County,Kit Carson County,Cases,986
Colorado Case Counts by County,La Plata County,Cases,5804
Colorado Case Counts by County,Lake County,Cases,1029
Colorado Case Counts by County,Larimer County,Cases,38986
Colorado Case Counts by County,Las Animas County,Cases,1822
Colorado Case Counts by County,Lincoln County,Cases,1317
Colorado Case Counts by County,Logan County,Cases,4705
Colorado Case Counts by County,Mesa County,Cases,23911
Colorado Case Counts by County,Mineral County,Cases,129
Colorado Case Counts by County,Moffat County,Cases,1967
