description,attribute,metric,value
State Data,Statewide,Cases,552183
State Data,Statewide,Hospitalizations,31046
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3126549
State Data,Statewide,Test Encounters,8856941
State Data,Statewide,Deaths Among Cases,6709
State Data,Statewide,Deaths Due to COVID-19,6879
State Data,Statewide,Outbreaks,5471
State Data,Statewide,Rate Per 100000,9579.9
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,60478
Colorado Case Counts by County,Alamosa County,Cases,1709
Colorado Case Counts by County,Arapahoe County,Cases,62297
Colorado Case Counts by County,Archuleta County,Cases,1012
Colorado Case Counts by County,Baca County,Cases,320
Colorado Case Counts by County,Bent County,Cases,1544
Colorado Case Counts by County,Boulder County,Cases,23880
Colorado Case Counts by County,Broomfield County,Cases,4957
Colorado Case Counts by County,Chaffee County,Cases,1749
Colorado Case Counts by County,Cheyenne County,Cases,130
Colorado Case Counts by County,Clear Creek County,Cases,473
Colorado Case Counts by County,Conejos County,Cases,709
Colorado Case Counts by County,Costilla County,Cases,249
Colorado Case Counts by County,Crowley County,Cases,2210
Colorado Case Counts by County,Custer County,Cases,220
Colorado Case Counts by County,Delta County,Cases,2857
Colorado Case Counts by County,Denver County,Cases,73966
Colorado Case Counts by County,Dolores County,Cases,125
Colorado Case Counts by County,Douglas County,Cases,30111
Colorado Case Counts by County,Eagle County,Cases,6339
