description,attribute,metric,value
State Data,Statewide,Cases,592372
State Data,Statewide,Hospitalizations,33773
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3357586
State Data,Statewide,Test Encounters,9778451
State Data,Statewide,Deaths Among Cases,7041
State Data,Statewide,Deaths Due to COVID-19,7292
State Data,Statewide,Outbreaks,5651
State Data,Statewide,Rate Per 100000,10277.14
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,63992
Colorado Case Counts by County,Alamosa County,Cases,1854
Colorado Case Counts by County,Arapahoe County,Cases,66360
Colorado Case Counts by County,Archuleta County,Cases,1202
Colorado Case Counts by County,Baca County,Cases,341
Colorado Case Counts by County,Bent County,Cases,1554
Colorado Case Counts by County,Boulder County,Cases,25470
Colorado Case Counts by County,Broomfield County,Cases,5385
Colorado Case Counts by County,Chaffee County,Cases,1879
Colorado Case Counts by County,Cheyenne County,Cases,142
Colorado Case Counts by County,Clear Creek County,Cases,530
Colorado Case Counts by County,Conejos County,Cases,775
Colorado Case Counts by County,Costilla County,Cases,263
Colorado Case Counts by County,Crowley County,Cases,2223
Colorado Case Counts by County,Custer County,Cases,243
Colorado Case Counts by County,Delta County,Cases,3175
Colorado Case Counts by County,Denver County,Cases,78203
Colorado Case Counts by County,Dolores County,Cases,136
Colorado Case Counts by County,Douglas County,Cases,32454
Colorado Case Counts by County,Eagle County,Cases,6816
Colorado Case Counts by County,El Paso County,Cases,79060
Colorado Case Counts by County,Elbert County,Cases,1999
Colorado Case Counts by County,Fremont County,Cases,6739
Colorado Case Counts by County,Garfield County,Cases,6606
Colorado Case Counts by County,Gilpin County,Cases,305
Colorado Case Counts by County,Grand County,Cases,1575
Colorado Case Counts by County,Gunnison County,Cases,1469
Colorado Case Counts by County,Hinsdale County,Cases,38
