description,attribute,metric,value
State Data,Statewide,Cases,720620
State Data,Statewide,Hospitalizations,41409
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3852715
State Data,Statewide,Test Encounters,11822358
State Data,Statewide,Deaths Among Cases,8029
State Data,Statewide,Deaths Due to COVID-19,8306
State Data,Statewide,Outbreaks,6379
State Data,Statewide,Rate Per 100000,12502.13
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,74660
Colorado Case Counts by County,Alamosa County,Cases,2408
Colorado Case Counts by County,Arapahoe County,Cases,78521
Colorado Case Counts by County,Archuleta County,Cases,1469
Colorado Case Counts by County,Baca County,Cases,437
Colorado Case Counts by County,Bent County,Cases,1704
Colorado Case Counts by County,Boulder County,Cases,30369
Colorado Case Counts by County,Broomfield County,Cases,6584
Colorado Case Counts by County,Chaffee County,Cases,2241
Colorado Case Counts by County,Cheyenne County,Cases,181
Colorado Case Counts by County,Clear Creek County,Cases,762
Colorado Case Counts by County,Conejos County,Cases,983
Colorado Case Counts by County,Costilla County,Cases,379
Colorado Case Counts by County,Crowley County,Cases,2378
Colorado Case Counts by County,Custer County,Cases,358
Colorado Case Counts by County,Delta County,Cases,3907
Colorado Case Counts by County,Denver County,Cases,90270
Colorado Case Counts by County,Dolores County,Cases,235
Colorado Case Counts by County,Douglas County,Cases,39740
Colorado Case Counts by County,Eagle County,Cases,8268
Colorado Case Counts by County,El Paso County,Cases,99562
Colorado Case Counts by County,Elbert County,Cases,2684
Colorado Case Counts by County,Fremont County,Cases,8334
Colorado Case Counts by County,Garfield County,Cases,7800
Colorado Case Counts by County,Gilpin County,Cases,432
Colorado Case Counts by County,Grand County,Cases,2144
Colorado Case Counts by County,Gunnison County,Cases,1817
Colorado Case Counts by County,Hinsdale County,Cases,56
Colorado Case Counts by County,Huerfano County,Cases,622
Colorado Case Counts by County,International,Cases,100
Colorado Case Counts by County,Jackson County,Cases,111
Colorado Case Counts by County,Jefferson County,Cases,62065
Colorado Case Counts by County,Kiowa County,Cases,205
Colorado Case Counts by County,Kit Carson County,Cases,974
Colorado Case Counts by County,La Plata County,Cases,5696
Colorado Case Counts by County,Lake County,Cases,1023
Colorado Case Counts by County,Larimer County,Cases,38435
Colorado Case Counts by County,Las Animas County,Cases,1801
Colorado Case Counts by County,Lincoln County,Cases,1311
Colorado Case Counts by County,Logan County,Cases,4663
Colorado Case Counts by County,Mesa County,Cases,23575
Colorado Case Counts by County,Mineral County,Cases,128
Colorado Case Counts by County,Moffat County,Cases,1948
Colorado Case Counts by County,Montezuma County,Cases,3095
Colorado Case Counts by County,Montrose County,Cases,5319
Colorado Case Counts by County,Morgan County,Cases,3375
Colorado Case Counts by County,Otero County,Cases,2628
Colorado Case Counts by County,Ouray County,Cases,444
Colorado Case Counts by County,Park County,Cases,1385
Colorado Case Counts by County,Phillips County,Cases,516
Colorado Case Counts by County,Pitkin County,Cases,3111
Colorado Case Counts by County,Prowers County,Cases,1628
Colorado Case Counts by County,Pueblo County,Cases,24665
Colorado Case Counts by County,Rio Blanco County,Cases,969
Colorado Case Counts by County,Rio Grande County,Cases,1477
Colorado Case Counts by County,Routt County,Cases,3322
Colorado Case Counts by County,Saguache County,Cases,671
Colorado Case Counts by County,San Juan County,Cases,95
Colorado Case Counts by County,San Miguel County,Cases,1171
Colorado Case Counts by County,Sedgwick County,Cases,314
Colorado Case Counts by County,Summit County,Cases,4747
Colorado Case Counts by County,Teller County,Cases,2807
Colorado Case Counts by County,Washington County,Cases,655
Colorado Case Counts by County,Weld County,Cases,45666
Colorado Case Counts by County,Yuma County,Cases,1220
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,5.76
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.76
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,20.84
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.31
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,14.83
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.36
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.29
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.15
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.69
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.01
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.06
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.2
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.85
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.54
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,3.52
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,7.37
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,14.19
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.01
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,48.25
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.55
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.48
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,3.03
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,24.82
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.8
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.27
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,47.27
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.84
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,19.93
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.59
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,1.76
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,3.35
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,20.14
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,3.39
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.14
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,65.5
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.81
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,4.33
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Colorado Population,67.76
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Colorado Population,0.19
COVID-19 in Colorado by Race & Ethnicity,Note,Percent of cases and deaths by race and ethnicity compared to percent of total Colorado (CO) population.,NA
