description,attribute,metric,value
State Data,Statewide,Cases,545769
State Data,Statewide,Hospitalizations,30520
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3084178
State Data,Statewide,Test Encounters,8669688
State Data,Statewide,Deaths Among Cases,6611
State Data,Statewide,Deaths Due to COVID-19,6770
State Data,Statewide,Outbreaks,5438
State Data,Statewide,Rate Per 100000,9468.62
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,59951
Colorado Case Counts by County,Alamosa County,Cases,1699
Colorado Case Counts by County,Arapahoe County,Cases,61706
Colorado Case Counts by County,Archuleta County,Cases,1000
Colorado Case Counts by County,Baca County,Cases,317
Colorado Case Counts by County,Bent County,Cases,1544
Colorado Case Counts by County,Boulder County,Cases,23734
Colorado Case Counts by County,Broomfield County,Cases,4906
Colorado Case Counts by County,Chaffee County,Cases,1734
Colorado Case Counts by County,Cheyenne County,Cases,130
Colorado Case Counts by County,Clear Creek County,Cases,466
Colorado Case Counts by County,Conejos County,Cases,681
Colorado Case Counts by County,Costilla County,Cases,247
Colorado Case Counts by County,Crowley County,Cases,2209
Colorado Case Counts by County,Custer County,Cases,209
Colorado Case Counts by County,Delta County,Cases,2791
Colorado Case Counts by County,Denver County,Cases,73310
Colorado Case Counts by County,Dolores County,Cases,112
Colorado Case Counts by County,Douglas County,Cases,29712
Colorado Case Counts by County,Eagle County,Cases,6324
Colorado Case Counts by County,El Paso County,Cases,70987
Colorado Case Counts by County,Elbert County,Cases,1825
Colorado Case Counts by County,Fremont County,Cases,6462
Colorado Case Counts by County,Garfield County,Cases,5983
Colorado Case Counts by County,Gilpin County,Cases,271
Colorado Case Counts by County,Grand County,Cases,1487
Colorado Case Counts by County,Gunnison County,Cases,1353
Colorado Case Counts by County,Hinsdale County,Cases,18
Colorado Case Counts by County,Huerfano County,Cases,430
Colorado Case Counts by County,International,Cases,72
Colorado Case Counts by County,Jackson County,Cases,64
Colorado Case Counts by County,Jefferson County,Cases,48125
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,633
Colorado Case Counts by County,La Plata County,Cases,4044
Colorado Case Counts by County,Lake County,Cases,815
Colorado Case Counts by County,Larimer County,Cases,27100
Colorado Case Counts by County,Las Animas County,Cases,1153
Colorado Case Counts by County,Lincoln County,Cases,1031
Colorado Case Counts by County,Logan County,Cases,4021
Colorado Case Counts by County,Mesa County,Cases,16050
Colorado Case Counts by County,Mineral County,Cases,93
Colorado Case Counts by County,Moffat County,Cases,873
Colorado Case Counts by County,Montezuma County,Cases,2009
Colorado Case Counts by County,Montrose County,Cases,3607
Colorado Case Counts by County,Morgan County,Cases,2714
Colorado Case Counts by County,Otero County,Cases,2063
Colorado Case Counts by County,Ouray County,Cases,288
Colorado Case Counts by County,Park County,Cases,821
Colorado Case Counts by County,Phillips County,Cases,395
Colorado Case Counts by County,Pitkin County,Cases,2602
Colorado Case Counts by County,Prowers County,Cases,1266
Colorado Case Counts by County,Pueblo County,Cases,19174
Colorado Case Counts by County,Rio Blanco County,Cases,586
Colorado Case Counts by County,Rio Grande County,Cases,872
Colorado Case Counts by County,Routt County,Cases,2255
Colorado Case Counts by County,Saguache County,Cases,402
Colorado Case Counts by County,San Juan County,Cases,50
Colorado Case Counts by County,San Miguel County,Cases,900
Colorado Case Counts by County,Sedgwick County,Cases,235
Colorado Case Counts by County,Summit County,Cases,3738
Colorado Case Counts by County,Teller County,Cases,1847
Colorado Case Counts by County,Washington County,Cases,468
Colorado Case Counts by County,Weld County,Cases,32758
Colorado Case Counts by County,Yuma County,Cases,952
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.62
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.38
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.91
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.17
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.06
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.76
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.23
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.03
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.81
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.03
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.2
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.82
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.26
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.9
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.5
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.95
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.19
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,51.16
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.47
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,2.96
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,26.3
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.28
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,43.7
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.77
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,22.31
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.61
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,1.88
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,3.46
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,20.42
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,3.36
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.14
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,64.38
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.61
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,5.16
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Colorado Population,67.76
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Colorado Population,0.19
COVID-19 in Colorado by Race & Ethnicity,Note,Percent of cases and deaths by race and ethnicity compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Race & Ethnicity,Note,"Population Data: U.S. Census Bureau, 2018 American Community Survey 1-Year Estimates",NA
COVID-19 in Colorado by Sex,Female,Percent of Cases,49.74
COVID-19 in Colorado by Sex,Female to Male,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Male,Percent of Cases,49.04
