description,attribute,metric,value
State Data,Statewide,Cases,418695
State Data,Statewide,Hospitalizations,23101
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2522901
State Data,Statewide,Test Encounters,5960772
State Data,Statewide,Deaths Among Cases,5878
State Data,Statewide,Deaths Due to COVID-19,5719
State Data,Statewide,Outbreaks,3797
State Data,Statewide,Rate Per 100000,7264
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,47502
Colorado Case Counts by County,Alamosa County,Cases,1248
Colorado Case Counts by County,Arapahoe County,Cases,47418
Colorado Case Counts by County,Archuleta County,Cases,629
Colorado Case Counts by County,Baca County,Cases,270
Colorado Case Counts by County,Bent County,Cases,1469
Colorado Case Counts by County,Boulder County,Cases,18369
Colorado Case Counts by County,Broomfield County,Cases,3636
Colorado Case Counts by County,Chaffee County,Cases,1408
Colorado Case Counts by County,Cheyenne County,Cases,125
Colorado Case Counts by County,Clear Creek County,Cases,356
Colorado Case Counts by County,Conejos County,Cases,428
Colorado Case Counts by County,Costilla County,Cases,178
Colorado Case Counts by County,Crowley County,Cases,1954
Colorado Case Counts by County,Custer County,Cases,164
Colorado Case Counts by County,Delta County,Cases,2436
Colorado Case Counts by County,Denver County,Cases,58311
Colorado Case Counts by County,Dolores County,Cases,66
Colorado Case Counts by County,Douglas County,Cases,20646
Colorado Case Counts by County,Eagle County,Cases,4860
Colorado Case Counts by County,El Paso County,Cases,50690
Colorado Case Counts by County,Elbert County,Cases,1250
Colorado Case Counts by County,Fremont County,Cases,5390
Colorado Case Counts by County,Garfield County,Cases,5010
Colorado Case Counts by County,Gilpin County,Cases,164
Colorado Case Counts by County,Grand County,Cases,1226
Colorado Case Counts by County,Gunnison County,Cases,1181
Colorado Case Counts by County,Hinsdale County,Cases,17
Colorado Case Counts by County,Huerfano County,Cases,299
Colorado Case Counts by County,International,Cases,47
Colorado Case Counts by County,Jackson County,Cases,51
Colorado Case Counts by County,Jefferson County,Cases,36348
Colorado Case Counts by County,Kiowa County,Cases,91
Colorado Case Counts by County,Kit Carson County,Cases,524
Colorado Case Counts by County,La Plata County,Cases,2865
Colorado Case Counts by County,Lake County,Cases,650
Colorado Case Counts by County,Larimer County,Cases,19382
Colorado Case Counts by County,Las Animas County,Cases,980
Colorado Case Counts by County,Lincoln County,Cases,989
Colorado Case Counts by County,Logan County,Cases,3704
Colorado Case Counts by County,Mesa County,Cases,13038
Colorado Case Counts by County,Mineral County,Cases,62
Colorado Case Counts by County,Moffat County,Cases,655
Colorado Case Counts by County,Montezuma County,Cases,1698
Colorado Case Counts by County,Montrose County,Cases,3184
Colorado Case Counts by County,Morgan County,Cases,2413
Colorado Case Counts by County,Otero County,Cases,1831
Colorado Case Counts by County,Ouray County,Cases,242
Colorado Case Counts by County,Park County,Cases,534
Colorado Case Counts by County,Phillips County,Cases,333
Colorado Case Counts by County,Pitkin County,Cases,1932
Colorado Case Counts by County,Prowers County,Cases,1156
Colorado Case Counts by County,Pueblo County,Cases,14853
Colorado Case Counts by County,Rio Blanco County,Cases,452
Colorado Case Counts by County,Rio Grande County,Cases,675
Colorado Case Counts by County,Routt County,Cases,1818
Colorado Case Counts by County,Saguache County,Cases,311
Colorado Case Counts by County,San Juan County,Cases,41
Colorado Case Counts by County,San Miguel County,Cases,797
Colorado Case Counts by County,Sedgwick County,Cases,191
Colorado Case Counts by County,Summit County,Cases,2941
Colorado Case Counts by County,Teller County,Cases,1240
Colorado Case Counts by County,Washington County,Cases,375
Colorado Case Counts by County,Weld County,Cases,24895
Colorado Case Counts by County,Yuma County,Cases,697
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.11
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,11.06
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.79
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.08
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.18
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.12
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.75
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.56
COVID-19 in Colorado by Age Group,80+,Percent of Cases,3.3
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.04
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.02
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.12
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.71
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.9
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.47
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,5.63
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.22
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.12
