description,attribute,metric,value
State Data,Statewide,Cases,919112
State Data,Statewide,Hospitalizations,50731
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,4321115
State Data,Statewide,Test Encounters,14153698
State Data,Statewide,Deaths Among Cases,10240
State Data,Statewide,Deaths Due to COVID-19,10534
State Data,Statewide,Outbreaks,7201
State Data,Statewide,Rate Per 100000,15945.8
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,92569
Colorado Case Counts by County,Alamosa County,Cases,3087
Colorado Case Counts by County,Arapahoe County,Cases,100392
Colorado Case Counts by County,Archuleta County,Cases,2063
Colorado Case Counts by County,Baca County,Cases,590
Colorado Case Counts by County,Bent County,Cases,1954
Colorado Case Counts by County,Boulder County,Cases,39242
Colorado Case Counts by County,Broomfield County,Cases,8634
Colorado Case Counts by County,Chaffee County,Cases,2852
Colorado Case Counts by County,Cheyenne County,Cases,248
Colorado Case Counts by County,Clear Creek County,Cases,986
Colorado Case Counts by County,Conejos County,Cases,1192
Colorado Case Counts by County,Costilla County,Cases,439
Colorado Case Counts by County,Crowley County,Cases,2497
Colorado Case Counts by County,Custer County,Cases,491
Colorado Case Counts by County,Delta County,Cases,4788
Colorado Case Counts by County,Denver County,Cases,115575
Colorado Case Counts by County,Dolores County,Cases,286
Colorado Case Counts by County,Douglas County,Cases,51065
Colorado Case Counts by County,Eagle County,Cases,11515
Colorado Case Counts by County,El Paso County,Cases,124649
Colorado Case Counts by County,Elbert County,Cases,3303
Colorado Case Counts by County,Fremont County,Cases,10596
Colorado Case Counts by County,Garfield County,Cases,9808
Colorado Case Counts by County,Gilpin County,Cases,611
Colorado Case Counts by County,Grand County,Cases,2530
Colorado Case Counts by County,Gunnison County,Cases,2128
Colorado Case Counts by County,Hinsdale County,Cases,69
Colorado Case Counts by County,Huerfano County,Cases,926
Colorado Case Counts by County,International,Cases,116
Colorado Case Counts by County,Jackson County,Cases,127
Colorado Case Counts by County,Jefferson County,Cases,81365
Colorado Case Counts by County,Kiowa County,Cases,279
Colorado Case Counts by County,Kit Carson County,Cases,1272
Colorado Case Counts by County,La Plata County,Cases,7673
Colorado Case Counts by County,Lake County,Cases,1271
Colorado Case Counts by County,Larimer County,Cases,49744
Colorado Case Counts by County,Las Animas County,Cases,2386
Colorado Case Counts by County,Lincoln County,Cases,1435
Colorado Case Counts by County,Logan County,Cases,5331
Colorado Case Counts by County,Mesa County,Cases,30333
Colorado Case Counts by County,Mineral County,Cases,152
Colorado Case Counts by County,Moffat County,Cases,2267
Colorado Case Counts by County,Montezuma County,Cases,4225
Colorado Case Counts by County,Montrose County,Cases,7025
Colorado Case Counts by County,Morgan County,Cases,4242
Colorado Case Counts by County,Otero County,Cases,3357
Colorado Case Counts by County,Ouray County,Cases,596
Colorado Case Counts by County,Park County,Cases,1949
Colorado Case Counts by County,Phillips County,Cases,616
Colorado Case Counts by County,Pitkin County,Cases,4129
Colorado Case Counts by County,Prowers County,Cases,2042
Colorado Case Counts by County,Pueblo County,Cases,31496
Colorado Case Counts by County,Rio Blanco County,Cases,1287
Colorado Case Counts by County,Rio Grande County,Cases,1967
Colorado Case Counts by County,Routt County,Cases,4304
Colorado Case Counts by County,Saguache County,Cases,840
Colorado Case Counts by County,San Juan County,Cases,121
Colorado Case Counts by County,San Miguel County,Cases,1590
Colorado Case Counts by County,Sedgwick County,Cases,365
Colorado Case Counts by County,Summit County,Cases,6873
Colorado Case Counts by County,Teller County,Cases,3542
Colorado Case Counts by County,Washington County,Cases,772
Colorado Case Counts by County,Weld County,Cases,57460
Colorado Case Counts by County,Yuma County,Cases,1478
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,6.6
