description,attribute,metric,value
State Data,Statewide,Cases,542405
State Data,Statewide,Hospitalizations,30170
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3053341
State Data,Statewide,Test Encounters,8545369
State Data,Statewide,Deaths Among Cases,6576
State Data,Statewide,Deaths Due to COVID-19,6718
State Data,Statewide,Outbreaks,5406
State Data,Statewide,Rate Per 100000,9410.26
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,59705
Colorado Case Counts by County,Alamosa County,Cases,1681
Colorado Case Counts by County,Arapahoe County,Cases,61397
Colorado Case Counts by County,Archuleta County,Cases,985
Colorado Case Counts by County,Baca County,Cases,315
Colorado Case Counts by County,Bent County,Cases,1542
Colorado Case Counts by County,Boulder County,Cases,23658
Colorado Case Counts by County,Broomfield County,Cases,4874
Colorado Case Counts by County,Chaffee County,Cases,1723
Colorado Case Counts by County,Cheyenne County,Cases,130
Colorado Case Counts by County,Clear Creek County,Cases,462
Colorado Case Counts by County,Conejos County,Cases,668
Colorado Case Counts by County,Costilla County,Cases,246
Colorado Case Counts by County,Crowley County,Cases,2206
Colorado Case Counts by County,Custer County,Cases,205
Colorado Case Counts by County,Delta County,Cases,2771
Colorado Case Counts by County,Denver County,Cases,73055
Colorado Case Counts by County,Dolores County,Cases,111
Colorado Case Counts by County,Douglas County,Cases,29499
Colorado Case Counts by County,Eagle County,Cases,6321
Colorado Case Counts by County,El Paso County,Cases,70244
Colorado Case Counts by County,Elbert County,Cases,1805
Colorado Case Counts by County,Fremont County,Cases,6437
Colorado Case Counts by County,Garfield County,Cases,5942
Colorado Case Counts by County,Gilpin County,Cases,266
Colorado Case Counts by County,Grand County,Cases,1483
Colorado Case Counts by County,Gunnison County,Cases,1349
Colorado Case Counts by County,Hinsdale County,Cases,18
Colorado Case Counts by County,Huerfano County,Cases,425
Colorado Case Counts by County,International,Cases,71
Colorado Case Counts by County,Jackson County,Cases,63
Colorado Case Counts by County,Jefferson County,Cases,47914
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,628
Colorado Case Counts by County,La Plata County,Cases,4026
Colorado Case Counts by County,Lake County,Cases,808
Colorado Case Counts by County,Larimer County,Cases,26942
Colorado Case Counts by County,Las Animas County,Cases,1148
Colorado Case Counts by County,Lincoln County,Cases,1031
Colorado Case Counts by County,Logan County,Cases,4011
Colorado Case Counts by County,Mesa County,Cases,15739
Colorado Case Counts by County,Mineral County,Cases,93
Colorado Case Counts by County,Moffat County,Cases,827
Colorado Case Counts by County,Montezuma County,Cases,1991
Colorado Case Counts by County,Montrose County,Cases,3588
Colorado Case Counts by County,Morgan County,Cases,2706
Colorado Case Counts by County,Otero County,Cases,2053
Colorado Case Counts by County,Ouray County,Cases,288
Colorado Case Counts by County,Park County,Cases,803
Colorado Case Counts by County,Phillips County,Cases,392
Colorado Case Counts by County,Pitkin County,Cases,2598
Colorado Case Counts by County,Prowers County,Cases,1262
Colorado Case Counts by County,Pueblo County,Cases,19079
Colorado Case Counts by County,Rio Blanco County,Cases,585
Colorado Case Counts by County,Rio Grande County,Cases,843
Colorado Case Counts by County,Routt County,Cases,2250
Colorado Case Counts by County,Saguache County,Cases,399
Colorado Case Counts by County,San Juan County,Cases,49
Colorado Case Counts by County,San Miguel County,Cases,887
Colorado Case Counts by County,Sedgwick County,Cases,234
Colorado Case Counts by County,Summit County,Cases,3735
Colorado Case Counts by County,Teller County,Cases,1821
Colorado Case Counts by County,Washington County,Cases,463
Colorado Case Counts by County,Weld County,Cases,32522
Colorado Case Counts by County,Yuma County,Cases,938
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.61
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.36
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.93
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.16
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.06
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.77
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.23
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.03
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.82
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.03
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.21
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.82
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.25
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.87
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.51
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.88
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.16
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,51.26
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.48
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,2.95
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,26.32
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.28
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,43.61
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.77
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,22.38
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.61
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,1.89
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,3.45
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,20.39
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,3.28
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.14
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,64.45
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.61
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,5.19
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
