description,attribute,metric,value
State Data,Statewide,Cases,584462
State Data,Statewide,Hospitalizations,33290
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3321163
State Data,Statewide,Test Encounters,9639288
State Data,Statewide,Deaths Among Cases,6998
State Data,Statewide,Deaths Due to COVID-19,7262
State Data,Statewide,Outbreaks,5623
State Data,Statewide,Rate Per 100000,10139.91
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,63256
Colorado Case Counts by County,Alamosa County,Cases,1830
Colorado Case Counts by County,Arapahoe County,Cases,65454
Colorado Case Counts by County,Archuleta County,Cases,1173
Colorado Case Counts by County,Baca County,Cases,333
Colorado Case Counts by County,Bent County,Cases,1550
Colorado Case Counts by County,Boulder County,Cases,25134
Colorado Case Counts by County,Broomfield County,Cases,5291
Colorado Case Counts by County,Chaffee County,Cases,1859
Colorado Case Counts by County,Cheyenne County,Cases,134
Colorado Case Counts by County,Clear Creek County,Cases,522
Colorado Case Counts by County,Conejos County,Cases,768
Colorado Case Counts by County,Costilla County,Cases,259
Colorado Case Counts by County,Crowley County,Cases,2220
Colorado Case Counts by County,Custer County,Cases,240
Colorado Case Counts by County,Delta County,Cases,3157
Colorado Case Counts by County,Denver County,Cases,77287
Colorado Case Counts by County,Dolores County,Cases,134
Colorado Case Counts by County,Douglas County,Cases,31975
Colorado Case Counts by County,Eagle County,Cases,6645
Colorado Case Counts by County,El Paso County,Cases,77888
Colorado Case Counts by County,Elbert County,Cases,1978
Colorado Case Counts by County,Fremont County,Cases,6702
Colorado Case Counts by County,Garfield County,Cases,6554
Colorado Case Counts by County,Gilpin County,Cases,298
Colorado Case Counts by County,Grand County,Cases,1552
Colorado Case Counts by County,Gunnison County,Cases,1449
Colorado Case Counts by County,Hinsdale County,Cases,36
Colorado Case Counts by County,Huerfano County,Cases,462
Colorado Case Counts by County,International,Cases,84
Colorado Case Counts by County,Jackson County,Cases,69
Colorado Case Counts by County,Jefferson County,Cases,51000
Colorado Case Counts by County,Kiowa County,Cases,97
Colorado Case Counts by County,Kit Carson County,Cases,678
Colorado Case Counts by County,La Plata County,Cases,4396
Colorado Case Counts by County,Lake County,Cases,859
Colorado Case Counts by County,Larimer County,Cases,29396
Colorado Case Counts by County,Las Animas County,Cases,1307
Colorado Case Counts by County,Lincoln County,Cases,1052
Colorado Case Counts by County,Logan County,Cases,4093
Colorado Case Counts by County,Mesa County,Cases,18485
Colorado Case Counts by County,Mineral County,Cases,100
Colorado Case Counts by County,Moffat County,Cases,1238
Colorado Case Counts by County,Montezuma County,Cases,2199
Colorado Case Counts by County,Montrose County,Cases,4090
Colorado Case Counts by County,Morgan County,Cases,2793
Colorado Case Counts by County,Otero County,Cases,2110
Colorado Case Counts by County,Ouray County,Cases,319
Colorado Case Counts by County,Park County,Cases,917
Colorado Case Counts by County,Phillips County,Cases,406
Colorado Case Counts by County,Pitkin County,Cases,2724
Colorado Case Counts by County,Prowers County,Cases,1313
Colorado Case Counts by County,Pueblo County,Cases,20137
Colorado Case Counts by County,Rio Blanco County,Cases,707
Colorado Case Counts by County,Rio Grande County,Cases,970
Colorado Case Counts by County,Routt County,Cases,2468
Colorado Case Counts by County,Saguache County,Cases,478
Colorado Case Counts by County,San Juan County,Cases,56
Colorado Case Counts by County,San Miguel County,Cases,963
Colorado Case Counts by County,Sedgwick County,Cases,240
Colorado Case Counts by County,Summit County,Cases,4062
Colorado Case Counts by County,Teller County,Cases,2016
Colorado Case Counts by County,Washington County,Cases,479
Colorado Case Counts by County,Weld County,Cases,35035
Colorado Case Counts by County,Yuma County,Cases,986
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.79
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.35
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.85
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.27
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.01
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.69
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.22
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.03
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.77
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.04
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.21
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.86
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.29
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,3.04
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.74
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,13.26
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.22
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,50.33
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
