description,attribute,metric,value
State Data,Statewide,Cases,870433
State Data,Statewide,Hospitalizations,49744
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,4231153
State Data,Statewide,Test Encounters,13754985
State Data,Statewide,Deaths Among Cases,9918
State Data,Statewide,Deaths Due to COVID-19,10214
State Data,Statewide,Outbreaks,7088
State Data,Statewide,Rate Per 100000,15101.26
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,88493
Colorado Case Counts by County,Alamosa County,Cases,3032
Colorado Case Counts by County,Arapahoe County,Cases,93792
Colorado Case Counts by County,Archuleta County,Cases,2001
Colorado Case Counts by County,Baca County,Cases,582
Colorado Case Counts by County,Bent County,Cases,1942
Colorado Case Counts by County,Boulder County,Cases,36384
Colorado Case Counts by County,Broomfield County,Cases,8028
Colorado Case Counts by County,Chaffee County,Cases,2783
Colorado Case Counts by County,Cheyenne County,Cases,244
Colorado Case Counts by County,Clear Creek County,Cases,935
Colorado Case Counts by County,Conejos County,Cases,1176
Colorado Case Counts by County,Costilla County,Cases,438
Colorado Case Counts by County,Crowley County,Cases,2491
Colorado Case Counts by County,Custer County,Cases,484
Colorado Case Counts by County,Delta County,Cases,4740
Colorado Case Counts by County,Denver County,Cases,106747
Colorado Case Counts by County,Dolores County,Cases,274
Colorado Case Counts by County,Douglas County,Cases,47865
Colorado Case Counts by County,Eagle County,Cases,9714
Colorado Case Counts by County,El Paso County,Cases,119772
Colorado Case Counts by County,Elbert County,Cases,3157
Colorado Case Counts by County,Fremont County,Cases,10461
Colorado Case Counts by County,Garfield County,Cases,9283
Colorado Case Counts by County,Gilpin County,Cases,560
Colorado Case Counts by County,Grand County,Cases,2388
Colorado Case Counts by County,Gunnison County,Cases,2068
Colorado Case Counts by County,Hinsdale County,Cases,68
Colorado Case Counts by County,Huerfano County,Cases,904
Colorado Case Counts by County,International,Cases,110
Colorado Case Counts by County,Jackson County,Cases,125
Colorado Case Counts by County,Jefferson County,Cases,76732
Colorado Case Counts by County,Kiowa County,Cases,278
Colorado Case Counts by County,Kit Carson County,Cases,1235
Colorado Case Counts by County,La Plata County,Cases,7327
Colorado Case Counts by County,Lake County,Cases,1231
Colorado Case Counts by County,Larimer County,Cases,47444
Colorado Case Counts by County,Las Animas County,Cases,2319
Colorado Case Counts by County,Lincoln County,Cases,1419
Colorado Case Counts by County,Logan County,Cases,5233
Colorado Case Counts by County,Mesa County,Cases,29542
Colorado Case Counts by County,Mineral County,Cases,151
Colorado Case Counts by County,Moffat County,Cases,2242
Colorado Case Counts by County,Montezuma County,Cases,4156
Colorado Case Counts by County,Montrose County,Cases,6919
Colorado Case Counts by County,Morgan County,Cases,4167
Colorado Case Counts by County,Otero County,Cases,3310
Colorado Case Counts by County,Ouray County,Cases,542
Colorado Case Counts by County,Park County,Cases,1823
Colorado Case Counts by County,Phillips County,Cases,602
Colorado Case Counts by County,Pitkin County,Cases,3399
Colorado Case Counts by County,Prowers County,Cases,2026
Colorado Case Counts by County,Pueblo County,Cases,30739
Colorado Case Counts by County,Rio Blanco County,Cases,1260
Colorado Case Counts by County,Rio Grande County,Cases,1932
Colorado Case Counts by County,Routt County,Cases,3938
Colorado Case Counts by County,Saguache County,Cases,829
Colorado Case Counts by County,San Juan County,Cases,108
Colorado Case Counts by County,San Miguel County,Cases,1322
Colorado Case Counts by County,Sedgwick County,Cases,364
Colorado Case Counts by County,Summit County,Cases,5613
Colorado Case Counts by County,Teller County,Cases,3464
Colorado Case Counts by County,Washington County,Cases,762
Colorado Case Counts by County,Weld County,Cases,55518
Colorado Case Counts by County,Yuma County,Cases,1446
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,6.62
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.71
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,20.06
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.39
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,14.76
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.25
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.39
