description,attribute,metric,value
State Data,Statewide,Cases,971525
State Data,Statewide,Hospitalizations,51136
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,4384043
State Data,Statewide,Test Encounters,14429826
State Data,Statewide,Deaths Among Cases,10354
State Data,Statewide,Deaths Due to COVID-19,10582
State Data,Statewide,Outbreaks,7302
State Data,Statewide,Rate Per 100000,16855.12
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,98088
Colorado Case Counts by County,Alamosa County,Cases,3176
Colorado Case Counts by County,Arapahoe County,Cases,108374
Colorado Case Counts by County,Archuleta County,Cases,2116
Colorado Case Counts by County,Baca County,Cases,596
Colorado Case Counts by County,Bent County,Cases,1963
Colorado Case Counts by County,Boulder County,Cases,41638
Colorado Case Counts by County,Broomfield County,Cases,9201
Colorado Case Counts by County,Chaffee County,Cases,3047
Colorado Case Counts by County,Cheyenne County,Cases,252
Colorado Case Counts by County,Clear Creek County,Cases,1061
Colorado Case Counts by County,Conejos County,Cases,1218
Colorado Case Counts by County,Costilla County,Cases,452
Colorado Case Counts by County,Crowley County,Cases,2524
Colorado Case Counts by County,Custer County,Cases,505
Colorado Case Counts by County,Delta County,Cases,4816
Colorado Case Counts by County,Denver County,Cases,124126
Colorado Case Counts by County,Dolores County,Cases,292
Colorado Case Counts by County,Douglas County,Cases,54487
Colorado Case Counts by County,Eagle County,Cases,12462
Colorado Case Counts by County,El Paso County,Cases,130428
