description,attribute,metric,value
State Data,Statewide,Cases,424677
State Data,Statewide,Hospitalizations,23385
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2558435
State Data,Statewide,Test Encounters,6119346
State Data,Statewide,Deaths Among Cases,5925
State Data,Statewide,Deaths Due to COVID-19,5860
State Data,Statewide,Outbreaks,3870
State Data,Statewide,Rate Per 100000,7367.78
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,48067
Colorado Case Counts by County,Alamosa County,Cases,1269
Colorado Case Counts by County,Arapahoe County,Cases,48075
Colorado Case Counts by County,Archuleta County,Cases,637
Colorado Case Counts by County,Baca County,Cases,271
Colorado Case Counts by County,Bent County,Cases,1478
Colorado Case Counts by County,Boulder County,Cases,18640
Colorado Case Counts by County,Broomfield County,Cases,3693
Colorado Case Counts by County,Chaffee County,Cases,1430
Colorado Case Counts by County,Cheyenne County,Cases,125
Colorado Case Counts by County,Clear Creek County,Cases,358
Colorado Case Counts by County,Conejos County,Cases,439
Colorado Case Counts by County,Costilla County,Cases,184
Colorado Case Counts by County,Crowley County,Cases,1961
Colorado Case Counts by County,Custer County,Cases,164
Colorado Case Counts by County,Delta County,Cases,2459
Colorado Case Counts by County,Denver County,Cases,59086
Colorado Case Counts by County,Dolores County,Cases,68
Colorado Case Counts by County,Douglas County,Cases,21048
Colorado Case Counts by County,Eagle County,Cases,4997
Colorado Case Counts by County,El Paso County,Cases,51543
Colorado Case Counts by County,Elbert County,Cases,1271
Colorado Case Counts by County,Fremont County,Cases,5427
Colorado Case Counts by County,Garfield County,Cases,5054
Colorado Case Counts by County,Gilpin County,Cases,168
Colorado Case Counts by County,Grand County,Cases,1259
Colorado Case Counts by County,Gunnison County,Cases,1199
Colorado Case Counts by County,Hinsdale County,Cases,17
Colorado Case Counts by County,Huerfano County,Cases,307
Colorado Case Counts by County,International,Cases,49
Colorado Case Counts by County,Jackson County,Cases,51
Colorado Case Counts by County,Jefferson County,Cases,36851
Colorado Case Counts by County,Kiowa County,Cases,91
Colorado Case Counts by County,Kit Carson County,Cases,533
Colorado Case Counts by County,La Plata County,Cases,2936
Colorado Case Counts by County,Lake County,Cases,656
Colorado Case Counts by County,Larimer County,Cases,19811
Colorado Case Counts by County,Las Animas County,Cases,988
Colorado Case Counts by County,Lincoln County,Cases,997
Colorado Case Counts by County,Logan County,Cases,3711
Colorado Case Counts by County,Mesa County,Cases,13179
Colorado Case Counts by County,Mineral County,Cases,61
Colorado Case Counts by County,Moffat County,Cases,662
Colorado Case Counts by County,Montezuma County,Cases,1719
Colorado Case Counts by County,Montrose County,Cases,3223
Colorado Case Counts by County,Morgan County,Cases,2416
Colorado Case Counts by County,Otero County,Cases,1850
Colorado Case Counts by County,Ouray County,Cases,253
Colorado Case Counts by County,Park County,Cases,545
Colorado Case Counts by County,Phillips County,Cases,335
Colorado Case Counts by County,Pitkin County,Cases,1962
Colorado Case Counts by County,Prowers County,Cases,1161
Colorado Case Counts by County,Pueblo County,Cases,14945
Colorado Case Counts by County,Rio Blanco County,Cases,462
Colorado Case Counts by County,Rio Grande County,Cases,692
Colorado Case Counts by County,Routt County,Cases,1859
Colorado Case Counts by County,Saguache County,Cases,318
Colorado Case Counts by County,San Juan County,Cases,42
Colorado Case Counts by County,San Miguel County,Cases,808
Colorado Case Counts by County,Sedgwick County,Cases,191
Colorado Case Counts by County,Summit County,Cases,3000
Colorado Case Counts by County,Teller County,Cases,1260
Colorado Case Counts by County,Washington County,Cases,379
Colorado Case Counts by County,Weld County,Cases,25283
Colorado Case Counts by County,Yuma County,Cases,704
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.13
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,11.12
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.79
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.09
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.16
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.11
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.75
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.53
COVID-19 in Colorado by Age Group,80+,Percent of Cases,3.27
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.04
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.02
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.12
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.76
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.89
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.48
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,5.62
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.25
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.12
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,53.74
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
