description,attribute,metric,value
State Data,Statewide,Cases,771160
State Data,Statewide,Hospitalizations,44058
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3976672
State Data,Statewide,Test Encounters,12426667
State Data,Statewide,Deaths Among Cases,8520
State Data,Statewide,Deaths Due to COVID-19,8754
State Data,Statewide,Outbreaks,6601
State Data,Statewide,Rate Per 100000,13378.96
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,78874
Colorado Case Counts by County,Alamosa County,Cases,2646
Colorado Case Counts by County,Arapahoe County,Cases,83061
Colorado Case Counts by County,Archuleta County,Cases,1620
Colorado Case Counts by County,Baca County,Cases,509
Colorado Case Counts by County,Bent County,Cases,1780
Colorado Case Counts by County,Boulder County,Cases,32325
Colorado Case Counts by County,Broomfield County,Cases,7033
Colorado Case Counts by County,Chaffee County,Cases,2457
Colorado Case Counts by County,Cheyenne County,Cases,195
Colorado Case Counts by County,Clear Creek County,Cases,811
Colorado Case Counts by County,Conejos County,Cases,1061
Colorado Case Counts by County,Costilla County,Cases,403
Colorado Case Counts by County,Crowley County,Cases,2422
Colorado Case Counts by County,Custer County,Cases,420
Colorado Case Counts by County,Delta County,Cases,4263
Colorado Case Counts by County,Denver County,Cases,95406
Colorado Case Counts by County,Dolores County,Cases,242
Colorado Case Counts by County,Douglas County,Cases,42360
Colorado Case Counts by County,Eagle County,Cases,8765
Colorado Case Counts by County,El Paso County,Cases,106790
Colorado Case Counts by County,Elbert County,Cases,2841
Colorado Case Counts by County,Fremont County,Cases,9161
Colorado Case Counts by County,Garfield County,Cases,8256
Colorado Case Counts by County,Gilpin County,Cases,487
Colorado Case Counts by County,Grand County,Cases,2201
Colorado Case Counts by County,Gunnison County,Cases,1879
Colorado Case Counts by County,Hinsdale County,Cases,62
Colorado Case Counts by County,Huerfano County,Cases,728
Colorado Case Counts by County,International,Cases,99
Colorado Case Counts by County,Jackson County,Cases,116
Colorado Case Counts by County,Jefferson County,Cases,66827
Colorado Case Counts by County,Kiowa County,Cases,236
Colorado Case Counts by County,Kit Carson County,Cases,1026
Colorado Case Counts by County,La Plata County,Cases,6252
Colorado Case Counts by County,Lake County,Cases,1073
Colorado Case Counts by County,Larimer County,Cases,41749
Colorado Case Counts by County,Las Animas County,Cases,1967
Colorado Case Counts by County,Lincoln County,Cases,1335
Colorado Case Counts by County,Logan County,Cases,4880
Colorado Case Counts by County,Mesa County,Cases,25582
Colorado Case Counts by County,Mineral County,Cases,137
Colorado Case Counts by County,Moffat County,Cases,2053
Colorado Case Counts by County,Montezuma County,Cases,3539
Colorado Case Counts by County,Montrose County,Cases,6042
Colorado Case Counts by County,Morgan County,Cases,3644
Colorado Case Counts by County,Otero County,Cases,2856
Colorado Case Counts by County,Ouray County,Cases,482
Colorado Case Counts by County,Park County,Cases,1535
Colorado Case Counts by County,Phillips County,Cases,542
Colorado Case Counts by County,Pitkin County,Cases,3190
Colorado Case Counts by County,Prowers County,Cases,1783
Colorado Case Counts by County,Pueblo County,Cases,27212
Colorado Case Counts by County,Rio Blanco County,Cases,1114
Colorado Case Counts by County,Rio Grande County,Cases,1612
Colorado Case Counts by County,Routt County,Cases,3604
Colorado Case Counts by County,Saguache County,Cases,726
Colorado Case Counts by County,San Juan County,Cases,104
Colorado Case Counts by County,San Miguel County,Cases,1207
Colorado Case Counts by County,Sedgwick County,Cases,338
Colorado Case Counts by County,Summit County,Cases,4966
Colorado Case Counts by County,Teller County,Cases,3040
Colorado Case Counts by County,Washington County,Cases,712
Colorado Case Counts by County,Weld County,Cases,49219
Colorado Case Counts by County,Yuma County,Cases,1303
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,6.07
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.78
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,20.5
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.31
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,14.81
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.32
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.34
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.18
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.68
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.01
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.06
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.19
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.88
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.54
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,3.72
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,7.51
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,14.65
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.18
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,47.28
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.46
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,3
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,24.45
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.81
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.26
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,47.66
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.82
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,19.97
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.61
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,1.71
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,3.26
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,19.92
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,3.35
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.14
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,65.81
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.82
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,4.38
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Colorado Population,67.76
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Colorado Population,0.19
COVID-19 in Colorado by Race & Ethnicity,Note,Percent of cases and deaths by race and ethnicity compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Race & Ethnicity,Note,"Population Data: U.S. Census Bureau, 2018 American Community Survey 1-Year Estimates",NA
COVID-19 in Colorado by Sex,Female,Percent of Cases,49.93
COVID-19 in Colorado by Sex,Female to Male,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Male,Percent of Cases,48.46
COVID-19 in Colorado by Sex,Male to Female,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Unknown,Percent of Cases,1.59
COVID-19 in Colorado by Sex,Female,Percent of Deaths,44.72
COVID-19 in Colorado by Sex,Male,Percent of Deaths,55.11
COVID-19 in Colorado by Sex,Male to Female,Percent of Deaths,0.02
COVID-19 in Colorado by Sex,Unknown,Percent of Deaths,0.15
Case Status for Cases & Deaths,Confirmed,Number of Cases,707868
Case Status for Cases & Deaths,Confirmed,Percent of Cases,0.92
Case Status for Cases & Deaths,Confirmed,Number of Deaths,7578
Case Status for Cases & Deaths,Confirmed,Percent of Deaths,0.89
Case Status for Cases & Deaths,Probable,Number of Cases,63292
Case Status for Cases & Deaths,Probable,Percent of Cases,0.08
Case Status for Cases & Deaths,Probable,Number of Deaths,942
Case Status for Cases & Deaths,Probable,Percent of Deaths,0.11
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-03,Three-Day Moving Average Of Cases,0.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-04,Three-Day Moving Average Of Cases,0
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-05,Three-Day Moving Average Of Cases,2.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-06,Three-Day Moving Average Of Cases,2.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-07,Three-Day Moving Average Of Cases,3.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-08,Three-Day Moving Average Of Cases,1.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-09,Three-Day Moving Average Of Cases,3
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-10,Three-Day Moving Average Of Cases,4.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-11,Three-Day Moving Average Of Cases,10.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-12,Three-Day Moving Average Of Cases,12.33
