description,attribute,metric,value
State Data,Statewide,Cases,536969
State Data,Statewide,Hospitalizations,29779
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3025026
State Data,Statewide,Test Encounters,8394324
State Data,Statewide,Deaths Among Cases,6503
State Data,Statewide,Deaths Due to COVID-19,6632
State Data,Statewide,Outbreaks,5344
State Data,Statewide,Rate Per 100000,9315.95
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,59264
Colorado Case Counts by County,Alamosa County,Cases,1637
Colorado Case Counts by County,Arapahoe County,Cases,60848
Colorado Case Counts by County,Archuleta County,Cases,973
Colorado Case Counts by County,Baca County,Cases,314
Colorado Case Counts by County,Bent County,Cases,1539
Colorado Case Counts by County,Boulder County,Cases,23496
Colorado Case Counts by County,Broomfield County,Cases,4853
Colorado Case Counts by County,Chaffee County,Cases,1700
Colorado Case Counts by County,Cheyenne County,Cases,128
Colorado Case Counts by County,Clear Creek County,Cases,456
Colorado Case Counts by County,Conejos County,Cases,645
Colorado Case Counts by County,Costilla County,Cases,237
Colorado Case Counts by County,Crowley County,Cases,2201
Colorado Case Counts by County,Custer County,Cases,201
Colorado Case Counts by County,Delta County,Cases,2753
Colorado Case Counts by County,Denver County,Cases,72655
Colorado Case Counts by County,Dolores County,Cases,109
Colorado Case Counts by County,Douglas County,Cases,29210
Colorado Case Counts by County,Eagle County,Cases,6315
Colorado Case Counts by County,El Paso County,Cases,68836
Colorado Case Counts by County,Elbert County,Cases,1780
Colorado Case Counts by County,Fremont County,Cases,6344
Colorado Case Counts by County,Garfield County,Cases,5888
Colorado Case Counts by County,Gilpin County,Cases,256
Colorado Case Counts by County,Grand County,Cases,1479
Colorado Case Counts by County,Gunnison County,Cases,1349
Colorado Case Counts by County,Hinsdale County,Cases,19
Colorado Case Counts by County,Huerfano County,Cases,422
Colorado Case Counts by County,International,Cases,68
Colorado Case Counts by County,Jackson County,Cases,62
Colorado Case Counts by County,Jefferson County,Cases,47571
Colorado Case Counts by County,Kiowa County,Cases,95
Colorado Case Counts by County,Kit Carson County,Cases,627
Colorado Case Counts by County,La Plata County,Cases,3996
Colorado Case Counts by County,Lake County,Cases,796
Colorado Case Counts by County,Larimer County,Cases,26740
Colorado Case Counts by County,Las Animas County,Cases,1140
Colorado Case Counts by County,Lincoln County,Cases,1031
Colorado Case Counts by County,Logan County,Cases,3996
Colorado Case Counts by County,Mesa County,Cases,15346
Colorado Case Counts by County,Mineral County,Cases,93
Colorado Case Counts by County,Moffat County,Cases,800
Colorado Case Counts by County,Montezuma County,Cases,1962
Colorado Case Counts by County,Montrose County,Cases,3540
Colorado Case Counts by County,Morgan County,Cases,2692
Colorado Case Counts by County,Otero County,Cases,2040
Colorado Case Counts by County,Ouray County,Cases,284
Colorado Case Counts by County,Park County,Cases,788
Colorado Case Counts by County,Phillips County,Cases,387
Colorado Case Counts by County,Pitkin County,Cases,2591
Colorado Case Counts by County,Prowers County,Cases,1259
Colorado Case Counts by County,Pueblo County,Cases,18884
Colorado Case Counts by County,Rio Blanco County,Cases,580
Colorado Case Counts by County,Rio Grande County,Cases,835
Colorado Case Counts by County,Routt County,Cases,2237
Colorado Case Counts by County,Saguache County,Cases,396
Colorado Case Counts by County,San Juan County,Cases,47
Colorado Case Counts by County,San Miguel County,Cases,882
Colorado Case Counts by County,Sedgwick County,Cases,233
Colorado Case Counts by County,Summit County,Cases,3717
Colorado Case Counts by County,Teller County,Cases,1787
Colorado Case Counts by County,Washington County,Cases,462
Colorado Case Counts by County,Weld County,Cases,32174
Colorado Case Counts by County,Yuma County,Cases,924
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,4.59
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.32
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.94
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.17
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.07
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.8
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.24
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.03
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.83
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.03
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.17
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.82
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.21
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.86
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.43
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.75
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.16
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,51.58
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.47
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,2.94
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,26.35
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.64
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.28
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,43.51
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.77
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,22.47
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.58
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,1.91
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,3.41
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,20.41
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,3.23
