description,attribute,metric,value
State Data,Statewide,Cases,750251
State Data,Statewide,Hospitalizations,42775
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3925743
State Data,Statewide,Test Encounters,12179674
State Data,Statewide,Deaths Among Cases,8292
State Data,Statewide,Deaths Due to COVID-19,8577
State Data,Statewide,Outbreaks,6502
State Data,Statewide,Rate Per 100000,13016.21
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,77119
Colorado Case Counts by County,Alamosa County,Cases,2533
Colorado Case Counts by County,Arapahoe County,Cases,81127
Colorado Case Counts by County,Archuleta County,Cases,1538
Colorado Case Counts by County,Baca County,Cases,475
Colorado Case Counts by County,Bent County,Cases,1752
Colorado Case Counts by County,Boulder County,Cases,31441
Colorado Case Counts by County,Broomfield County,Cases,6831
Colorado Case Counts by County,Chaffee County,Cases,2349
Colorado Case Counts by County,Cheyenne County,Cases,186
Colorado Case Counts by County,Clear Creek County,Cases,793
Colorado Case Counts by County,Conejos County,Cases,1031
Colorado Case Counts by County,Costilla County,Cases,392
Colorado Case Counts by County,Crowley County,Cases,2399
Colorado Case Counts by County,Custer County,Cases,405
Colorado Case Counts by County,Delta County,Cases,4118
Colorado Case Counts by County,Denver County,Cases,93244
Colorado Case Counts by County,Dolores County,Cases,239
Colorado Case Counts by County,Douglas County,Cases,41307
Colorado Case Counts by County,Eagle County,Cases,8500
Colorado Case Counts by County,El Paso County,Cases,103867
Colorado Case Counts by County,Elbert County,Cases,2787
Colorado Case Counts by County,Fremont County,Cases,8800
Colorado Case Counts by County,Garfield County,Cases,8105
Colorado Case Counts by County,Gilpin County,Cases,461
Colorado Case Counts by County,Grand County,Cases,2176
Colorado Case Counts by County,Gunnison County,Cases,1847
Colorado Case Counts by County,Hinsdale County,Cases,60
Colorado Case Counts by County,Huerfano County,Cases,688
Colorado Case Counts by County,International,Cases,98
Colorado Case Counts by County,Jackson County,Cases,114
Colorado Case Counts by County,Jefferson County,Cases,64916
Colorado Case Counts by County,Kiowa County,Cases,234
Colorado Case Counts by County,Kit Carson County,Cases,1003
Colorado Case Counts by County,La Plata County,Cases,6027
Colorado Case Counts by County,Lake County,Cases,1056
Colorado Case Counts by County,Larimer County,Cases,40408
Colorado Case Counts by County,Las Animas County,Cases,1897
Colorado Case Counts by County,Lincoln County,Cases,1331
Colorado Case Counts by County,Logan County,Cases,4796
Colorado Case Counts by County,Mesa County,Cases,24675
Colorado Case Counts by County,Mineral County,Cases,130
Colorado Case Counts by County,Moffat County,Cases,2002
Colorado Case Counts by County,Montezuma County,Cases,3383
Colorado Case Counts by County,Montrose County,Cases,5778
Colorado Case Counts by County,Morgan County,Cases,3529
Colorado Case Counts by County,Otero County,Cases,2740
Colorado Case Counts by County,Ouray County,Cases,467
Colorado Case Counts by County,Park County,Cases,1489
Colorado Case Counts by County,Phillips County,Cases,534
Colorado Case Counts by County,Pitkin County,Cases,3160
Colorado Case Counts by County,Prowers County,Cases,1730
Colorado Case Counts by County,Pueblo County,Cases,26175
Colorado Case Counts by County,Rio Blanco County,Cases,1068
Colorado Case Counts by County,Rio Grande County,Cases,1561
Colorado Case Counts by County,Routt County,Cases,3469
Colorado Case Counts by County,Saguache County,Cases,702
Colorado Case Counts by County,San Juan County,Cases,99
Colorado Case Counts by County,San Miguel County,Cases,1192
Colorado Case Counts by County,Sedgwick County,Cases,333
Colorado Case Counts by County,Summit County,Cases,4862
