description,attribute,metric,value
State Data,Statewide,Cases,832625
State Data,Statewide,Hospitalizations,47489
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,4124241
State Data,Statewide,Test Encounters,13168745
State Data,Statewide,Deaths Among Cases,9276
State Data,Statewide,Deaths Due to COVID-19,9521
State Data,Statewide,Outbreaks,6926
State Data,Statewide,Rate Per 100000,14445.32
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,84682
Colorado Case Counts by County,Alamosa County,Cases,2931
Colorado Case Counts by County,Arapahoe County,Cases,89392
Colorado Case Counts by County,Archuleta County,Cases,1892
Colorado Case Counts by County,Baca County,Cases,566
Colorado Case Counts by County,Bent County,Cases,1895
Colorado Case Counts by County,Boulder County,Cases,34731
Colorado Case Counts by County,Broomfield County,Cases,7630
Colorado Case Counts by County,Chaffee County,Cases,2704
Colorado Case Counts by County,Cheyenne County,Cases,236
Colorado Case Counts by County,Clear Creek County,Cases,895
Colorado Case Counts by County,Conejos County,Cases,1136
Colorado Case Counts by County,Costilla County,Cases,427
Colorado Case Counts by County,Crowley County,Cases,2473
Colorado Case Counts by County,Custer County,Cases,467
Colorado Case Counts by County,Delta County,Cases,4579
Colorado Case Counts by County,Denver County,Cases,102219
Colorado Case Counts by County,Dolores County,Cases,258
Colorado Case Counts by County,Douglas County,Cases,45847
Colorado Case Counts by County,Eagle County,Cases,9292
Colorado Case Counts by County,El Paso County,Cases,114989
Colorado Case Counts by County,Elbert County,Cases,3023
Colorado Case Counts by County,Fremont County,Cases,10008
Colorado Case Counts by County,Garfield County,Cases,8795
Colorado Case Counts by County,Gilpin County,Cases,531
Colorado Case Counts by County,Grand County,Cases,2301
Colorado Case Counts by County,Gunnison County,Cases,1991
Colorado Case Counts by County,Hinsdale County,Cases,65
Colorado Case Counts by County,Huerfano County,Cases,839
Colorado Case Counts by County,International,Cases,105
Colorado Case Counts by County,Jackson County,Cases,122
Colorado Case Counts by County,Jefferson County,Cases,73180
Colorado Case Counts by County,Kiowa County,Cases,266
Colorado Case Counts by County,Kit Carson County,Cases,1155
Colorado Case Counts by County,La Plata County,Cases,6962
Colorado Case Counts by County,Lake County,Cases,1136
Colorado Case Counts by County,Larimer County,Cases,45253
Colorado Case Counts by County,Las Animas County,Cases,2216
Colorado Case Counts by County,Lincoln County,Cases,1381
Colorado Case Counts by County,Logan County,Cases,5091
Colorado Case Counts by County,Mesa County,Cases,27976
Colorado Case Counts by County,Mineral County,Cases,148
Colorado Case Counts by County,Moffat County,Cases,2175
Colorado Case Counts by County,Montezuma County,Cases,3917
Colorado Case Counts by County,Montrose County,Cases,6677
Colorado Case Counts by County,Morgan County,Cases,3993
Colorado Case Counts by County,Otero County,Cases,3208
Colorado Case Counts by County,Ouray County,Cases,514
Colorado Case Counts by County,Park County,Cases,1711
Colorado Case Counts by County,Phillips County,Cases,582
Colorado Case Counts by County,Pitkin County,Cases,3311
Colorado Case Counts by County,Prowers County,Cases,1918
Colorado Case Counts by County,Pueblo County,Cases,29596
Colorado Case Counts by County,Rio Blanco County,Cases,1207
Colorado Case Counts by County,Rio Grande County,Cases,1839
Colorado Case Counts by County,Routt County,Cases,3838
Colorado Case Counts by County,Saguache County,Cases,797
Colorado Case Counts by County,San Juan County,Cases,105
Colorado Case Counts by County,San Miguel County,Cases,1271
Colorado Case Counts by County,Sedgwick County,Cases,352
Colorado Case Counts by County,Summit County,Cases,5394
Colorado Case Counts by County,Teller County,Cases,3319
Colorado Case Counts by County,Washington County,Cases,750
Colorado Case Counts by County,Weld County,Cases,52993
Colorado Case Counts by County,Yuma County,Cases,1373
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,6.47
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.77
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,20.14
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.34
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,14.79
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.28
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.36
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.18
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.65
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.01
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.05
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.17
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.95
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.71
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,3.89
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,7.81
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,15.02
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.29
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,46.11
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.45
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,2.97
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,24.02
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.81
