description,attribute,metric,value
State Data,Statewide,Cases,838587
State Data,Statewide,Hospitalizations,47604
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,4136502
State Data,Statewide,Test Encounters,13232327
State Data,Statewide,Deaths Among Cases,9344
State Data,Statewide,Deaths Due to COVID-19,9582
State Data,Statewide,Outbreaks,6949
State Data,Statewide,Rate Per 100000,14548.76
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,85276
Colorado Case Counts by County,Alamosa County,Cases,2956
Colorado Case Counts by County,Arapahoe County,Cases,90063
Colorado Case Counts by County,Archuleta County,Cases,1933
Colorado Case Counts by County,Baca County,Cases,566
Colorado Case Counts by County,Bent County,Cases,1899
Colorado Case Counts by County,Boulder County,Cases,34954
Colorado Case Counts by County,Broomfield County,Cases,7675
Colorado Case Counts by County,Chaffee County,Cases,2724
Colorado Case Counts by County,Cheyenne County,Cases,237
Colorado Case Counts by County,Clear Creek County,Cases,899
Colorado Case Counts by County,Conejos County,Cases,1141
Colorado Case Counts by County,Costilla County,Cases,435
Colorado Case Counts by County,Crowley County,Cases,2480
Colorado Case Counts by County,Custer County,Cases,467
Colorado Case Counts by County,Delta County,Cases,4609
Colorado Case Counts by County,Denver County,Cases,102879
Colorado Case Counts by County,Dolores County,Cases,263
Colorado Case Counts by County,Douglas County,Cases,46173
Colorado Case Counts by County,Eagle County,Cases,9322
Colorado Case Counts by County,El Paso County,Cases,115802
Colorado Case Counts by County,Elbert County,Cases,3049
Colorado Case Counts by County,Fremont County,Cases,10104
Colorado Case Counts by County,Garfield County,Cases,8858
Colorado Case Counts by County,Gilpin County,Cases,538
Colorado Case Counts by County,Grand County,Cases,2316
Colorado Case Counts by County,Gunnison County,Cases,2003
Colorado Case Counts by County,Hinsdale County,Cases,65
Colorado Case Counts by County,Huerfano County,Cases,845
Colorado Case Counts by County,International,Cases,107
Colorado Case Counts by County,Jackson County,Cases,125
Colorado Case Counts by County,Jefferson County,Cases,73686
Colorado Case Counts by County,Kiowa County,Cases,268
Colorado Case Counts by County,Kit Carson County,Cases,1167
Colorado Case Counts by County,La Plata County,Cases,7021
Colorado Case Counts by County,Lake County,Cases,1161
Colorado Case Counts by County,Larimer County,Cases,45611
Colorado Case Counts by County,Las Animas County,Cases,2244
Colorado Case Counts by County,Lincoln County,Cases,1388
Colorado Case Counts by County,Logan County,Cases,5099
Colorado Case Counts by County,Mesa County,Cases,28240
Colorado Case Counts by County,Mineral County,Cases,148
Colorado Case Counts by County,Moffat County,Cases,2179
Colorado Case Counts by County,Montezuma County,Cases,3947
Colorado Case Counts by County,Montrose County,Cases,6726
Colorado Case Counts by County,Morgan County,Cases,4026
Colorado Case Counts by County,Otero County,Cases,3232
Colorado Case Counts by County,Ouray County,Cases,515
Colorado Case Counts by County,Park County,Cases,1725
Colorado Case Counts by County,Phillips County,Cases,584
Colorado Case Counts by County,Pitkin County,Cases,3321
Colorado Case Counts by County,Prowers County,Cases,1948
Colorado Case Counts by County,Pueblo County,Cases,29805
Colorado Case Counts by County,Rio Blanco County,Cases,1217
Colorado Case Counts by County,Rio Grande County,Cases,1862
Colorado Case Counts by County,Routt County,Cases,3864
Colorado Case Counts by County,Saguache County,Cases,807
Colorado Case Counts by County,San Juan County,Cases,105
Colorado Case Counts by County,San Miguel County,Cases,1279
Colorado Case Counts by County,Sedgwick County,Cases,356
Colorado Case Counts by County,Summit County,Cases,5444
Colorado Case Counts by County,Teller County,Cases,3350
Colorado Case Counts by County,Washington County,Cases,752
Colorado Case Counts by County,Weld County,Cases,53361
Colorado Case Counts by County,Yuma County,Cases,1386
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,6.49
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.76
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,20.12
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.35
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,14.79
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.29
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.37
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.18
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.64
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.01
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.05
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.17
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.95
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.74
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,3.94
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,7.82
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,15.05
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.29
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,45.98
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
