description,attribute,metric,value
State Data,Statewide,Cases,704839
State Data,Statewide,Hospitalizations,40183
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3811537
State Data,Statewide,Test Encounters,11610189
State Data,Statewide,Deaths Among Cases,7864
State Data,Statewide,Deaths Due to COVID-19,8120
State Data,Statewide,Outbreaks,6305
State Data,Statewide,Rate Per 100000,12228.35
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,73358
Colorado Case Counts by County,Alamosa County,Cases,2329
Colorado Case Counts by County,Arapahoe County,Cases,77101
Colorado Case Counts by County,Archuleta County,Cases,1429
Colorado Case Counts by County,Baca County,Cases,415
Colorado Case Counts by County,Bent County,Cases,1675
Colorado Case Counts by County,Boulder County,Cases,29863
Colorado Case Counts by County,Broomfield County,Cases,6476
Colorado Case Counts by County,Chaffee County,Cases,2172
Colorado Case Counts by County,Cheyenne County,Cases,172
Colorado Case Counts by County,Clear Creek County,Cases,748
Colorado Case Counts by County,Conejos County,Cases,970
Colorado Case Counts by County,Costilla County,Cases,364
Colorado Case Counts by County,Crowley County,Cases,2357
Colorado Case Counts by County,Custer County,Cases,343
Colorado Case Counts by County,Delta County,Cases,3791
Colorado Case Counts by County,Denver County,Cases,88868
Colorado Case Counts by County,Dolores County,Cases,225
Colorado Case Counts by County,Douglas County,Cases,38986
Colorado Case Counts by County,Eagle County,Cases,8140
Colorado Case Counts by County,El Paso County,Cases,97085
Colorado Case Counts by County,Elbert County,Cases,2597
Colorado Case Counts by County,Fremont County,Cases,8062
Colorado Case Counts by County,Garfield County,Cases,7636
Colorado Case Counts by County,Gilpin County,Cases,416
Colorado Case Counts by County,Grand County,Cases,2103
Colorado Case Counts by County,Gunnison County,Cases,1803
Colorado Case Counts by County,Hinsdale County,Cases,54
Colorado Case Counts by County,Huerfano County,Cases,602
Colorado Case Counts by County,International,Cases,98
Colorado Case Counts by County,Jackson County,Cases,101
Colorado Case Counts by County,Jefferson County,Cases,60831
Colorado Case Counts by County,Kiowa County,Cases,170
Colorado Case Counts by County,Kit Carson County,Cases,932
Colorado Case Counts by County,La Plata County,Cases,5569
Colorado Case Counts by County,Lake County,Cases,997
Colorado Case Counts by County,Larimer County,Cases,37381
Colorado Case Counts by County,Las Animas County,Cases,1730
Colorado Case Counts by County,Lincoln County,Cases,1283
Colorado Case Counts by County,Logan County,Cases,4579
Colorado Case Counts by County,Mesa County,Cases,22938
Colorado Case Counts by County,Mineral County,Cases,124
Colorado Case Counts by County,Moffat County,Cases,1905
Colorado Case Counts by County,Montezuma County,Cases,2927
Colorado Case Counts by County,Montrose County,Cases,5111
Colorado Case Counts by County,Morgan County,Cases,3264
Colorado Case Counts by County,Otero County,Cases,2557
Colorado Case Counts by County,Ouray County,Cases,422
Colorado Case Counts by County,Park County,Cases,1316
Colorado Case Counts by County,Phillips County,Cases,501
Colorado Case Counts by County,Pitkin County,Cases,3077
Colorado Case Counts by County,Prowers County,Cases,1569
Colorado Case Counts by County,Pueblo County,Cases,23954
Colorado Case Counts by County,Rio Blanco County,Cases,920
Colorado Case Counts by County,Rio Grande County,Cases,1437
Colorado Case Counts by County,Routt County,Cases,3245
Colorado Case Counts by County,Saguache County,Cases,656
Colorado Case Counts by County,San Juan County,Cases,95
Colorado Case Counts by County,San Miguel County,Cases,1158
Colorado Case Counts by County,Sedgwick County,Cases,300
Colorado Case Counts by County,Summit County,Cases,4688
Colorado Case Counts by County,Teller County,Cases,2701
Colorado Case Counts by County,Washington County,Cases,601
Colorado Case Counts by County,Weld County,Cases,44381
Colorado Case Counts by County,Yuma County,Cases,1181
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,5.68
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,12.74
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,20.95
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.31
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,14.85
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,12.38
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.27
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.13
COVID-19 in Colorado by Age Group,80+,Percent of Cases,2.68
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.01
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.05
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.2
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.85
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,1.51
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,3.48
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,7.31
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,14.15
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,48.44
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.48
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,3.04
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,24.95
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.8
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.27
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,47.11
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.83
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,19.96
