description,attribute,metric,value
State Data,Statewide,Cases,426198
State Data,Statewide,Hospitalizations,23438
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2565792
State Data,Statewide,Test Encounters,6159303
State Data,Statewide,Deaths Among Cases,5940
State Data,Statewide,Deaths Due to COVID-19,5874
State Data,Statewide,Outbreaks,3882
State Data,Statewide,Rate Per 100000,7394.17
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,48214
Colorado Case Counts by County,Alamosa County,Cases,1273
Colorado Case Counts by County,Arapahoe County,Cases,48248
Colorado Case Counts by County,Archuleta County,Cases,643
Colorado Case Counts by County,Baca County,Cases,271
Colorado Case Counts by County,Bent County,Cases,1478
Colorado Case Counts by County,Boulder County,Cases,18714
Colorado Case Counts by County,Broomfield County,Cases,3714
Colorado Case Counts by County,Chaffee County,Cases,1435
Colorado Case Counts by County,Cheyenne County,Cases,125
Colorado Case Counts by County,Clear Creek County,Cases,360
Colorado Case Counts by County,Conejos County,Cases,440
Colorado Case Counts by County,Costilla County,Cases,185
Colorado Case Counts by County,Crowley County,Cases,1972
Colorado Case Counts by County,Custer County,Cases,164
Colorado Case Counts by County,Delta County,Cases,2465
Colorado Case Counts by County,Denver County,Cases,59320
Colorado Case Counts by County,Dolores County,Cases,68
Colorado Case Counts by County,Douglas County,Cases,21162
Colorado Case Counts by County,Eagle County,Cases,5022
Colorado Case Counts by County,El Paso County,Cases,51709
Colorado Case Counts by County,Elbert County,Cases,1273
Colorado Case Counts by County,Fremont County,Cases,5437
Colorado Case Counts by County,Garfield County,Cases,5069
Colorado Case Counts by County,Gilpin County,Cases,168
Colorado Case Counts by County,Grand County,Cases,1268
Colorado Case Counts by County,Gunnison County,Cases,1201
Colorado Case Counts by County,Hinsdale County,Cases,17
Colorado Case Counts by County,Huerfano County,Cases,308
Colorado Case Counts by County,International,Cases,49
Colorado Case Counts by County,Jackson County,Cases,51
Colorado Case Counts by County,Jefferson County,Cases,37003
Colorado Case Counts by County,Kiowa County,Cases,91
Colorado Case Counts by County,Kit Carson County,Cases,535
Colorado Case Counts by County,La Plata County,Cases,2947
Colorado Case Counts by County,Lake County,Cases,657
Colorado Case Counts by County,Larimer County,Cases,19917
Colorado Case Counts by County,Las Animas County,Cases,991
Colorado Case Counts by County,Lincoln County,Cases,997
Colorado Case Counts by County,Logan County,Cases,3711
Colorado Case Counts by County,Mesa County,Cases,13213
Colorado Case Counts by County,Mineral County,Cases,61
Colorado Case Counts by County,Moffat County,Cases,666
Colorado Case Counts by County,Montezuma County,Cases,1723
Colorado Case Counts by County,Montrose County,Cases,3228
Colorado Case Counts by County,Morgan County,Cases,2421
Colorado Case Counts by County,Otero County,Cases,1853
Colorado Case Counts by County,Ouray County,Cases,254
Colorado Case Counts by County,Park County,Cases,546
Colorado Case Counts by County,Phillips County,Cases,337
Colorado Case Counts by County,Pitkin County,Cases,1994
Colorado Case Counts by County,Prowers County,Cases,1159
Colorado Case Counts by County,Pueblo County,Cases,14970
Colorado Case Counts by County,Rio Blanco County,Cases,468
Colorado Case Counts by County,Rio Grande County,Cases,693
Colorado Case Counts by County,Routt County,Cases,1868
Colorado Case Counts by County,Saguache County,Cases,318
Colorado Case Counts by County,San Juan County,Cases,42
