description,attribute,metric,value
State Data,Statewide,Cases,517851
State Data,Statewide,Hospitalizations,28391
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2934736
State Data,Statewide,Test Encounters,7932898
State Data,Statewide,Deaths Among Cases,6337
State Data,Statewide,Deaths Due to COVID-19,6478
State Data,Statewide,Outbreaks,5072
State Data,Statewide,Rate Per 100000,8984.27
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,56890
Colorado Case Counts by County,Alamosa County,Cases,1475
Colorado Case Counts by County,Arapahoe County,Cases,58394
Colorado Case Counts by County,Archuleta County,Cases,924
Colorado Case Counts by County,Baca County,Cases,290
Colorado Case Counts by County,Bent County,Cases,1526
Colorado Case Counts by County,Boulder County,Cases,23065
Colorado Case Counts by County,Broomfield County,Cases,4731
Colorado Case Counts by County,Chaffee County,Cases,1648
Colorado Case Counts by County,Cheyenne County,Cases,127
Colorado Case Counts by County,Clear Creek County,Cases,439
Colorado Case Counts by County,Conejos County,Cases,533
Colorado Case Counts by County,Costilla County,Cases,213
Colorado Case Counts by County,Crowley County,Cases,2183
Colorado Case Counts by County,Custer County,Cases,192
Colorado Case Counts by County,Delta County,Cases,2676
Colorado Case Counts by County,Denver County,Cases,71072
Colorado Case Counts by County,Dolores County,Cases,80
Colorado Case Counts by County,Douglas County,Cases,28229
Colorado Case Counts by County,Eagle County,Cases,6253
Colorado Case Counts by County,El Paso County,Cases,65156
Colorado Case Counts by County,Elbert County,Cases,1700
Colorado Case Counts by County,Fremont County,Cases,6156
Colorado Case Counts by County,Garfield County,Cases,5798
Colorado Case Counts by County,Gilpin County,Cases,234
Colorado Case Counts by County,Grand County,Cases,1469
Colorado Case Counts by County,Gunnison County,Cases,1327
Colorado Case Counts by County,Hinsdale County,Cases,18
Colorado Case Counts by County,Huerfano County,Cases,402
Colorado Case Counts by County,International,Cases,66
Colorado Case Counts by County,Jackson County,Cases,57
