description,attribute,metric,value
State Data,Statewide,Cases,606236
State Data,Statewide,Hospitalizations,35286
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,3418430
State Data,Statewide,Test Encounters,10000248
State Data,Statewide,Deaths Among Cases,7088
State Data,Statewide,Deaths Due to COVID-19,7373
State Data,Statewide,Outbreaks,5726
State Data,Statewide,Rate Per 100000,10517.67
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,65414
Colorado Case Counts by County,Alamosa County,Cases,1873
Colorado Case Counts by County,Arapahoe County,Cases,67797
Colorado Case Counts by County,Archuleta County,Cases,1239
Colorado Case Counts by County,Baca County,Cases,352
Colorado Case Counts by County,Bent County,Cases,1557
Colorado Case Counts by County,Boulder County,Cases,26036
Colorado Case Counts by County,Broomfield County,Cases,5534
Colorado Case Counts by County,Chaffee County,Cases,1924
Colorado Case Counts by County,Cheyenne County,Cases,146
Colorado Case Counts by County,Clear Creek County,Cases,554
Colorado Case Counts by County,Conejos County,Cases,785
Colorado Case Counts by County,Costilla County,Cases,265
Colorado Case Counts by County,Crowley County,Cases,2224
Colorado Case Counts by County,Custer County,Cases,254
Colorado Case Counts by County,Delta County,Cases,3221
Colorado Case Counts by County,Denver County,Cases,79765
Colorado Case Counts by County,Dolores County,Cases,147
Colorado Case Counts by County,Douglas County,Cases,33397
Colorado Case Counts by County,Eagle County,Cases,7052
